CONTROL_NUMBER,DONATED,CLUSTER_CODE,CARD_PROM_12,MONTHS_SINCE_FIRST_GIFT,LAST_GIFT_AMT,PCT_ATTRIBUTE1,NUMBER_PROM_12,MOR_HIT_RATE,INCOME_GROUP,RECENT_RESPONSE_COUNT,MONTHS_SINCE_ORIGIN,PUBLISHED_PHONE,LIFETIME_MAX_GIFT_AMT,RECENCY_STATUS_96NK,FILE_CARD_GIFT,MONTHS_SINCE_LAST_PROM_RESP,RECENT_RESPONSE_PROP,PCT_OWNER_OCCUPIED,FREQUENCY_STATUS_97NK
117100,0,02,6,44,6.0,0,12,9,3.0,2,41,1,10.0,A,3,17.0,0.143,95,3
59022,0,41,6,29,7.0,0,13,0,4.0,5,29,0,7.0,A,4,16.0,0.417,0,4
134937,0,46,6,105,10.0,0,12,11,2.0,4,113,1,12.0,A,7,21.0,0.235,52,3
175194,0,34,4,28,15.0,0,10,0,,2,29,0,15.0,A,0,18.0,0.154,52,1
118030,0,53,4,19,25.0,0,10,1,4.0,0,17,1,25.0,F,0,,0.0,80,1
121254,0,21,4,92,19.0,0,8,2,4.0,1,101,0,19.0,A,3,26.0,0.056,74,1
78303,0,16,6,85,30.0,0,13,0,4.0,2,89,1,30.0,A,6,19.0,0.091,62,1
65524,0,36,6,89,20.0,0,15,1,2.0,2,89,1,20.0,A,4,16.0,0.1,65,1
154202,1,37,6,54,15.0,0,12,0,,1,65,0,21.0,A,3,22.0,0.05,84,1
89772,0,27,8,126,9.0,0,20,2,3.0,6,137,0,10.0,F,13,17.0,0.316,72,2
187502,0,20,2,33,25.0,0,7,0,,3,29,1,25.0,E,4,18.0,0.429,75,2
146827,0,19,6,122,15.0,1,12,0,6.0,5,137,0,15.0,A,7,21.0,0.238,67,3
130007,0,03,6,88,10.0,0,13,0,,4,89,0,10.0,A,4,18.0,0.19,68,2
61911,0,32,3,25,15.0,0,8,3,1.0,1,29,1,15.0,N,0,25.0,0.083,62,1
36450,0,10,6,63,13.0,0,13,0,1.0,4,65,0,20.0,A,11,20.0,0.182,53,1
17478,0,23,6,41,15.0,0,12,9,7.0,2,41,1,25.0,A,2,20.0,0.105,58,2
111887,0,53,6,49,10.0,0,12,0,1.0,5,53,1,10.0,S,4,26.0,0.25,70,2
86528,1,38,5,130,3.0,0,12,2,5.0,5,137,0,5.0,S,16,17.0,0.278,56,3
88153,1,20,3,122,5.0,0,6,1,7.0,4,125,0,13.0,S,9,24.0,0.2,95,2
53701,0,18,6,24,16.0,0,13,3,5.0,2,29,0,16.0,N,2,16.0,0.182,66,2
120147,0,53,5,28,11.0,0,12,0,3.0,3,29,1,11.0,A,3,16.0,0.231,78,3
170651,0,07,6,57,15.0,0,14,0,5.0,2,65,0,15.0,A,4,15.0,0.105,94,2
31073,0,46,4,113,20.0,0,7,0,2.0,4,113,0,25.0,S,12,17.0,0.333,69,2
138439,0,24,5,129,15.0,1,11,1,3.0,6,137,1,15.0,A,13,26.0,0.3,92,1
172887,0,30,4,21,23.0,0,10,0,2.0,1,17,0,23.0,F,1,21.0,0.143,55,1
48509,0,39,6,89,15.0,0,14,0,,8,89,0,20.0,S,15,19.0,0.421,81,3
74095,0,46,6,115,25.0,0,13,0,3.0,3,125,0,25.0,S,8,18.0,0.136,79,2
141847,0,40,6,29,10.0,14,12,3,3.0,3,29,1,15.0,A,2,19.0,0.231,70,2
92409,0,20,4,15,18.0,1,10,3,2.0,1,17,1,18.0,F,0,15.0,0.2,51,1
152036,1,13,4,17,15.0,1,11,0,,1,17,0,15.0,F,1,17.0,0.2,95,1
115314,0,36,6,56,20.0,0,13,0,6.0,2,65,0,20.0,A,0,19.0,0.095,69,1
25604,0,11,6,45,32.0,0,13,0,,3,41,1,32.0,A,1,19.0,0.136,75,2
45513,0,37,3,93,11.0,0,11,0,,3,101,0,15.0,E,17,15.0,0.375,90,2
150442,0,08,6,28,10.0,0,14,4,3.0,3,29,1,16.0,A,0,15.0,0.231,84,3
135016,1,30,6,75,9.0,0,13,0,1.0,8,77,1,10.0,S,13,15.0,0.364,44,4
52656,0,51,5,92,7.0,0,13,0,,6,101,1,7.0,S,10,16.0,0.3,64,3
81730,0,28,6,54,20.0,0,12,15,4.0,2,65,1,20.0,A,3,17.0,0.1,57,1
52996,0,39,5,112,4.0,0,10,0,2.0,5,113,1,6.0,A,7,18.0,0.278,85,4
103805,0,51,6,90,10.0,0,14,0,5.0,3,101,1,15.0,A,7,22.0,0.143,86,2
38742,0,22,4,129,10.0,0,10,0,1.0,2,137,0,10.0,A,12,24.0,0.111,72,1
184468,0,45,4,52,15.0,0,10,0,6.0,1,53,0,15.0,A,1,19.0,0.067,70,1
43316,0,37,5,127,10.0,0,12,0,,8,137,1,10.0,S,24,21.0,0.421,63,4
65930,0,22,5,17,10.0,0,11,10,4.0,1,17,1,30.0,N,2,16.0,0.333,52,2
133814,1,37,6,80,25.0,0,14,0,3.0,4,89,1,25.0,A,3,22.0,0.19,65,3
24841,0,41,5,130,10.0,0,12,3,5.0,4,137,1,10.0,A,14,19.0,0.19,89,1
165368,1,13,6,27,50.0,0,13,8,7.0,3,29,0,50.0,N,1,18.0,0.214,91,2
79528,0,21,6,24,20.0,0,12,0,,2,29,0,20.0,N,1,18.0,0.182,8,2
108623,0,39,6,75,5.0,0,13,3,6.0,7,77,1,9.0,S,5,15.0,0.368,83,4
165606,0,08,4,81,9.0,0,8,0,5.0,6,89,0,10.0,S,10,17.0,0.353,56,3
122162,0,31,6,57,17.0,0,11,10,4.0,1,65,1,17.0,A,4,25.0,0.048,23,1
87259,1,22,4,129,20.0,0,7,12,4.0,2,137,1,20.0,A,8,29.0,0.118,56,1
143559,0,08,5,66,12.0,0,12,0,,2,77,0,14.0,A,5,18.0,0.111,34,1
81621,0,16,6,89,25.0,0,13,1,3.0,3,89,1,25.0,A,4,19.0,0.136,86,1
187846,0,13,1,65,21.0,0,5,0,,2,65,0,21.0,E,4,16.0,0.25,77,1
153565,0,15,6,129,25.0,27,13,29,6.0,3,137,1,25.0,S,8,17.0,0.158,38,2
68589,1,13,6,65,18.0,0,14,23,7.0,3,65,1,18.0,A,5,16.0,0.136,97,1
37800,0,20,6,35,25.0,0,13,0,,3,41,0,25.0,A,2,16.0,0.167,63,1
139547,0,14,6,51,10.0,5,12,0,6.0,5,53,0,16.0,A,5,20.0,0.25,90,3
63772,0,43,6,123,10.0,0,13,0,4.0,2,137,1,25.0,S,12,27.0,0.105,91,2
15445,1,25,6,103,20.0,1,13,3,3.0,1,113,1,20.0,A,6,19.0,0.056,14,1
18351,0,47,4,79,16.0,2,9,2,3.0,1,89,1,16.0,A,3,24.0,0.067,82,1
77501,0,44,4,30,15.0,0,10,0,2.0,2,29,0,15.0,A,1,16.0,0.143,77,1
145919,0,33,6,55,21.0,0,12,7,4.0,2,65,1,21.0,A,1,19.0,0.133,94,2
74784,0, .,6,113,8.0,0,12,1,6.0,4,113,0,13.0,A,8,21.0,0.25,92,2
111233,0,51,4,17,20.0,0,11,0,1.0,1,17,0,20.0,F,1,17.0,0.2,73,1
26646,0,36,6,45,10.0,1,13,0,,2,41,0,40.0,A,3,23.0,0.1,80,2
183399,0, .,6,87,20.0,0,13,0,7.0,3,89,1,25.0,A,4,15.0,0.176,70,2
64388,1,27,5,128,14.0,1,12,1,5.0,2,137,1,14.0,A,14,21.0,0.111,90,1
152921,0,13,5,52,25.0,0,13,5,6.0,1,53,1,25.0,A,3,16.0,0.053,92,1
25107,1,49,6,104,7.0,0,13,0,,4,113,0,10.0,S,10,17.0,0.19,84,3
26927,0, .,2,111,3.0,0,7,1,2.0,4,113,1,5.0,S,8,18.0,0.444,91,4
98055,0,53,6,65,8.0,0,14,0,2.0,6,65,1,10.0,S,11,17.0,0.333,77,4
113984,0,51,6,33,12.0,0,13,0,,3,29,0,16.0,A,1,19.0,0.167,85,2
12644,1,43,6,170,30.0,0,29,9,2.0,2,113,1,30.0,A,5,18.0,0.1,81,2
8339,0,27,9,105,19.0,0,35,0,2.0,3,101,0,25.0,S,8,16.0,0.143,49,2
73304,0,37,6,56,6.0,0,12,0,2.0,5,65,0,6.0,A,2,17.0,0.263,39,4
164969,1,12,6,69,7.0,1,13,0,7.0,7,77,0,8.0,S,9,17.0,0.368,78,4
33518,0,47,6,91,10.0,0,14,0,7.0,7,101,0,20.0,S,6,19.0,0.35,93,4
17971,0,50,6,35,12.0,0,12,0,5.0,3,41,1,15.0,A,3,18.0,0.176,58,2
168557,0,13,5,75,35.0,0,12,1,7.0,1,77,1,35.0,A,3,17.0,0.053,95,1
184550,0,27,6,44,25.0,2,13,0,5.0,2,41,0,25.0,A,3,17.0,0.105,78,1
116930,1,02,6,76,20.0,0,13,6,6.0,5,77,0,20.0,S,5,18.0,0.238,88,2
40381,0,28,6,65,7.0,0,14,20,2.0,5,65,1,10.0,S,4,16.0,0.278,93,4
163432,0,03,5,52,30.0,0,11,0,,1,53,0,30.0,A,1,26.0,0.067,87,1
139697,0,13,4,17,20.0,1,10,0,,1,17,0,20.0,F,1,17.0,0.2,50,1
72829,0,40,4,57,15.0,0,9,0,2.0,1,65,1,15.0,A,2,26.0,0.056,86,1
78455,0,04,6,52,5.0,0,12,3,1.0,7,53,1,7.0,S,5,19.0,0.368,36,4
131814,0,12,5,75,25.0,12,12,8,5.0,1,77,1,25.0,L,3,15.0,0.048,55,1
75810,0,53,4,32,20.0,0,10,8,1.0,2,29,0,20.0,A,1,24.0,0.143,76,1
82004,0,36,6,29,12.0,0,13,0,2.0,4,29,1,12.0,A,4,16.0,0.286,64,3
95525,1,46,6,44,25.0,3,14,0,3.0,1,41,0,50.0,A,1,18.0,0.053,58,1
35864,0,18,6,67,20.0,0,13,0,6.0,1,77,0,25.0,A,2,18.0,0.053,0,1
32511,0,28,6,77,25.0,0,14,0,4.0,2,77,0,25.0,A,3,16.0,0.133,91,1
171945,0,18,6,63,5.0,2,11,0,,8,65,0,6.0,S,10,23.0,0.364,81,3
180135,0,21,3,21,15.0,0,8,0,4.0,1,17,1,15.0,N,1,21.0,0.143,58,1
179150,0,24,6,126,20.0,0,13,13,7.0,2,137,1,20.0,A,14,19.0,0.1,97,1
86235,0,43,5,125,6.0,0,12,0,2.0,4,125,0,8.0,S,10,18.0,0.222,49,3
33011,0,12,4,17,6.0,8,10,3,5.0,1,17,0,20.0,N,1,17.0,0.25,84,2
65181,1,27,6,67,12.0,0,13,1,4.0,4,77,1,13.0,A,7,19.0,0.182,79,2
69736,0,49,6,130,22.0,0,13,0,,3,137,0,25.0,S,17,17.0,0.143,86,2
168268,1,07,6,69,15.0,0,13,0,,4,77,0,31.0,S,6,20.0,0.182,54,3
113752,0,41,6,30,20.0,28,13,13,5.0,3,29,1,25.0,A,2,15.0,0.2,47,2
2809,1,24,9,130,10.0,0,22,1,7.0,2,137,1,17.0,A,11,17.0,0.2,79,1
125999,1,41,6,75,20.0,0,13,15,3.0,5,77,0,20.0,A,11,21.0,0.227,68,1
180050,1,20,5,89,21.0,0,13,0,,4,89,0,21.0,A,4,18.0,0.222,62,3
90775,1,20,5,73,15.0,0,11,6,2.0,1,77,1,15.0,A,4,24.0,0.053,40,1
174293,0,49,6,113,8.0,0,13,3,4.0,7,113,1,10.0,S,9,17.0,0.412,79,4
74689,0,41,6,126,11.0,1,13,8,1.0,4,137,0,11.0,S,19,16.0,0.182,66,3
124543,1,35,6,130,18.0,0,14,4,5.0,2,137,1,18.0,A,9,16.0,0.095,81,1
88848,0,23,6,104,20.0,0,13,0,2.0,1,113,0,35.0,A,6,17.0,0.056,86,1
188173,0,13,1,106,7.0,0,6,0,,5,137,1,8.0,E,25,16.0,0.625,81,4
139772,0,39,6,78,25.0,1,15,0,,2,89,0,35.0,A,4,31.0,0.091,88,1
174375,1,18,5,20,25.0,0,11,2,5.0,1,29,1,25.0,F,1,20.0,0.167,75,1
142967,0,07,6,104,5.0,0,12,0,1.0,6,113,0,5.0,A,8,20.0,0.3,24,4
73331,0,30,6,29,15.0,0,15,0,,4,29,1,15.0,A,2,19.0,0.308,90,4
24747,1,14,6,65,15.0,0,14,2,7.0,3,65,1,15.0,A,4,16.0,0.231,95,2
62767,0,36,5,62,15.0,0,12,0,4.0,2,65,1,15.0,L,4,15.0,0.133,81,1
164989,1,13,6,53,20.0,0,12,0,6.0,2,53,0,20.0,A,6,23.0,0.091,93,1
188824,0,49,6,29,15.0,0,18,0,5.0,2,29,1,17.0,A,2,16.0,0.154,91,1
156219,0,35,5,17,10.0,8,12,0,,1,17,0,25.0,F,1,17.0,0.2,64,2
176409,1,40,6,91,20.0,0,13,16,2.0,2,101,0,20.0,A,6,20.0,0.105,77,1
157510,0,12,4,122,15.0,0,11,0,,2,137,1,15.0,A,11,18.0,0.118,89,1
16688,0,35,5,21,10.0,2,11,0,5.0,2,17,0,10.0,N,1,16.0,0.286,83,3
119383,0,24,5,130,17.0,0,10,32,5.0,2,137,1,17.0,A,15,26.0,0.095,96,1
171209,0,17,3,15,30.0,2,8,0,5.0,1,17,0,30.0,E,0,15.0,0.5,63,1
105164,0,30,3,126,15.0,0,8,40,2.0,1,137,1,15.0,A,7,16.0,0.071,33,1
20954,0,41,5,127,20.0,39,13,0,2.0,2,137,1,20.0,A,10,15.0,0.125,29,2
168984,0,10,6,129,10.0,0,12,0,5.0,5,137,0,10.0,S,15,18.0,0.313,0,3
27174,0,11,4,20,20.0,0,10,3,6.0,1,17,1,20.0,F,0,20.0,0.143,88,1
101823,0,28,6,125,20.0,1,13,3,5.0,1,125,0,20.0,A,11,17.0,0.053,94,1
21368,0,36,5,17,25.0,0,13,0,6.0,1,17,0,25.0,F,1,17.0,0.2,75,1
92802,1,01,6,53,20.0,0,13,0,,2,53,0,20.0,A,4,17.0,0.095,0,1
118940,0,35,4,28,15.0,0,9,10,4.0,1,29,1,15.0,A,1,28.0,0.077,94,1
94201,0,08,5,63,16.0,0,11,23,3.0,3,65,1,16.0,A,4,26.0,0.136,59,1
89017,0,40,4,130,10.0,0,10,0,5.0,4,137,0,15.0,A,16,26.0,0.211,93,1
121256,1,21,6,124,12.0,0,13,0,3.0,3,125,0,15.0,S,16,17.0,0.158,74,3
149561,0,13,6,129,16.0,2,12,11,6.0,2,137,0,16.0,A,13,21.0,0.111,27,1
59994,0,14,5,75,7.0,0,13,1,4.0,3,77,1,7.0,S,5,16.0,0.333,97,4
181228,0,31,4,17,15.0,10,10,9,2.0,1,17,1,15.0,F,1,17.0,0.2,38,1
42279,1,41,6,53,5.0,8,12,2,1.0,6,53,1,8.0,S,5,19.0,0.333,74,4
174671,1,49,6,119,6.0,0,13,39,3.0,5,125,1,8.0,A,5,15.0,0.263,78,4
107137,0,36,4,75,15.0,0,10,6,3.0,1,77,1,15.0,A,4,18.0,0.053,84,1
3252,1,18,6,79,10.0,1,27,2,5.0,1,89,1,16.0,A,5,24.0,0.05,71,1
124043,0,28,5,91,25.0,0,12,1,7.0,1,101,1,25.0,A,5,15.0,0.067,61,1
172730,0,28,4,121,12.0,0,9,29,3.0,1,137,1,12.0,A,7,24.0,0.053,90,1
58014,0,51,4,32,15.0,0,10,0,1.0,2,29,0,15.0,A,0,18.0,0.333,83,1
117231,0,20,4,17,20.0,0,10,0,4.0,1,17,0,20.0,F,1,17.0,0.2,70,1
170649,1,02,6,53,25.0,0,13,0,7.0,5,53,1,25.0,A,3,17.0,0.263,94,4
70173,0,16,6,69,18.0,0,14,0,,10,77,1,18.0,S,11,18.0,0.556,88,4
188585,0,05,8,102,10.0,0,19,11,4.0,4,113,1,12.0,A,3,16.0,0.211,56,3
148391,0,29,3,25,25.0,0,7,16,1.0,1,29,1,25.0,N,1,25.0,0.083,94,1
188054,1,24,2,100,13.0,0,7,0,,1,101,1,13.0,E,8,15.0,0.125,77,1
125109,0,31,5,16,20.0,0,13,0,3.0,1,17,0,20.0,F,1,16.0,0.2,9,1
155037,0,12,6,90,13.0,1,14,6,1.0,5,101,0,13.0,A,7,16.0,0.238,86,4
141442,1,18,6,105,18.0,1,13,0,7.0,1,113,0,25.0,A,6,18.0,0.053,85,1
161868,0,22,6,22,50.0,0,12,20,5.0,0,29,0,50.0,N,0,,0.0,31,1
144812,1,13,6,43,80.0,0,11,9,6.0,1,41,0,80.0,A,1,24.0,0.05,27,1
186579,1,40,6,105,5.0,0,33,0,4.0,4,113,1,9.0,S,9,16.0,0.286,90,4
120712,0,53,2,67,15.0,1,4,8,1.0,1,77,1,15.0,A,3,24.0,0.111,77,1
36633,0,23,6,25,20.0,0,12,0,3.0,2,29,1,20.0,N,2,17.0,0.182,44,2
62152,0,44,6,130,10.0,0,16,1,4.0,4,137,0,12.0,S,12,18.0,0.211,78,3
77827,0,16,4,93,21.0,1,11,0,5.0,1,101,0,21.0,A,5,21.0,0.056,91,1
113284,0,13,3,24,20.0,2,7,4,7.0,1,29,1,20.0,N,1,24.0,0.1,52,1
177453,0,45,6,69,20.0,0,13,0,3.0,2,77,0,20.0,A,3,20.0,0.118,69,1
37894,0,10,4,122,15.0,0,9,0,,2,125,0,15.0,A,6,26.0,0.105,41,1
88353,0,27,5,92,9.0,0,13,9,2.0,3,89,1,9.0,S,6,16.0,0.2,76,3
4588,1,44,8,123,25.0,0,39,21,1.0,3,137,1,25.0,A,11,24.0,0.143,92,1
18952,0,12,6,105,15.0,0,14,0,6.0,1,101,0,15.0,A,6,16.0,0.053,89,1
6185,1,05,8,89,20.0,0,21,2,5.0,2,89,0,20.0,A,6,24.0,0.095,86,1
188026,0,36,2,93,11.0,1,7,0,,6,101,0,11.0,E,14,18.0,0.75,75,3
135564,0,31,6,40,20.0,0,13,0,2.0,1,41,1,20.0,A,2,17.0,0.056,45,1
151958,0,17,4,104,14.0,4,9,0,,2,113,0,15.0,A,8,26.0,0.1,63,1
109305,0,24,5,17,25.0,0,11,0,6.0,1,17,1,25.0,F,1,17.0,0.2,91,1
108087,0,11,6,76,13.0,2,14,0,,4,77,0,20.0,S,5,15.0,0.182,64,3
171302,1,12,4,44,15.0,1,10,1,5.0,1,41,1,15.0,A,2,18.0,0.056,72,1
152994,0,27,5,123,11.0,4,13,17,3.0,3,125,1,13.0,A,8,16.0,0.143,75,1
56193,0,24,4,41,20.0,0,7,0,6.0,3,41,0,21.0,A,4,24.0,0.143,94,1
51127,0,39,6,40,5.0,0,12,1,3.0,8,41,1,5.0,S,6,19.0,0.4,81,4
63186,0,43,6,101,12.0,0,13,0,1.0,2,113,1,12.0,A,6,17.0,0.1,86,2
159826,1,27,4,127,10.0,0,11,0,3.0,2,137,0,20.0,A,13,18.0,0.105,65,1
60922,0,21,6,88,5.0,0,13,4,1.0,4,89,1,10.0,S,8,19.0,0.182,71,4
178076,0,36,6,33,20.0,0,13,12,3.0,3,29,1,26.0,A,3,22.0,0.158,65,2
155553,1,27,7,122,5.0,0,15,3,2.0,4,137,1,25.0,S,13,18.0,0.182,87,3
150097,1,24,6,39,15.0,0,12,0,7.0,4,41,0,15.0,A,3,23.0,0.2,57,2
71172,0,40,6,128,25.0,0,12,3,6.0,3,137,1,25.0,S,14,24.0,0.158,95,2
101511,0,51,5,44,15.0,0,11,0,2.0,3,41,0,15.0,A,2,26.0,0.15,65,1
67802,0,10,6,113,10.0,0,13,0,,3,113,0,10.0,S,6,19.0,0.136,57,2
68563,1,13,6,23,25.0,0,13,2,7.0,2,29,1,25.0,N,2,21.0,0.2,97,2
31953,1,34,6,86,15.0,1,14,0,4.0,2,89,1,15.0,A,6,25.0,0.1,73,1
57227,0,48,6,77,25.0,0,13,0,,1,77,0,25.0,A,2,19.0,0.059,74,1
71198,0,44,6,67,21.0,0,14,2,7.0,3,77,1,21.0,A,4,16.0,0.143,91,3
15797,0,30,6,130,30.0,0,13,3,3.0,3,137,1,35.0,S,12,20.0,0.15,68,2
85552,0,51,6,93,5.0,0,12,0,2.0,3,101,1,5.0,S,8,19.0,0.15,84,4
67793,0,10,6,63,10.0,0,12,0,,5,65,0,10.0,A,6,21.0,0.263,58,4
109451,1,44,8,126,25.0,0,16,2,5.0,6,137,1,25.0,S,17,18.0,0.316,93,4
89686,1,14,6,41,20.0,0,12,0,,3,41,1,25.0,A,2,25.0,0.143,57,1
171385,0,27,6,30,25.0,6,13,0,5.0,2,29,1,25.0,A,0,19.0,0.143,91,1
118412,0,37,6,24,20.0,3,12,1,7.0,2,29,1,20.0,N,1,19.0,0.182,63,2
159424,1,13,6,79,50.0,0,14,0,7.0,2,89,0,50.0,A,2,15.0,0.125,43,2
173465,0,10,6,90,30.0,0,13,0,,2,101,0,30.0,S,6,18.0,0.182,0,2
69893,0,46,6,130,10.0,0,13,27,7.0,3,137,1,12.0,A,9,15.0,0.15,74,3
179014,1,35,6,129,10.0,1,14,0,6.0,6,137,1,25.0,S,18,17.0,0.353,26,4
41222,1,21,6,125,20.0,0,13,0,,2,125,1,20.0,A,6,18.0,0.091,95,1
150497,1,14,5,27,25.0,0,12,11,7.0,2,29,1,25.0,N,0,15.0,0.167,94,1
24321,0,47,6,79,6.0,0,16,0,,1,89,0,20.0,S,6,17.0,0.059,81,2
44806,0,37,3,24,15.0,0,7,1,3.0,1,29,1,15.0,N,1,24.0,0.1,86,1
38110,0,04,6,124,25.0,0,15,3,1.0,2,125,1,25.0,S,9,18.0,0.1,47,2
113849,0,53,4,127,14.0,2,11,4,1.0,1,137,0,14.0,A,9,20.0,0.071,39,1
128577,0,27,6,53,10.0,0,12,0,,5,53,0,10.0,A,5,19.0,0.25,85,3
140647,0,39,4,126,15.0,22,11,0,,1,137,0,15.0,A,10,18.0,0.083,56,1
21637,0,40,6,53,13.0,0,13,0,5.0,7,53,0,13.0,S,6,21.0,0.318,0,3
46461,1,27,6,33,13.0,0,16,0,2.0,6,29,1,15.0,A,4,16.0,0.353,91,4
185514,0,10,6,57,0.0,0,13,1,4.0,4,65,1,13.0,S,5,20.0,0.19,35,3
107163,0,51,5,17,25.0,0,11,4,2.0,1,17,1,25.0,F,1,17.0,0.2,73,1
95030,0,08,5,93,13.0,0,12,0,,3,101,0,15.0,A,14,25.0,0.143,89,1
129347,0,12,6,21,6.0,1,15,0,,3,17,1,12.0,N,2,17.0,0.375,82,4
49859,0,18,6,105,10.0,0,13,0,6.0,3,113,1,16.0,A,9,21.0,0.143,82,2
131039,0,35,6,35,11.0,1,12,17,1.0,5,41,1,12.0,A,2,20.0,0.278,91,3
29258,0,35,6,52,15.0,1,12,0,7.0,2,53,1,15.0,A,3,19.0,0.1,48,1
68669,1,20,4,30,15.0,0,10,0,1.0,2,29,0,15.0,A,2,21.0,0.167,86,1
86270,1,25,5,88,16.0,15,12,4,2.0,2,89,1,16.0,A,5,15.0,0.105,33,1
5354,0,02,7,121,15.0,0,33,11,7.0,1,137,0,20.0,A,9,18.0,0.056,67,1
83536,0,08,6,89,20.0,0,14,1,6.0,1,101,0,20.0,A,8,16.0,0.053,74,1
3275,0,14,4,28,15.0,0,25,3,7.0,2,29,1,15.0,A,1,19.0,0.154,89,1
188492,1,26,8,111,20.0,0,18,0,2.0,2,137,1,20.0,A,5,17.0,0.095,57,1
107651,0,45,6,95,20.0,0,13,16,5.0,3,101,0,40.0,A,5,15.0,0.136,71,2
135245,0,06,5,57,18.0,0,11,0,5.0,2,65,0,18.0,A,2,26.0,0.095,75,1
57593,1,51,6,122,20.0,0,13,0,2.0,5,137,0,20.0,S,16,17.0,0.263,64,2
108447,1,16,6,90,10.0,1,14,1,3.0,3,101,1,10.0,A,6,16.0,0.143,75,3
101303,0,51,6,127,15.0,0,14,0,3.0,4,137,0,15.0,A,15,17.0,0.19,77,1
162321,0,13,6,81,20.0,0,12,0,,4,89,0,20.0,S,9,16.0,0.235,94,2
186462,1,40,6,129,10.0,0,19,21,2.0,3,137,1,10.0,S,17,21.0,0.167,82,3
2628,0,14,11,18,15.0,0,22,0,5.0,3,17,1,15.0,N,2,16.0,0.5,76,2
168921,0,40,6,30,25.0,0,13,0,7.0,3,29,1,25.0,A,2,19.0,0.2,72,2
155856,1,27,6,29,11.0,0,12,1,1.0,3,29,1,11.0,A,1,18.0,0.231,69,3
97063,0,41,2,40,20.0,0,4,0,4.0,1,41,1,20.0,A,4,25.0,0.091,79,1
104584,0,21,5,90,15.0,0,12,0,,2,101,0,15.0,A,4,15.0,0.125,73,2
64899,0,16,5,128,5.0,0,10,0,,10,137,0,10.0,S,27,17.0,0.714,93,4
125636,0,28,5,16,20.0,0,12,0,,1,17,0,20.0,F,0,16.0,0.2,93,1
18586,0,37,6,123,50.0,0,13,18,3.0,2,137,1,50.0,A,13,21.0,0.095,73,1
166639,0,11,4,22,25.0,3,10,1,5.0,0,29,0,25.0,N,0,,0.0,93,1
88474,1,11,5,68,10.0,0,12,1,4.0,4,77,0,23.0,S,6,16.0,0.211,57,2
162547,0,15,6,81,8.0,0,12,0,5.0,6,89,0,17.0,A,8,15.0,0.316,34,4
55209,0,35,5,89,15.0,0,12,8,6.0,2,101,1,15.0,A,3,15.0,0.105,90,2
134846,0,45,6,24,8.0,0,13,0,3.0,4,29,0,9.0,N,3,17.0,0.4,85,4
138925,0,53,6,32,10.0,0,14,0,1.0,4,29,0,10.0,A,1,16.0,0.308,77,3
121603,1,24,6,53,17.0,1,14,16,7.0,4,53,1,17.0,A,4,16.0,0.19,84,2
47245,1,32,7,32,3.0,2,14,6,5.0,6,29,1,7.0,A,5,19.0,0.353,91,4
92332,0,24,6,130,13.0,0,16,0,6.0,6,137,0,13.0,S,23,16.0,0.3,65,3
84758,0,51,6,27,8.0,0,13,0,,4,53,0,11.0,A,2,17.0,0.333,69,3
138889,0,37,6,86,25.0,0,13,1,4.0,2,89,1,25.0,A,7,22.0,0.095,72,1
18091,0,22,5,81,25.0,0,11,1,7.0,3,89,1,25.0,A,6,27.0,0.143,53,1
183372,0,45,6,42,5.0,0,12,0,2.0,8,41,0,6.0,A,7,17.0,0.4,57,4
99334,0,35,5,44,25.0,1,11,0,7.0,4,41,0,25.0,A,2,26.0,0.182,87,1
37262,0,08,6,91,25.0,0,16,0,3.0,2,101,0,25.0,A,9,19.0,0.095,64,1
107951,0,45,6,21,10.0,0,13,1,5.0,2,17,0,10.0,N,2,17.0,0.286,66,3
127101,0,14,6,81,15.0,1,13,0,,2,89,0,21.0,S,7,23.0,0.1,90,2
91966,0,44,4,31,20.0,1,9,0,1.0,2,29,0,20.0,A,0,25.0,0.154,75,1
119541,1,30,4,129,11.0,0,9,0,,3,137,0,11.0,A,13,26.0,0.15,53,1
166902,0,35,6,29,25.0,0,13,3,6.0,3,29,0,25.0,A,3,20.0,0.214,84,2
159319,1,13,4,109,16.0,0,10,13,7.0,1,137,1,16.0,A,5,21.0,0.063,78,1
75425,0,45,6,114,10.0,0,14,0,3.0,3,137,1,20.0,A,8,17.0,0.15,72,3
132735,0,39,6,128,9.0,2,14,1,6.0,4,137,1,15.0,S,15,16.0,0.19,65,2
27344,0,44,6,45,10.0,2,15,0,5.0,5,41,1,10.0,A,4,16.0,0.294,89,3
131502,0,34,4,45,21.0,13,10,1,7.0,1,41,0,21.0,A,1,26.0,0.063,67,1
181644,1,30,6,44,10.0,1,15,0,,5,41,1,12.0,S,5,16.0,0.263,81,3
30417,0,35,4,44,15.0,4,9,14,7.0,1,41,1,15.0,A,2,26.0,0.05,97,1
108983,1,27,6,104,17.0,0,13,1,1.0,2,113,1,17.0,A,6,17.0,0.1,59,1
49261,0,47,6,105,5.0,0,12,0,,5,101,0,6.0,S,6,15.0,0.455,84,4
186573,1,40,7,89,3.0,0,17,0,2.0,4,89,0,20.0,A,6,18.0,0.19,97,3
82111,0,18,5,20,25.0,0,11,3,7.0,1,17,1,25.0,F,1,20.0,0.143,97,1
171555,0,46,6,124,15.0,0,14,0,5.0,2,125,0,15.0,A,6,20.0,0.105,75,1
