CONTROL_NUMBER,DONATED,CLUSTER_CODE,LIFETIME_CARD_PROM,LIFETIME_PROM,DONOR_AGE,PCT_ATTRIBUTE3,MOR_HIT_RATE,URBANICITY,PCT_OWNER_OCCUPIED,RECENT_CARD_RESPONSE_PROP,CARD_PROM_12,RECENT_RESPONSE_PROP,MONTHS_SINCE_ORIGIN,LAST_GIFT_AMT,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,LIFETIME_GIFT_COUNT,PER_CAPITA_INCOME,LIFETIME_MIN_GIFT_AMT
41899,1,08,24,57,,23,0,U,78,0.273,6,0.238,89,10.0,0,A,13,13341,5.0
58781,0,45,24,61,31.0,33,0,R,83,0.545,6,0.45,77,13.0,1,S,23,11685,3.0
183439,0,49,26,67,,55,0,R,78,0.1,6,0.1,113,22.0,0,A,9,13419,5.0
105268,0,53,26,63,39.0,22,0,R,81,0.273,6,0.227,101,25.0,0,A,10,9296,10.0
90473,0,22,12,27,,30,0,C,69,0.4,5,0.3,53,18.0,0,A,5,19961,5.0
147047,0,08,25,58,,32,0,U,43,0.7,6,0.471,89,6.0,1,S,22,44342,3.0
109961,1,50,10,22,48.0,33,0,R,85,0.167,6,0.231,29,20.0,0,A,3,8103,5.0
10490,1,53,6,50,,28,0,R,75,0.5,5,0.2,17,15.0,0,F,8,10054,15.0
8951,0,27,32,100,77.0,66,0,C,51,0.0,7,0.0,137,5.0,18,A,24,14705,3.0
154571,0,35,8,18,69.0,51,0,T,93,0.25,6,0.143,17,25.0,0,N,2,30456,25.0
160710,0,31,25,67,73.0,22,0,C,3,0.1,6,0.095,89,20.0,0,A,15,8394,5.0
56423,0,39,26,65,73.0,55,1,T,52,0.143,6,0.176,113,11.0,1,S,10,9319,4.0
24753,0,40,27,65,52.0,29,2,T,82,0.143,5,0.059,137,6.0,1,S,11,14053,5.0
6223,0,31,28,81,71.0,0,0,C,77,0.571,8,0.294,113,10.0,1,S,19,17738,5.0
54870,0,47,16,39,,23,0,R,77,0.182,6,0.136,41,20.0,0,A,5,12145,5.0
104605,0,16,18,44,,40,0,S,86,0.111,6,0.211,53,14.0,1,S,7,13364,10.0
50639,0,39,22,55,,39,0,T,60,0.0,5,0.118,113,20.0,0,A,5,11336,10.0
107693,1,49,28,68,53.0,20,0,R,73,0.5,6,0.368,113,10.0,1,S,26,11187,3.0
14907,0,36,24,84,78.0,26,4,T,54,0.25,6,0.158,101,10.0,1,S,17,10940,5.0
36139,0,24,10,28,,48,0,C,79,0.0,6,0.214,29,15.0,0,A,4,20794,5.0
159162,0,27,14,34,48.0,31,3,C,84,0.167,6,0.133,53,20.0,0,A,3,13212,10.0
98277,0,49,16,39,61.0,36,0,R,87,0.429,9,0.375,29,5.0,3,F,7,10781,3.0
81520,1,53,29,64,80.0,25,1,R,74,0.111,6,0.188,125,15.0,0,A,15,10674,5.0
34739,0,28,24,54,24.0,15,1,C,75,0.167,5,0.067,113,12.0,0,A,12,12138,5.0
29760,0,47,22,55,,29,0,R,66,0.0,6,0.053,77,25.0,0,A,8,8846,5.0
124683,1,35,11,27,73.0,46,2,T,89,0.286,6,0.25,29,8.0,0,A,4,18586,4.0
130413,1,12,22,56,46.0,48,0,S,97,0.182,6,0.15,77,16.0,1,S,10,17488,5.0
153357,0,10,23,67,59.0,45,0,U,45,0.333,5,0.188,125,11.0,1,S,18,8606,2.0
59808,0,35,32,87,,48,0,T,84,0.364,5,0.273,137,10.0,1,S,45,12868,3.0
166546,0,11,6,16,59.0,13,26,S,70,0.25,3,0.1,29,20.0,0,N,1,29888,20.0
16593,0,24,16,39,53.0,40,5,C,96,0.0,6,0.056,53,20.0,0,A,4,24457,5.0
163933,0,03,32,72,44.0,65,6,U,71,0.091,6,0.136,137,20.0,1,S,17,34463,1.0
177752,0,34,10,25,49.0,46,4,T,75,0.5,6,0.333,29,10.0,0,A,4,21485,3.0
32241,0,17,16,38,39.0,18,5,S,80,0.2,6,0.2,41,10.0,1,S,8,13727,2.0
63833,0,43,11,26,37.0,33,0,R,83,0.286,6,0.188,29,10.0,0,A,3,10796,5.0
50111,0,34,15,33,44.0,32,7,T,66,0.0,6,0.056,41,15.0,0,A,5,17023,3.0
172597,1,34,12,41,71.0,29,0,T,58,0.2,4,0.167,137,20.0,0,A,13,12639,3.0
77621,0, .,19,45,75.0,0,5,?,76,0.625,6,0.438,77,3.0,0,A,14,12543,3.0
5854,0,37,26,86,80.0,33,0,T,63,0.636,6,0.571,113,10.0,1,S,22,11966,3.0
184373,0,27,26,62,63.0,40,0,C,73,0.0,4,0.063,137,15.0,0,A,7,11577,10.0
134073,0,18,15,35,62.0,47,8,S,50,0.2,6,0.15,41,15.0,0,A,4,8828,5.0
69086,0,14,17,45,46.0,7,1,S,96,0.0,6,0.095,53,22.0,0,A,5,19218,5.0
9022,0,28,30,112,86.0,21,0,C,88,0.455,6,0.3,113,9.0,1,S,37,22052,2.0
143845,0,02,22,55,64.0,35,0,U,84,0.1,6,0.048,77,25.0,0,A,7,22600,10.0
3638,1, .,12,40,,0,0,?,34,0.429,7,0.214,29,14.0,0,A,5,20137,10.0
2087,0,39,23,62,,36,0,T,62,0.444,11,0.5,41,5.0,0,A,15,13872,3.0
99685,0,18,27,64,42.0,27,6,S,83,0.556,5,0.333,113,5.0,1,S,15,16029,3.0
116353,0,34,19,46,53.0,39,0,T,74,0.143,6,0.167,77,10.0,1,S,9,19917,3.0
81807,0,51,6,14,44.0,27,1,R,61,0.5,5,0.2,17,20.0,0,F,1,9464,20.0
151934,0,25,13,30,,30,0,C,26,0.333,6,0.167,29,42.0,0,A,3,11577,20.0
172937,0,26,19,50,67.0,15,0,C,54,0.1,4,0.05,77,10.0,0,A,8,11923,10.0
72812,0,35,34,74,78.0,15,31,T,93,0.455,6,0.273,137,12.0,1,S,18,30199,5.0
163506,1,01,29,70,,25,0,U,94,0.3,6,0.263,137,15.0,1,S,14,34382,10.0
139663,1,11,19,50,,35,0,S,57,0.3,4,0.238,65,13.0,1,S,12,14990,3.0
349,0,01,9,29,65.0,55,2,U,26,0.0,2,0.143,89,15.0,0,E,5,22959,10.0
61969,0,40,29,76,68.0,11,8,T,90,0.111,6,0.15,113,10.0,1,S,23,15546,3.0
63380,0,49,15,37,,37,0,R,80,0.222,6,0.3,41,12.0,0,A,8,11419,5.0
28941,0, .,9,25,,0,0,?,74,0.0,3,0.091,65,16.0,0,A,3,10771,5.0
188727,0,32,21,53,67.0,35,0,C,57,0.182,6,0.136,77,10.0,0,A,11,10336,2.0
60313,1,16,30,72,53.0,31,1,S,70,0.182,6,0.238,125,10.0,1,S,24,12144,10.0
41463,0,21,6,14,43.0,0,0,S,61,0.0,4,0.143,17,20.0,0,F,1,7600,20.0
147717,0,19,16,37,,29,0,S,49,0.2,6,0.19,41,10.0,0,A,7,10733,3.0
119383,0,24,31,74,71.0,18,32,C,96,0.1,5,0.095,137,17.0,8,A,21,34817,5.0
4314,1,07,34,99,75.0,28,2,U,43,0.3,6,0.25,137,5.0,1,S,29,11401,5.0
740,0,42,32,80,,31,0,R,74,0.2,10,0.2,113,15.0,7,A,16,15314,3.0
150822,0,08,20,52,18.0,31,16,U,72,0.125,4,0.125,137,10.0,7,A,22,10684,2.0
183160,0,18,16,42,35.0,46,2,S,84,0.222,5,0.1,53,17.0,0,A,5,11270,5.0
106895,0,16,31,75,,32,0,S,63,0.4,6,0.2,125,10.0,1,S,19,14781,5.0
120189,1,36,30,67,,32,0,T,79,0.111,6,0.05,137,25.0,0,A,8,10818,10.0
136652,0,35,16,38,37.0,28,0,T,89,0.2,6,0.2,41,20.0,0,A,5,12510,5.0
75265,0,41,24,63,47.0,39,2,T,88,0.111,6,0.053,89,10.0,0,A,18,11423,10.0
104313,0,43,22,60,,29,0,R,80,0.455,6,0.3,77,5.0,1,S,21,9635,2.0
110681,0,39,30,71,84.0,33,1,T,61,0.0,4,0.053,137,10.0,12,A,17,7330,3.0
77058,0,43,20,47,67.0,31,0,R,69,0.3,6,0.19,65,10.0,1,S,10,11892,4.0
145284,0,01,33,75,67.0,22,0,U,5,0.091,6,0.136,137,50.0,1,S,13,27897,10.0
143600,0,03,19,50,,35,0,U,45,0.333,6,0.25,77,9.0,0,A,10,25269,3.0
171671,0,27,23,63,,29,0,C,60,0.2,6,0.1,89,25.0,0,A,7,12738,4.0
152318,0,18,20,42,74.0,33,2,S,85,0.5,5,0.25,101,16.0,0,A,7,16413,5.0
32007,0,23,22,60,,13,0,C,81,0.222,6,0.15,89,13.0,1,S,10,14402,3.0
108976,1, .,32,77,59.0,0,3,?,84,0.1,6,0.105,137,25.0,5,A,16,35252,5.0
126062,0,48,8,23,73.0,18,0,R,86,0.2,4,0.154,29,15.0,0,A,2,12221,10.0
80035,0,48,20,57,78.0,16,2,R,35,0.125,5,0.105,77,16.0,4,A,9,14452,5.0
11907,0, .,29,79,,0,0,?,58,0.222,4,0.105,137,16.0,12,A,9,22473,5.0
3698,0,21,6,16,73.0,44,6,S,71,0.5,5,0.2,17,0.0,0,F,1,9733,0.0
99136,1,36,14,35,80.0,11,1,T,72,0.0,6,0.15,41,10.0,0,A,5,11372,10.0
23706,1,47,8,17,,29,0,R,81,0.4,4,0.222,29,15.0,0,A,2,8494,10.0
82446,0,49,31,75,6.0,36,0,R,72,0.182,6,0.182,113,10.0,1,S,15,12456,5.0
24390,0,35,20,53,78.0,48,1,T,79,0.429,6,0.176,89,20.0,0,A,6,20794,2.0
33249,0,11,17,45,38.0,39,0,S,61,0.5,5,0.3,53,6.0,1,S,14,18964,3.0
115334,0,41,15,37,,0,0,T,55,0.1,6,0.19,41,15.0,0,A,6,18123,5.0
130007,0,03,23,59,75.0,22,0,U,68,0.2,6,0.19,89,10.0,0,A,13,33311,2.0
110084,0,32,15,35,44.0,31,5,C,58,0.5,6,0.5,41,8.0,1,S,13,5516,3.0
150498,0,13,9,22,45.0,12,0,S,98,0.167,4,0.143,41,20.0,0,A,2,28704,10.0
187169,0,36,2,6,,51,0,T,34,1.0,1,0.5,17,20.0,0,E,1,10788,20.0
154839,0,21,22,54,61.0,35,0,S,47,0.0,6,0.053,101,34.0,0,A,4,9451,10.0
53108,0,49,11,27,33.0,49,0,R,83,0.286,6,0.313,29,4.0,0,A,6,10125,3.0
119154,1,27,24,64,73.0,45,0,C,83,0.25,6,0.167,137,10.0,1,S,13,14881,2.0
34671,0,12,5,16,,37,0,S,87,0.333,3,0.143,17,15.0,0,F,1,21059,15.0
134637,0,14,17,44,70.0,33,22,S,96,0.2,4,0.154,101,18.0,0,A,4,27987,10.0
92314,0,13,16,40,61.0,19,0,S,90,0.0,5,0.059,65,20.0,0,A,5,33129,3.0
121926,1,14,12,31,,28,0,S,1,0.125,5,0.176,41,16.0,0,A,4,15743,5.0
92135,0,17,20,49,34.0,30,0,S,27,0.111,6,0.1,77,15.0,0,A,8,16572,1.0
210,0,16,33,96,69.0,37,32,S,68,0.333,8,0.389,101,10.0,1,S,26,13347,5.0
100726,0,17,20,50,39.0,27,4,S,83,0.0,6,0.105,101,15.0,0,A,7,19444,3.0
52173,0,36,12,25,68.0,29,0,T,78,0.25,6,0.214,29,20.0,0,A,3,7026,15.0
138991,0,41,14,34,55.0,10,0,T,78,0.0,5,0.053,41,20.0,0,L,4,9091,3.0
52330,1,36,13,29,69.0,32,3,T,82,0.444,6,0.5,29,2.0,1,S,11,11329,2.0
177037,0,44,30,76,79.0,18,1,R,82,0.0,6,0.1,125,12.0,1,S,16,13064,2.0
5172,1,53,31,99,36.0,21,15,R,65,0.125,6,0.111,137,10.0,1,S,18,8370,5.0
116679,0,31,28,74,44.0,46,0,C,1,0.0,6,0.05,137,50.0,16,A,12,10517,10.0
50307,0,49,15,39,47.0,33,3,R,85,0.25,5,0.111,53,15.0,0,A,4,11533,5.0
39913,0,29,14,39,,1,6,C,80,0.556,6,0.368,41,10.0,0,A,9,17327,5.0
19855,0,24,7,15,74.0,32,13,C,72,0.4,4,0.182,29,16.0,0,N,2,21697,10.0
47531,1,25,19,49,43.0,12,3,C,39,0.0,4,0.053,65,15.0,0,A,6,8389,5.0
32780,0,32,28,70,68.0,70,0,C,66,0.0,6,0.105,113,27.0,0,A,9,7608,5.0
20130,0,47,26,59,83.0,26,0,R,50,0.222,6,0.263,137,10.0,1,S,21,10206,1.0
70688,0,36,25,57,62.0,13,0,T,89,0.111,6,0.1,113,20.0,0,A,8,13372,5.0
21170,0,34,32,79,,26,12,T,75,0.364,6,0.227,125,10.0,1,S,32,18133,2.0
36580,0,12,6,14,41.0,32,0,S,81,0.5,5,0.2,17,20.0,0,F,1,18143,20.0
144430,0,08,6,13,40.0,39,1,U,81,0.5,5,0.25,17,20.0,0,F,1,20436,20.0
95879,1,41,17,42,54.0,37,17,T,73,0.091,6,0.136,41,20.0,0,A,5,11607,20.0
58811,0,43,10,25,,32,0,R,77,0.667,6,0.417,29,6.0,0,A,6,10255,5.0
20407,0,28,6,15,70.0,9,0,C,57,0.0,4,0.0,29,25.0,0,N,1,16236,25.0
182284,0,31,24,57,78.0,55,2,C,26,0.444,6,0.3,113,5.0,1,S,12,9270,2.0
62817,0,53,32,82,,22,0,R,70,0.444,5,0.25,137,5.0,1,S,26,10104,2.0
121755,1,24,5,13,77.0,19,2,C,82,0.5,4,0.2,17,15.0,0,F,1,42549,15.0
191673,0,23,29,65,64.0,20,240,C,29,0.111,5,0.231,137,25.0,1,S,14,28753,5.0
44128,0,23,10,25,56.0,10,1,C,86,0.333,6,0.357,29,10.0,0,A,6,19587,4.0
1006,1,46,44,115,66.0,36,20,R,78,0.364,11,0.318,137,15.0,1,S,35,12419,3.0
99741,0,40,20,50,51.0,41,0,T,84,0.0,5,0.118,89,16.0,0,A,7,12612,5.0
181709,1,28,18,49,,31,0,C,70,0.4,6,0.417,89,5.0,1,S,11,14771,1.0
42055,0,07,18,50,,0,0,U,67,0.0,4,0.063,89,20.0,0,A,5,14915,10.0
92749,1,11,14,35,55.0,32,0,S,64,0.333,6,0.211,41,12.0,0,A,6,17870,5.0
20583,1,24,24,63,69.0,33,2,C,92,0.429,6,0.286,113,13.0,1,S,15,17642,3.0
67389,0,18,21,56,51.0,48,0,S,65,0.111,6,0.053,65,32.0,0,A,9,12153,3.0
163608,1,13,13,31,,12,0,S,88,0.375,6,0.235,41,30.0,0,A,6,39951,5.0
119243,0,41,13,33,83.0,47,0,T,69,0.286,6,0.176,41,20.0,0,A,4,10534,5.0
135742,0,14,30,68,,46,0,S,91,0.364,6,0.211,113,17.0,0,A,12,31872,5.0
44828,1,53,22,54,73.0,23,0,R,82,0.1,6,0.238,77,9.0,0,A,14,8510,3.0
115470,0,43,24,65,,25,0,R,78,0.2,5,0.238,89,10.0,1,S,19,8216,2.0
100789,0,09,7,16,25.0,34,0,U,19,0.25,4,0.143,29,25.0,0,N,1,13545,25.0
132097,1,36,18,43,59.0,35,0,T,53,0.273,4,0.19,65,10.0,0,A,8,17239,5.0
66209,0,12,15,36,,32,0,S,85,0.0,6,0.15,41,20.0,0,A,4,15496,10.0
104587,0,25,6,15,,28,0,C,39,0.5,5,0.2,17,50.0,0,F,2,10674,50.0
90013,0,13,10,24,57.0,6,0,S,96,0.333,6,0.154,29,50.0,0,N,2,24160,50.0
167934,1,18,22,60,65.0,39,5,S,88,0.1,4,0.095,101,21.0,0,A,11,16476,5.0
184978,0,22,15,36,60.0,50,0,C,40,0.222,6,0.158,41,20.0,0,A,4,23051,10.0
27829,0,49,15,34,,37,0,R,81,0.111,4,0.105,65,15.0,0,A,5,11620,4.0
40969,0,39,19,48,87.0,9,0,T,95,0.3,5,0.4,65,8.0,1,S,15,13521,3.0
24277,1,38,32,75,,33,0,T,52,0.1,5,0.105,137,30.0,12,A,14,13519,5.0
123220,0,36,26,61,83.0,32,25,T,54,0.111,6,0.222,113,10.0,0,A,12,12958,3.0
173508,1,14,12,30,,42,0,S,88,0.0,4,0.053,41,20.0,0,A,2,24913,10.0
165308,0,02,6,15,41.0,30,1,U,89,0.0,4,0.143,17,20.0,0,F,1,22822,20.0
54134,1,41,25,71,81.0,45,0,T,66,0.4,4,0.182,137,10.0,3,A,25,9283,5.0
65069,0,18,21,55,76.0,36,0,S,94,0.0,5,0.048,77,17.0,0,A,6,17803,10.0
169930,0,48,8,20,69.0,8,0,R,74,0.5,5,0.2,29,25.0,0,N,2,10206,25.0
155541,1,35,24,63,63.0,51,13,T,92,0.1,5,0.095,89,10.0,10,A,14,19923,5.0
9851,0,25,10,56,69.0,27,36,C,44,0.4,7,0.273,29,0.0,0,N,5,12043,0.0
16237,0,47,20,51,,24,0,R,87,0.222,6,0.211,77,12.0,0,A,8,10050,5.0
118712,0,27,12,30,37.0,24,0,C,37,0.143,6,0.125,41,20.0,0,A,3,12640,3.0
125969,0,36,23,58,64.0,25,0,T,53,0.4,6,0.25,89,10.0,1,S,20,9794,2.0
97077,1,24,19,49,69.0,18,30,C,92,0.143,6,0.125,89,10.0,0,A,6,24703,3.0
77862,0,16,24,59,69.0,16,8,S,95,0.111,6,0.158,89,12.0,1,S,18,18639,5.0
18586,0,37,34,90,79.0,6,18,T,73,0.182,6,0.095,137,50.0,12,A,20,16518,15.0
146176,0,08,13,29,71.0,39,0,U,90,0.333,6,0.235,29,10.0,1,S,6,10438,5.0
95261,0,49,14,32,,32,20,R,71,0.333,6,0.263,41,5.0,0,A,7,11968,2.0
22170,0,38,32,83,47.0,45,6,T,59,0.222,6,0.15,137,13.0,1,S,32,14656,3.0
189531,1,53,14,25,81.0,36,0,R,70,0.429,5,0.333,65,18.0,0,A,6,13240,5.0
162536,0,11,16,40,65.0,32,0,S,71,0.125,6,0.111,65,16.0,0,A,4,17927,10.0
148328,0,14,9,23,39.0,13,2,S,98,0.4,6,0.273,29,12.0,0,N,3,41328,10.0
35641,0,16,27,65,,33,8,S,62,0.455,6,0.333,101,10.0,1,S,17,12692,3.0
174422,1, .,16,37,,0,0,?,62,0.5,6,0.389,41,6.0,1,S,12,22334,3.0
104882,0,17,9,20,,68,11,S,2,0.4,6,0.182,29,10.0,0,N,2,11937,10.0
177238,1,40,33,82,65.0,22,0,T,78,0.273,6,0.211,137,15.0,1,S,20,15151,3.0
85039,0,46,30,68,,23,0,R,59,0.444,6,0.412,137,1.0,1,S,35,12368,1.0
134916,0,49,7,16,,18,0,R,83,0.0,5,0.143,29,20.0,0,N,2,8372,20.0
177460,0,45,28,73,,26,0,R,69,0.0,5,0.1,125,10.0,0,A,12,8293,1.0
36457,0,09,11,24,59.0,0,0,U,41,0.429,6,0.214,29,10.0,0,A,4,17583,6.0
126681,1,48,27,65,58.0,27,11,R,85,0.0,6,0.1,101,15.0,12,A,15,16777,3.0
49707,0,34,29,80,79.0,26,6,T,73,0.1,5,0.143,113,13.0,3,A,22,19294,5.0
93099,0,01,10,28,37.0,0,0,U,20,0.333,6,0.214,29,10.0,0,A,5,40409,4.0
88222,0,13,26,61,63.0,27,1,S,94,0.091,6,0.136,89,25.0,0,A,11,20809,5.0
161466,0,12,20,44,56.0,43,6,S,92,0.0,6,0.0,53,25.0,0,A,6,16913,10.0
10952,0,40,29,98,75.0,49,0,T,94,0.3,6,0.3,113,12.0,3,A,22,14245,2.0
113245,0,23,6,16,,17,0,C,66,0.25,3,0.1,29,20.0,0,N,1,8734,20.0
35456,0,30,22,55,63.0,58,7,C,45,0.273,6,0.227,77,11.0,0,A,12,12416,3.0
180633,1,40,16,47,76.0,33,11,T,81,0.2,4,0.071,89,15.0,0,A,6,15387,10.0
152509,1,18,20,58,,31,2,S,77,0.2,4,0.083,137,20.0,0,A,14,14032,5.0
177962,1,40,26,56,74.0,28,1,T,67,0.444,5,0.389,137,4.0,1,S,15,13784,3.0
47212,0,26,28,71,73.0,10,0,C,65,0.333,6,0.167,113,10.0,1,S,19,18061,3.0
154986,0,18,19,55,65.0,62,0,S,74,0.0,5,0.111,89,15.0,0,A,7,17344,5.0
114926,0,53,31,73,77.0,26,0,R,85,0.1,6,0.15,137,12.0,1,S,13,8570,5.0
167615,0,17,6,13,,76,0,S,10,0.0,5,0.2,17,25.0,0,F,1,10869,25.0
66068,0,39,15,33,33.0,35,0,T,16,0.1,6,0.048,41,30.0,0,A,3,19545,20.0
166035,0,03,9,21,,19,0,U,48,0.2,6,0.182,29,15.0,0,N,2,26724,5.0
36563,0,11,12,31,62.0,39,1,S,77,0.0,6,0.056,41,10.0,0,A,3,14674,5.0
34717,0,15,14,34,58.0,41,7,S,41,0.222,6,0.2,41,15.0,0,A,6,17191,3.0
51683,1,25,18,42,,0,0,C,42,0.4,6,0.294,53,5.0,1,S,10,13120,5.0
117863,0,39,28,71,41.0,30,1,T,85,0.455,6,0.273,113,10.0,1,S,18,11683,3.0
2499,1,38,32,72,,53,3,T,55,0.0,11,0.25,137,5.0,0,A,14,15112,5.0
21602,0,37,20,50,,21,0,T,82,0.167,4,0.154,137,20.0,0,A,8,22781,5.0
14486,0,37,23,76,,29,0,T,74,0.111,4,0.063,101,100.0,14,A,20,13430,3.0
35276,1,24,16,42,80.0,16,0,C,88,0.0,3,0.143,137,10.0,0,A,14,53131,5.0
57488,0,34,14,35,45.0,20,2,T,77,0.125,6,0.105,53,20.0,0,A,4,19006,3.0
100971,0,53,31,81,,23,1,R,73,0.545,5,0.333,137,5.0,1,S,53,8704,2.0
84615,0,24,11,26,40.0,32,1,C,78,0.286,6,0.188,41,10.0,0,A,4,19631,5.0
149121,1,24,11,26,49.0,17,3,C,95,0.125,4,0.176,29,16.0,0,A,3,28067,10.0
96077,0,42,31,77,,48,0,R,69,0.182,6,0.2,125,17.0,1,S,30,13500,1.0
185024,1,45,37,144,37.0,17,0,R,64,0.3,7,0.316,137,5.0,1,S,68,10581,3.0
161693,0,27,13,34,61.0,39,0,C,45,0.0,6,0.111,41,20.0,0,A,4,13190,3.0
40381,0,28,18,48,65.0,18,20,C,93,0.25,6,0.278,65,7.0,1,S,9,18005,5.0
146462,1,24,31,78,83.0,30,39,C,86,0.4,6,0.19,137,20.0,1,S,17,19314,5.0
93794,0,24,26,60,7.0,15,0,C,60,0.273,6,0.19,89,14.0,1,S,16,19819,5.0
34863,0,36,33,73,63.0,12,0,T,80,0.455,6,0.318,137,6.0,1,S,29,8904,1.0
155628,1, .,14,34,,0,0,?,73,0.143,5,0.063,41,33.01,0,F,2,25623,18.35
168887,0,44,14,31,76.0,21,6,R,78,0.1,6,0.143,41,24.0,0,A,3,15063,20.0
186979,0,49,33,73,36.0,23,6,R,72,0.636,6,0.381,137,3.0,1,S,31,11213,2.0
77011,1,36,13,28,74.0,26,5,T,82,0.222,6,0.294,29,15.0,1,S,5,10837,5.0
98575,0,40,13,31,29.0,18,0,T,76,0.0,4,0.158,41,15.0,0,A,4,13968,5.0
88329,0,14,20,49,51.0,9,0,S,85,0.2,6,0.1,65,18.0,15,A,7,29531,3.0
109514,1,39,12,29,61.0,68,0,T,0,0.375,6,0.313,29,6.0,0,A,6,0,4.0
99204,0,36,29,81,68.0,30,0,T,41,0.455,5,0.286,113,20.0,1,S,43,8598,3.0
25593,0,18,17,49,77.0,38,10,S,91,0.0,2,0.077,89,15.0,0,E,11,16257,5.0
109675,0,50,14,37,67.0,57,0,R,56,0.143,5,0.059,65,15.0,0,A,4,8081,5.0
20538,0,34,15,36,74.0,27,22,T,89,0.333,6,0.353,41,5.0,1,S,9,16594,3.0
108834,0,49,15,37,79.0,15,0,R,90,0.1,6,0.25,41,10.0,1,S,8,10149,5.0
74761,0,53,19,50,68.0,18,0,R,71,0.4,6,0.211,65,12.0,1,S,14,10045,3.0
34763,0,41,24,58,,11,4,T,53,0.125,6,0.158,125,15.0,0,A,11,8084,3.0
111383,0,45,27,64,,29,1,R,79,0.0,5,0.15,137,10.0,0,A,12,14953,3.0
67699,0,01,14,34,29.0,13,0,U,28,0.2,5,0.2,41,15.0,0,A,8,24728,5.0
136268,0,12,25,59,49.0,41,0,S,81,0.0,6,0.19,101,25.0,1,S,11,16451,3.0
17420,0,17,10,27,26.0,22,0,S,25,0.333,6,0.214,29,20.0,0,A,4,14771,10.0
146928,1,03,25,58,,16,0,U,53,0.091,6,0.136,77,20.0,0,A,12,29952,5.0
97689,1,40,11,24,61.0,38,2,T,71,0.429,6,0.231,29,10.0,0,A,4,15694,10.0
140699,0,52,19,55,31.0,19,0,R,66,0.0,3,0.063,77,20.0,16,E,6,7013,5.0
120630,0,24,17,40,43.0,45,0,C,78,0.455,6,0.364,41,10.0,0,A,11,24655,5.0
155602,1,24,21,56,77.0,35,17,C,86,0.143,6,0.063,89,25.0,0,A,7,21462,5.0
166937,1,15,27,63,78.0,46,1,S,51,0.182,6,0.091,101,20.0,0,A,12,20544,5.0
105214,0,22,13,34,,28,0,C,69,0.0,6,0.067,65,20.0,0,A,3,19669,5.0
59866,0,39,17,47,,33,0,T,87,0.286,5,0.118,77,25.0,0,L,5,13166,5.0
56345,0,49,22,55,74.0,21,1,R,82,0.2,6,0.158,77,14.0,0,A,10,11320,5.0
27222,0,45,28,68,43.0,23,0,R,60,0.091,6,0.227,101,14.0,1,S,16,10978,2.0
187721,0,24,9,24,,45,0,C,65,1.0,2,0.625,53,3.0,1,E,16,11794,3.0
136572,0,28,16,42,34.0,14,0,C,60,0.111,6,0.1,77,30.0,0,A,4,23634,10.0
142917,0,01,13,34,69.0,24,0,U,22,0.167,4,0.059,65,16.0,0,A,3,24724,12.0
108181,0,35,18,43,37.0,78,2,T,72,0.4,6,0.238,53,11.0,0,A,8,12950,6.0
153623,0,28,25,52,71.0,17,0,C,93,0.1,6,0.176,137,10.0,1,S,22,19043,2.0
99042,0,34,21,55,,6,0,T,66,0.25,4,0.105,101,15.0,0,A,6,18280,5.0
50570,1,51,12,27,,35,0,R,79,0.5,6,0.286,29,10.0,0,A,4,9150,10.0
137540,1,24,10,24,49.0,18,0,C,78,0.5,6,0.417,29,9.0,0,A,5,33235,5.0
61989,0,44,29,70,,38,0,R,90,0.125,6,0.158,137,10.0,1,S,17,12761,3.0
137971,1,30,5,13,69.0,26,0,C,65,0.0,3,0.0,29,20.0,0,N,1,8173,20.0
127134,0,17,6,16,37.0,51,7,S,10,0.0,4,0.143,17,6.0,0,N,2,11897,6.0
15038,1,40,27,66,75.0,14,0,T,93,0.111,6,0.056,137,19.0,0,A,10,16386,5.0
167504,0,35,25,64,69.0,43,0,T,71,0.25,5,0.105,113,10.0,12,A,14,19639,2.0
68423,0,05,20,48,51.0,37,0,U,84,0.273,6,0.182,65,25.0,0,A,8,18006,10.0
37422,0,02,20,49,42.0,38,0,U,76,0.182,6,0.091,53,25.0,14,A,6,18155,20.0
62136,0,49,17,47,65.0,42,5,R,68,0.0,4,0.125,101,20.0,0,A,9,12081,5.0
62295,1,27,16,39,41.0,33,0,C,93,0.3,6,0.167,41,30.0,1,S,6,12835,20.0
174453,1,49,17,46,77.0,27,0,R,87,0.3,6,0.211,65,13.0,0,A,8,18180,5.0
71388,0,43,32,83,60.0,24,32,R,85,0.222,5,0.158,137,16.0,1,S,42,10290,5.0
120634,0,34,26,65,81.0,36,0,T,82,0.182,6,0.143,89,16.0,0,A,13,12416,3.0
146942,0,01,25,61,78.0,58,6,U,40,0.125,4,0.056,125,16.0,13,A,10,20800,5.0
144034,0,10,31,67,41.0,49,0,U,24,0.1,6,0.1,137,25.0,0,A,10,6664,5.0
108320,0,01,34,78,72.0,26,6,U,19,0.182,6,0.136,137,15.0,5,A,26,18686,3.0
101310,0,28,11,27,69.0,12,0,C,93,0.0,4,0.059,41,20.0,0,A,2,16513,15.0
67311,0,35,20,50,74.0,30,0,T,91,0.273,4,0.3,77,10.0,1,S,16,18107,5.0
24377,0,35,7,19,,39,0,T,25,0.333,6,0.333,17,15.0,0,N,3,19446,6.0
