CONTROL_NUMBER,DONATED,CLUSTER_CODE,MOR_HIT_RATE,MEDIAN_HOME_VALUE,PUBLISHED_PHONE,INCOME_GROUP,IN_HOUSE,DONOR_GENDER,LIFETIME_CARD_PROM,SES,DONOR_AGE,LIFETIME_MAX_GIFT_AMT,MONTHS_SINCE_LAST_GIFT,LIFETIME_GIFT_RANGE,PCT_ATTRIBUTE3,FILE_CARD_GIFT,RECENCY_STATUS_96NK,MONTHS_SINCE_FIRST_GIFT,PCT_ATTRIBUTE4
186817,0,10,0,2191,1,2.0,0,M,3,4,,15.0,7,15.0,11,0,E,15,56
175378,0,09,0,819,0,5.0,0,F,5,3,75.0,15.0,20,0.0,54,0,F,20,29
32007,0,23,0,680,0,,0,F,22,1,,13.0,20,10.0,13,7,S,86,57
164386,0,02,27,2660,1,6.0,0,F,29,1,,16.0,18,13.0,34,5,A,125,30
44473,0,29,0,1142,0,,0,F,23,2,86.0,10.0,22,7.0,12,12,S,67,79
150109,0,24,2,1126,0,5.0,0,M,23,1,,12.0,15,9.0,41,11,S,69,16
152318,0,18,2,1728,1,6.0,0,F,20,2,74.0,25.0,17,20.0,33,4,A,101,28
105244,0,40,1,674,1,7.0,0,F,34,2,64.0,25.0,17,22.0,33,12,A,127,28
185778,0,30,2,463,1,1.0,1,F,27,3,37.0,15.0,4,10.0,37,8,A,113,32
50684,1,45,0,467,0,,0,F,28,2,,5.0,18,2.0,30,11,S,126,37
115188,1,53,10,160,0,4.0,0,F,9,3,61.0,20.0,16,15.0,31,3,N,24,29
70277,0,30,1,335,1,2.0,0,M,15,3,70.0,25.0,18,15.0,37,4,A,41,26
60810,0,28,16,515,1,1.0,0,M,30,2,,7.0,17,6.0,48,18,S,122,52
36923,1,40,0,742,0,4.0,0,F,25,2,45.0,6.0,18,4.0,36,12,S,80,29
100933,0,24,0,943,0,4.0,0,M,14,1,65.0,16.0,21,11.0,56,3,A,45,12
159297,0,13,0,5776,1,,0,F,8,1,,25.0,17,5.0,11,2,N,21,68
13581,0,43,19,578,1,2.0,1,M,43,2,85.0,35.0,5,30.0,47,20,S,155,19
42419,1,53,1,517,0,4.0,0,M,32,3,82.0,23.0,18,18.0,21,7,A,130,51
28593,0,11,4,1538,1,2.0,0,F,7,1,86.0,10.0,16,5.0,38,1,N,22,28
174453,1,49,0,765,0,,0,M,17,2,77.0,13.0,17,8.0,27,5,A,57,29
102819,0,43,0,359,0,4.0,0,F,16,2,65.0,9.0,15,6.0,30,4,A,57,37
45584,1,17,0,1861,0,1.0,0,F,16,2,50.0,20.0,20,10.0,0,3,A,45,0
148991,1,22,1,3209,0,5.0,0,F,20,1,53.0,25.0,18,15.0,42,1,A,63,22
11053,0,24,0,653,1,,1,F,29,1,71.0,15.0,18,12.0,46,4,A,124,36
2291,0,41,0,447,0,3.0,0,M,23,3,,8.0,11,6.0,25,11,S,65,18
82407,0,44,0,790,1,5.0,0,M,22,2,60.0,15.0,21,12.0,50,4,A,79,13
17418,1,15,0,853,0,3.0,0,F,11,1,43.0,12.0,16,6.0,37,3,A,27,17
111861,1,41,10,340,1,1.0,0,M,14,3,74.0,5.0,18,3.0,40,8,S,121,23
133544,0,40,3,798,1,5.0,0,F,26,2,7.0,25.0,22,20.0,30,5,A,112,46
79580,1,02,12,937,1,2.0,0,F,5,1,77.0,15.0,23,0.0,57,0,N,23,23
181598,0,40,0,1206,1,3.0,0,M,23,2,44.0,22.0,19,17.0,48,8,A,89,29
32103,0,49,0,670,0,,0,F,15,2,,40.0,16,35.0,61,5,S,43,18
136181,0,41,3,558,0,2.0,0,F,32,3,78.0,50.0,27,45.0,10,7,A,103,84
67793,0,10,0,194,0,,0,M,18,4,,10.0,21,7.0,0,6,A,63,50
123923,0,22,0,816,0,,0,U,5,1,,15.0,17,0.0,36,1,F,17,14
17567,0,15,0,1676,1,5.0,0,M,10,1,,16.0,24,6.0,52,3,A,45,13
91591,1,23,0,1464,1,1.0,0,M,18,1,,15.0,19,10.0,11,3,A,105,81
93637,0,16,0,1568,0,,0,F,30,2,85.0,20.0,25,19.92,8,7,A,97,42
179936,0,04,7,1583,1,5.0,0,F,21,2,51.0,15.0,19,10.0,27,6,A,76,45
125484,0,35,0,891,0,,0,U,26,1,,35.0,25,32.0,0,8,A,115,0
154870,0,18,2,1419,0,6.0,0,M,25,2,,20.0,17,18.0,44,8,A,87,18
182243,1,16,0,876,0,2.0,0,F,21,2,61.0,12.0,19,9.0,55,7,S,77,32
54762,1,47,1,429,1,5.0,0,M,23,2,83.0,15.0,15,12.0,38,7,S,90,29
64203,1,28,1,404,1,4.0,0,M,33,2,61.0,12.0,15,9.0,21,22,S,130,37
13249,0, .,0,846,1,,1,M,29,?,,7.0,16,4.0,0,13,A,105,0
32780,0,32,0,294,0,2.0,0,F,28,3,68.0,30.0,15,25.0,70,4,A,111,11
139857,1,36,0,481,0,,0,F,12,2,80.0,11.0,20,8.0,25,3,A,63,22
79080,0,12,0,802,1,,0,F,29,1,47.0,16.0,22,11.0,21,9,S,105,40
108212,0,21,0,446,0,,0,M,23,3,36.0,20.0,25,15.0,60,4,A,85,9
187712,0,20,0,849,0,,0,U,9,2,,20.0,20,15.0,32,7,E,52,38
24902,1,36,0,473,1,1.0,0,M,14,2,,10.0,18,6.0,34,2,A,56,31
38031,1,18,0,828,0,4.0,0,M,8,2,39.0,15.0,16,5.0,44,2,N,21,16
142377,0,42,0,864,0,5.0,0,M,7,1,39.0,10.0,15,5.0,36,1,N,23,26
64074,1,32,5,325,1,2.0,0,F,8,3,,15.0,27,0.0,0,0,N,27,33
18006,0,27,0,613,0,4.0,0,M,23,2,61.0,15.0,18,12.0,35,5,A,92,21
96707,0,26,4,713,1,4.0,0,M,13,2,45.0,17.0,18,12.0,19,1,A,41,38
44313,0,29,0,720,0,3.0,0,F,9,2,55.0,7.0,20,4.0,12,2,A,32,66
106382,0,49,0,488,1,,0,F,28,2,,25.0,19,22.0,20,4,A,105,45
37698,1,02,0,906,1,,0,M,20,1,55.0,25.0,20,20.0,39,5,S,78,18
81024,0,45,11,410,1,3.0,0,M,5,2,71.0,15.0,17,0.0,29,1,F,17,39
97233,0,36,6,433,1,2.0,0,F,9,2,71.0,11.0,15,6.0,38,1,A,28,36
32336,0,46,0,425,0,,0,U,27,2,,10.0,26,8.0,35,18,A,92,31
34877,0,37,1,693,1,2.0,0,M,24,2,58.0,14.0,19,9.0,6,6,S,80,41
188656,0,02,1,2134,1,7.0,0,F,9,1,53.0,25.0,6,5.0,18,2,N,23,55
62759,0,43,5,391,1,5.0,0,F,19,2,69.0,10.0,16,7.0,30,4,A,77,38
110858,0,43,0,363,0,,0,F,14,2,,25.0,23,15.0,32,2,A,41,38
43126,1,28,0,845,0,,0,F,12,2,48.0,6.0,16,3.0,15,5,A,32,58
145214,1,05,0,1778,0,,0,F,16,2,51.0,20.0,16,10.0,20,2,A,75,26
55325,0,18,5,600,1,5.0,0,F,14,2,73.0,10.0,19,5.0,26,0,A,40,26
147804,0,24,0,3694,0,7.0,0,F,6,1,57.0,25.0,17,0.0,38,1,F,17,24
87417,0,43,0,619,0,2.0,0,F,23,2,47.0,25.0,27,20.0,16,7,A,75,28
66037,1,35,2,1478,1,7.0,0,M,19,1,49.0,18.0,18,8.0,54,2,A,55,14
149790,0,09,0,1887,0,,0,M,21,3,,25.0,20,15.0,29,3,A,89,43
106588,0,35,0,818,1,5.0,0,F,5,1,43.0,15.0,21,0.0,31,1,F,21,25
41488,0,15,1,1892,0,4.0,0,F,10,1,42.0,21.0,19,16.0,40,1,A,27,7
65846,0,14,6,2003,1,6.0,0,F,6,1,42.0,20.0,16,0.0,33,1,F,16,19
151958,0,17,0,1720,0,,0,F,25,2,48.0,15.0,26,10.0,38,8,A,104,26
9576,0,07,0,1619,1,3.0,1,F,14,2,27.0,25.0,17,22.0,36,6,S,90,23
126617,0,36,0,329,1,2.0,0,F,28,2,82.0,17.0,20,7.0,29,7,A,126,36
7120,0,24,4,1223,1,2.0,1,F,33,1,27.0,12.0,18,10.0,26,12,S,130,32
58154,0,51,0,209,0,,0,U,25,3,,5.0,20,4.0,31,13,S,105,37
145284,0,01,0,4833,0,5.0,0,F,33,1,67.0,50.0,15,40.0,22,8,S,123,42
80797,0,49,0,592,1,1.0,0,M,9,2,,20.0,18,10.0,37,1,A,29,28
27425,0,50,0,446,0,3.0,0,U,31,3,60.0,25.0,18,20.0,35,6,A,129,21
60122,0,21,0,340,0,,0,U,32,3,,14.0,15,12.0,38,9,S,120,33
182639,0,48,0,626,0,,0,M,9,2,64.0,20.0,18,10.0,23,1,N,24,48
13269,0,18,0,491,0,2.0,1,F,19,2,75.0,10.0,18,5.0,60,7,S,52,8
101654,1,27,0,634,1,4.0,0,F,15,2,55.0,24.0,22,14.0,49,4,A,41,18
81466,0,40,31,474,1,4.0,0,M,21,2,71.0,11.0,21,10.0,19,8,A,130,41
6293,0,11,14,1733,1,6.0,1,M,28,1,75.0,20.0,21,15.0,18,11,A,130,45
184691,0,24,1,1443,1,5.0,0,F,14,1,67.0,16.0,20,6.0,34,3,A,40,42
20445,1,32,1,572,0,4.0,0,M,18,3,59.0,25.0,16,20.0,28,2,A,68,22
21390,0,41,2,354,1,2.0,0,F,21,3,,20.0,17,15.0,35,7,S,67,13
163906,0,13,0,2286,0,,0,F,28,1,,14.0,17,12.0,34,11,A,129,27
180825,0,44,12,851,1,4.0,0,F,17,2,,20.0,26,10.0,53,2,A,92,14
24104,0,49,4,443,1,5.0,0,F,26,2,39.0,20.0,21,15.0,40,3,A,99,31
2796,1,44,0,682,0,5.0,0,M,11,2,,20.0,17,10.0,50,2,N,24,23
122664,1,39,9,745,1,5.0,0,F,7,2,52.0,20.0,23,0.0,37,1,N,23,26
18256,0,34,4,742,1,1.0,0,F,15,1,67.0,10.0,23,7.0,33,5,A,41,24
135804,0,08,0,648,1,4.0,0,M,7,3,,28.0,20,0.0,39,1,F,20,26
3513,0,22,3,767,1,2.0,1,F,8,1,75.0,25.0,15,0.0,17,0,F,20,31
176309,0,31,0,607,1,,0,F,25,3,69.0,10.0,16,8.0,23,12,S,116,27
56379,0,51,0,303,0,4.0,0,M,14,3,,25.0,19,22.0,31,6,S,53,39
1913,0,08,18,595,0,2.0,0,M,19,3,73.0,20.0,7,10.0,31,3,A,32,55
93184,1,01,15,0,1,5.0,0,F,26,1,80.0,11.0,19,9.0,13,7,A,103,53
146940,1,03,0,5679,1,7.0,0,M,24,1,87.0,15.0,21,12.0,31,7,A,113,44
116131,0,24,10,1018,1,3.0,0,F,5,1,69.0,15.0,17,0.0,48,1,F,17,11
71198,0,44,2,591,1,7.0,0,M,20,2,58.0,21.0,16,11.0,43,4,A,67,18
146153,1,08,0,1442,0,5.0,0,F,23,3,65.0,29.0,18,24.0,26,4,A,68,36
6443,1,37,1,595,1,4.0,1,M,18,2,72.0,25.0,21,20.0,16,3,A,93,61
184373,0,27,0,591,0,3.0,0,F,26,2,63.0,20.0,19,10.0,40,5,A,129,23
74880,1,40,6,622,1,3.0,0,F,5,2,75.0,15.0,18,0.0,54,0,F,18,21
113,0,53,0,168,1,,0,F,39,3,,85.0,20,80.0,22,6,A,105,43
138999,1,41,0,624,0,3.0,0,F,27,3,81.0,12.0,17,7.0,10,8,S,93,55
50203,0,40,5,945,1,4.0,0,M,13,2,29.0,20.0,18,15.0,40,1,A,44,28
58428,0,51,0,369,1,3.0,0,F,28,3,54.0,17.0,25,12.0,29,5,A,124,29
161268,0,52,0,628,0,6.0,0,M,16,3,75.0,10.0,15,5.0,21,4,S,41,31
84758,0,51,0,580,0,,0,M,9,3,,11.0,17,6.0,27,2,A,27,35
104629,0,33,0,439,1,,0,M,13,3,75.0,17.0,18,12.0,36,2,A,57,38
108048,0,03,0,488,0,4.0,0,M,24,1,45.0,12.0,17,9.0,7,12,A,81,29
38841,0,08,1,650,1,2.0,0,F,16,3,42.0,7.0,15,2.0,31,3,S,44,29
190025,0,26,0,705,0,,0,F,4,2,,25.0,15,15.0,16,3,E,21,63
96912,0,34,0,432,0,,0,F,29,1,85.0,10.0,16,7.0,14,14,S,120,58
3169,0,21,6,753,0,3.0,1,M,24,3,67.0,35.0,16,34.0,33,6,A,89,22
174940,0,12,0,980,0,,0,F,31,1,,25.0,23,20.0,26,6,N,87,45
59022,0,41,0,0,0,4.0,0,F,10,3,,7.0,16,4.0,0,4,A,29,0
80362,0,36,32,688,1,5.0,0,F,13,2,51.0,10.0,17,5.0,23,3,A,41,31
103178,0,45,0,424,0,,0,F,6,2,,15.0,20,0.0,23,1,F,20,41
82596,0,12,13,808,1,2.0,0,F,4,1,23.0,20.0,18,0.0,26,0,F,18,29
119330,0,27,1,1203,1,2.0,0,F,17,2,35.0,25.0,19,22.0,24,2,A,80,47
65567,0,05,0,1452,0,,0,U,32,2,,12.0,17,9.0,25,23,S,130,42
163432,0,03,0,2618,0,,0,F,13,1,,30.0,26,5.0,28,1,A,52,35
180787,1,38,0,1113,0,4.0,0,M,5,2,37.0,20.0,17,0.0,19,1,F,17,67
168366,0,19,0,1848,0,6.0,0,F,24,2,86.0,16.0,15,14.0,14,12,S,101,43
126325,0,23,0,678,1,,0,M,12,1,,20.0,21,15.0,51,1,A,34,20
149538,0,09,0,2183,0,4.0,0,F,12,3,,25.0,26,15.0,28,2,A,33,42
154157,0,52,0,677,0,,0,F,25,3,59.0,15.0,18,10.0,38,7,A,93,24
108381,1,07,0,638,0,,0,M,20,2,,20.0,21,10.0,54,6,S,76,46
128807,0,11,1,1550,0,6.0,0,M,14,1,67.0,11.0,17,6.0,31,3,A,41,47
20421,0,35,12,1228,1,5.0,0,F,29,1,73.0,25.0,18,20.0,18,6,A,104,59
176881,1,39,0,415,0,2.0,0,F,10,2,67.0,8.0,16,4.0,50,4,A,29,28
53576,1,14,1,1124,1,5.0,0,M,6,1,47.0,25.0,16,0.0,52,1,F,16,19
8536,0,24,53,984,1,6.0,1,M,16,1,60.0,15.0,18,7.0,25,1,A,57,46
187947,0,25,0,854,1,,0,M,15,2,,30.0,16,25.0,46,7,E,79,22
89693,0,13,0,1301,1,4.0,0,F,17,1,33.0,16.0,21,6.0,27,5,A,56,47
81516,0,49,3,470,1,2.0,0,F,13,2,69.0,15.0,18,10.0,32,3,A,40,35
124128,0,30,22,362,1,4.0,0,F,24,3,69.0,30.0,17,20.0,20,6,F,53,46
73534,1,50,20,246,1,5.0,0,M,17,3,64.0,7.0,19,4.0,31,6,A,44,20
23267,0,43,0,542,0,1.0,0,M,24,2,74.0,10.0,17,7.0,32,14,A,93,10
108102,0,18,3,589,1,6.0,0,F,15,2,42.0,20.0,19,17.0,54,2,A,41,2
6292,1,13,0,1079,0,4.0,1,F,33,1,81.0,21.0,5,14.0,24,8,A,126,49
114032,0,45,0,358,0,3.0,0,M,9,2,63.0,30.0,20,10.0,16,1,A,29,56
147636,1,18,0,1859,1,3.0,0,M,18,2,81.0,5.0,17,2.0,22,3,S,56,35
90594,0,22,0,2250,0,,0,F,20,1,30.0,20.0,15,17.0,11,6,S,57,82
24851,0,46,0,652,0,7.0,0,F,11,2,,16.0,18,11.0,33,1,A,32,29
11689,0,44,1,713,1,4.0,0,M,19,2,76.0,15.0,8,10.0,10,4,A,75,34
63932,0,44,0,679,1,1.0,0,F,16,2,,10.0,18,7.0,0,3,A,43,0
40283,1,27,2,801,1,5.0,0,F,33,2,42.0,50.0,18,48.0,13,9,S,124,44
16126,0,50,2,466,1,5.0,0,F,15,3,46.0,20.0,26,15.0,36,2,A,44,28
70122,0,30,0,376,0,3.0,0,M,4,3,41.0,25.0,15,0.0,24,1,E,15,39
14591,0,34,0,478,1,4.0,1,M,27,1,73.0,25.0,16,20.0,11,12,A,92,31
32843,1,30,13,546,1,3.0,0,M,11,3,38.0,15.0,18,0.0,40,1,A,41,10
99139,0,49,2,441,1,1.0,0,M,24,2,37.0,25.0,23,20.0,20,5,A,77,36
67986,0,08,0,389,0,5.0,0,F,6,3,46.0,20.0,20,0.0,9,0,F,20,40
156651,0,07,0,1900,0,,0,M,11,2,,100.0,18,47.0,30,1,A,29,28
52980,0,40,1,732,1,4.0,0,F,24,2,55.0,13.0,23,8.0,28,11,A,79,30
66286,0,08,0,561,0,6.0,0,M,9,3,35.0,20.0,18,15.0,32,0,A,32,51
188316,1,21,5,661,0,2.0,1,F,27,3,74.0,25.0,6,20.0,31,4,A,88,0
165054,0,24,0,2938,0,,0,F,19,1,77.0,15.0,18,12.0,42,2,A,63,16
72820,0,53,0,294,0,,0,F,6,3,,20.0,16,0.0,16,1,F,16,50
167275,0,14,13,4555,1,6.0,0,M,30,1,69.0,27.0,18,17.0,20,7,A,128,28
107692,0,49,0,272,1,1.0,0,M,29,2,,16.0,18,11.0,20,7,A,119,32
14735,0,27,7,894,1,2.0,1,F,20,2,17.0,11.0,26,6.0,17,6,A,81,56
61298,0,25,13,589,1,3.0,0,M,28,2,79.0,25.0,23,15.0,6,11,A,113,50
191164,0, .,0,634,1,6.0,0,F,25,?,55.0,12.0,18,9.0,0,8,S,81,0
10789,1,49,0,534,0,3.0,1,F,33,2,74.0,10.0,18,9.0,34,16,S,130,28
74628,0,30,2,260,1,1.0,0,F,28,3,,5.0,16,3.0,26,9,S,126,43
66058,0,40,0,789,1,4.0,0,F,5,2,51.0,20.0,21,0.0,39,1,N,21,20
151484,1,02,21,2546,1,4.0,0,M,32,1,35.0,20.0,18,17.0,4,14,S,126,42
58725,1,45,1,313,1,4.0,0,M,14,2,79.0,25.0,15,20.0,49,2,A,76,25
81178,0,43,0,417,1,4.0,0,U,7,2,,20.0,15,0.0,23,0,N,20,40
51892,0,38,0,295,0,,0,F,21,2,,20.0,20,15.0,30,2,A,69,35
22942,1,27,1,616,1,5.0,0,F,10,2,68.0,11.0,19,6.0,57,2,A,27,47
17881,0,32,0,480,0,5.0,0,F,10,3,41.0,14.0,19,9.0,25,1,A,31,31
15235,0,49,0,543,0,3.0,0,F,6,2,,20.0,16,0.0,29,1,F,16,32
79974,0,49,4,747,1,2.0,0,F,24,2,41.0,10.0,18,7.0,41,7,S,105,11
190579,1,01,0,3200,0,5.0,1,M,35,1,,8.0,12,7.0,20,16,S,128,28
116423,0,14,0,3741,0,,0,F,21,1,,16.0,26,11.0,51,4,A,67,17
173508,1,14,0,3952,0,,0,M,12,1,,20.0,25,10.0,42,1,A,40,20
78447,1,03,0,885,0,,0,F,22,1,70.0,7.0,17,4.0,16,9,S,130,65
83498,0,10,1,0,1,1.0,0,F,6,4,37.0,20.0,17,0.0,44,1,F,17,31
66160,0,48,0,784,0,,0,F,25,2,37.0,25.0,17,23.0,22,15,A,129,19
55489,0,42,1,700,1,1.0,0,F,26,1,81.0,25.0,20,15.0,44,8,S,89,33
182490,1,36,0,0,0,,0,M,25,2,34.0,10.0,17,8.0,19,7,A,112,56
50821,0,21,5,499,1,1.0,0,F,34,3,75.0,20.0,15,17.0,40,13,S,122,40
5636,0,30,0,561,0,2.0,1,F,30,3,,20.0,15,15.0,9,10,A,119,49
65816,0,16,4,860,1,2.0,0,M,24,2,80.0,15.0,20,10.0,15,3,A,129,25
1495,0,13,51,5856,1,5.0,0,F,37,1,49.0,100.0,18,75.0,38,6,A,123,37
49455,1,24,0,2357,0,5.0,0,F,25,1,75.0,20.0,18,17.0,26,6,A,105,49
75247,0,41,18,383,1,3.0,0,M,13,3,86.0,18.0,18,8.0,21,2,A,33,49
8664,0,12,0,2724,0,,0,F,16,1,63.0,20.0,4,20.0,38,1,A,88,14
105268,0,53,0,220,1,,0,M,26,3,39.0,25.0,18,15.0,22,6,A,91,50
53509,0,13,5,1660,1,5.0,0,M,9,1,75.0,17.0,18,2.0,21,1,N,24,26
30366,1,24,0,1429,1,5.0,0,M,26,1,61.0,7.0,15,4.0,18,10,A,111,57
158053,0,08,8,1426,1,4.0,0,F,13,3,54.0,10.0,16,5.0,0,5,S,76,59
26104,0,24,8,1332,0,6.0,0,M,23,1,72.0,12.0,18,7.0,59,5,S,76,13
173191,0,38,2,889,1,1.0,0,M,26,2,49.0,12.0,19,7.0,19,4,S,93,47
46622,0,28,0,1265,1,5.0,0,M,11,2,83.0,15.0,17,10.0,12,2,A,53,69
41447,0,12,0,1365,0,,0,F,15,1,,10.0,19,5.0,49,3,A,44,16
81726,0,28,2,748,1,5.0,0,M,15,2,47.0,6.0,18,3.0,43,5,A,40,32
89030,1,08,2,539,1,5.0,0,F,14,3,72.0,10.0,17,7.0,58,5,S,40,0
121926,1,14,0,1125,0,,0,F,12,1,,16.0,15,11.0,28,1,A,35,26
175609,0,10,0,461,0,4.0,0,F,22,4,81.0,12.0,16,7.0,25,9,S,74,31
24868,0,41,0,1029,1,,0,F,8,3,,20.0,17,0.0,44,1,N,20,40
143096,0,10,4,1250,1,5.0,0,F,21,4,76.0,25.0,18,15.0,46,1,S,56,25
66990,0,40,10,1281,1,7.0,0,F,6,2,43.0,20.0,15,10.0,36,0,N,20,27
16430,0,27,0,544,0,4.0,0,F,24,2,59.0,41.0,15,36.0,24,11,E,128,11
64563,1,51,0,334,0,,0,F,25,3,,25.0,24,20.0,21,3,A,111,38
10553,0,50,0,332,0,4.0,1,F,33,3,65.0,20.0,18,15.0,13,15,A,130,40
188169,0,05,0,536,1,,0,F,17,2,,25.0,18,23.0,57,11,E,110,34
134619,1,18,0,925,0,6.0,0,M,23,2,47.0,13.0,21,10.0,46,8,A,89,11
167528,0,01,0,2356,0,2.0,0,M,6,1,,20.0,20,0.0,40,1,F,20,23
70524,1,49,9,510,1,2.0,0,F,21,2,65.0,15.0,17,10.0,19,2,A,87,26
111852,0,41,0,390,0,,0,F,17,3,,30.0,19,27.0,38,5,S,44,20
31463,0,50,0,419,1,,0,F,11,3,,35.0,15,15.0,47,1,A,32,20
74305,0,46,0,582,1,5.0,0,M,21,2,43.0,20.0,16,15.0,27,4,S,75,39
180936,0,35,0,1120,0,,0,M,16,1,55.0,42.0,26,32.0,48,1,A,57,23
36238,0,28,7,1355,0,2.0,0,U,11,2,64.0,15.0,24,10.0,36,3,A,41,42
174182,1,01,0,3063,0,4.0,0,F,5,1,65.0,20.0,17,0.0,36,1,F,17,33
174356,0,25,0,818,0,,0,F,19,2,55.0,20.0,16,15.0,56,6,S,81,9
25743,0,27,0,677,1,7.0,0,F,5,2,53.0,15.0,16,0.0,49,0,F,16,13
152708,0,18,0,1689,0,6.0,0,M,9,2,33.0,16.0,26,6.0,54,1,A,29,19
142268,0,12,20,1289,1,6.0,0,F,6,1,70.0,25.0,16,0.0,54,0,F,16,36
87947,0,24,17,2864,1,7.0,0,F,25,1,85.0,12.0,17,7.0,44,8,S,113,14
22622,0,40,15,710,1,2.0,0,F,32,2,77.0,18.0,24,13.0,47,11,A,122,17
28146,0,11,9,3333,1,1.0,0,U,19,1,,12.0,18,7.0,24,4,A,76,38
94503,1,10,0,550,1,6.0,0,F,10,4,35.0,15.0,18,5.0,34,1,A,32,15
119083,0,40,0,875,0,6.0,0,F,9,2,79.0,17.0,19,2.0,24,1,N,23,50
180127,0,13,0,2189,0,5.0,0,F,26,1,68.0,12.0,15,9.0,24,9,A,113,40
141205,0,18,11,1000,1,5.0,0,F,10,2,40.0,15.0,21,5.0,41,1,A,32,23
26712,0,35,3,1149,1,4.0,0,M,9,1,49.0,11.0,18,6.0,34,2,N,24,19
83616,0,09,1,496,1,2.0,0,F,12,3,85.0,20.0,20,5.0,41,1,A,42,46
85619,1,46,0,435,1,4.0,0,F,16,2,59.0,12.0,19,7.0,23,6,A,44,40
63457,0,36,2,343,1,2.0,0,M,11,2,82.0,15.0,18,5.0,27,2,A,29,58
189833,0,21,11,555,1,5.0,1,M,25,3,,19.0,17,9.0,30,2,F,123,14
148869,1,24,0,2362,0,,0,M,24,1,33.0,16.0,26,6.0,64,5,A,84,18
158396,0,03,0,2176,0,,0,U,29,1,,10.0,18,5.0,11,10,A,128,25
157709,0,21,0,2522,0,,0,M,8,3,,20.0,15,10.0,0,1,E,29,0
66256,0,16,8,469,1,2.0,0,F,22,2,86.0,16.0,18,11.0,36,3,S,75,18
124940,0,39,3,492,1,3.0,0,M,6,2,44.0,20.0,24,0.0,45,1,N,24,17
67936,0,16,13,423,1,4.0,0,F,33,2,79.0,30.0,19,25.0,30,9,A,129,30
3952,0,13,13,3273,1,6.0,1,U,34,1,,16.0,16,13.0,23,21,A,128,33
74615,1,26,0,500,1,1.0,0,M,32,2,86.0,20.0,18,18.0,23,14,S,127,31
172530,1,34,10,1495,0,5.0,0,F,15,1,61.0,10.0,21,7.0,22,4,A,52,53
1748,0,27,1,406,1,2.0,0,M,18,2,74.0,27.0,19,12.0,37,2,A,33,27
119906,0,53,4,349,1,3.0,0,M,31,3,73.0,15.0,21,12.0,43,11,S,129,41
62457,0,30,0,390,1,3.0,0,M,6,3,59.0,15.0,23,0.0,43,1,N,23,16
176237,0,30,0,475,0,,0,M,6,3,,20.0,21,0.0,9,1,F,21,48
91384,0,18,7,995,0,4.0,0,F,9,2,38.0,10.0,17,5.0,35,2,N,24,14
127511,1,11,6,945,1,2.0,0,F,27,1,56.0,25.0,24,10.0,36,8,A,105,30
167917,0,08,0,1640,0,4.0,0,M,5,3,37.0,15.0,16,0.0,28,1,F,16,5
170907,1,14,0,2225,0,5.0,0,F,9,1,37.0,15.0,19,10.0,46,1,A,28,14
160579,1,35,0,3531,0,6.0,0,F,33,1,,20.0,15,17.0,28,19,S,129,37
28811,0,50,0,441,0,4.0,0,F,9,3,53.0,25.0,20,20.0,35,1,A,32,19
136028,0,16,8,849,1,5.0,0,F,24,2,75.0,25.0,18,20.0,31,3,A,75,31
95030,0,08,0,660,0,,0,F,26,3,58.0,15.0,25,13.0,27,14,A,93,30
29409,0,41,0,512,0,,0,F,5,3,57.0,20.0,21,0.0,0,1,N,21,0
187169,0,36,0,425,1,,0,F,2,2,,20.0,15,0.0,51,1,E,15,19
34788,0,37,3,638,1,6.0,0,M,21,2,71.0,25.0,24,15.0,27,4,A,76,42
47111,1,51,0,453,0,1.0,0,M,29,3,73.0,6.0,18,5.0,30,12,S,105,36
10196,1,02,0,4435,0,,0,F,17,1,,16.0,16,11.0,0,4,A,55,99
127034,0,25,0,1684,1,,0,F,24,2,39.0,20.0,16,15.0,55,4,A,79,16
140475,0,30,1,259,1,1.0,0,M,17,3,45.0,25.0,18,15.0,26,0,A,55,29
72682,0,42,39,892,1,3.0,0,M,17,1,69.0,15.0,18,10.0,50,1,A,57,28
158823,0,34,0,5594,0,,0,F,11,1,,22.0,17,2.0,18,1,A,32,31
17633,0,14,3,1545,1,5.0,0,F,19,1,52.0,35.0,27,15.0,37,1,A,57,18
123871,1,24,1,1324,1,6.0,0,M,27,1,45.0,15.0,15,10.0,34,6,S,116,32
110308,1,24,6,1384,0,7.0,0,F,13,1,60.0,10.0,18,5.0,21,1,A,41,66
110368,0,36,0,356,0,5.0,0,M,10,2,45.0,11.0,18,6.0,29,2,A,28,49
114954,0,41,1,281,1,3.0,0,F,21,3,46.0,21.0,23,16.0,18,4,A,77,45
59285,1,41,0,522,0,,0,F,20,3,46.0,15.0,19,10.0,31,3,A,104,32
77685,0,40,0,608,1,1.0,0,F,21,2,76.0,22.0,18,17.0,32,2,A,79,34
58099,0,51,0,242,0,4.0,0,F,14,3,45.0,15.0,26,10.0,12,1,A,68,37
179821,0,07,0,866,0,,0,M,14,2,71.0,18.0,17,8.0,15,2,A,67,20
143610,1,03,0,5000,0,,0,F,5,1,,15.0,16,0.0,19,1,F,16,50
2852,0,39,0,622,0,2.0,0,F,24,2,67.0,15.0,8,12.0,41,4,A,66,22
111704,0,22,0,872,0,,0,F,17,1,,15.0,16,10.0,37,5,A,45,26
190391,1,51,0,347,0,,0,M,10,3,67.0,17.0,17,7.0,15,6,E,56,31
