CONTROL_NUMBER,DONATED,CLUSTER_CODE,PER_CAPITA_INCOME,RECENT_CARD_RESPONSE_COUNT,HOME_OWNER,RECENCY_STATUS_96NK,PCT_ATTRIBUTE1,RECENT_RESPONSE_PROP,DONOR_AGE,RECENT_STAR_STATUS,LIFETIME_PROM,PEP_STAR,MONTHS_SINCE_LAST_PROM_RESP,FILE_AVG_GIFT,INCOME_GROUP,PCT_ATTRIBUTE4,NUMBER_PROM_12,MOR_HIT_RATE,RECENT_RESPONSE_COUNT
9165,0,37,9392,0,H,A,0,0.0,65.0,0,60,0,,23.75,4.0,72,26,0,0
17772,1,24,33217,1,H,N,0,0.286,87.0,0,16,0,20.0,10.0,4.0,33,11,2,2
168448,0,02,24588,0,H,A,1,0.053,79.0,0,58,1,26.0,6.93,6.0,42,9,16,1
183372,0,45,10100,6,H,A,0,0.4,33.0,0,32,1,17.0,4.18,2.0,37,12,0,8
39632,0,35,24532,4,H,S,0,0.316,58.0,1,63,1,20.0,7.22,4.0,32,13,14,6
148133,0,24,10536,1,U,A,0,0.053,71.0,0,38,0,21.0,30.0,,48,12,0,1
156034,1,40,19031,1,H,N,2,0.1,37.0,0,16,0,24.0,20.0,5.0,43,7,0,1
144714,1,13,31694,1,U,A,0,0.071,,0,24,0,23.0,13.0,,55,10,0,1
49109,1,45,10581,2,U,A,1,0.25,,0,30,0,21.0,5.29,,34,12,0,4
21178,0,40,25684,1,U,A,0,0.154,51.0,0,23,0,19.0,12.5,5.0,30,10,0,2
31985,0,34,40741,1,H,A,1,0.071,76.0,0,60,1,21.0,12.71,7.0,42,14,2,1
27473,0,41,13832,0,U,A,0,0.063,62.0,0,63,1,18.0,10.9,,0,13,0,1
190727,1, .,11094,2,U,A,0,0.167,80.0,0,59,1,26.0,6.93,3.0,99,9,2,3
127893,0,23,12812,2,U,A,0,0.25,,0,26,1,15.0,13.0,,0,13,0,3
34849,0,28,12605,2,U,A,0,0.091,72.0,0,65,1,17.0,16.0,7.0,54,15,0,2
85194,0,46,10229,3,U,S,0,0.227,,1,86,1,15.0,10.05,,30,13,0,5
72796,1,44,15853,1,H,A,0,0.158,48.0,0,59,0,18.0,9.57,6.0,37,15,0,3
183052,1,40,13714,3,U,A,0,0.316,62.0,0,63,0,16.0,5.27,5.0,27,14,2,6
142022,0,44,13630,2,U,A,0,0.154,27.0,0,22,0,24.0,13.0,1.0,17,10,0,2
107813,0,45,10190,1,U,A,0,0.222,45.0,0,17,0,18.0,9.0,,38,10,0,2
18196,1,36,10164,2,U,S,0,0.273,,1,80,1,15.0,7.47,1.0,27,12,0,6
155558,0,25,11501,1,H,A,1,0.143,33.0,0,73,0,18.0,11.92,4.0,37,13,0,3
170363,1, .,19069,2,H,A,0,0.294,67.0,0,53,0,19.0,12.6,4.0,0,9,0,5
180409,0,25,12731,0,U,A,0,0.095,,0,63,0,23.0,14.2,4.0,27,12,37,2
44940,0,37,14567,1,U,F,0,0.2,,0,14,0,17.0,25.0,,57,11,0,1
174271,1,01,16808,0,H,A,0,0.091,,0,46,0,19.0,15.83,4.0,33,13,0,2
22734,0,24,21234,0,H,A,7,0.308,65.0,0,23,0,15.0,7.0,4.0,38,13,2,4
146827,0,19,13430,3,H,A,1,0.238,67.0,0,72,0,21.0,11.71,6.0,25,12,0,5
68105,0,10,15535,0,H,A,0,0.0,27.0,14,63,1,,4.42,3.0,38,10,18,0
29501,1,39,10325,2,U,A,0,0.2,70.0,0,77,1,18.0,17.43,2.0,17,14,0,4
114197,1,36,11117,2,H,N,0,0.273,68.0,0,21,0,17.0,11.33,6.0,30,12,33,3
156510,0,22,39428,1,H,A,0,0.105,55.0,0,59,0,16.0,12.38,7.0,34,14,0,2
83765,0,20,12332,1,H,A,0,0.182,80.0,0,64,1,16.0,6.93,2.0,24,14,1,4
67628,0,08,13320,1,H,F,0,0.2,45.0,0,13,0,16.0,15.0,6.0,37,11,0,1
178582,0,17,17213,3,U,S,3,0.19,,1,84,1,22.0,12.48,,12,13,0,4
90817,0,16,12697,1,H,A,0,0.125,27.0,0,54,1,24.0,9.56,1.0,46,9,2,2
86020,0,30,7738,2,H,S,0,0.15,69.0,1,79,1,17.0,9.78,2.0,49,13,1,3
74615,1,26,13674,3,U,S,4,0.3,86.0,1,73,1,19.0,7.0,1.0,31,12,0,6
85637,0,53,7983,0,U,A,0,0.095,,0,73,1,18.0,13.87,1.0,42,13,0,2
66652,0,11,26601,2,H,N,0,0.25,29.0,0,19,0,16.0,15.0,4.0,55,14,0,2
3359,0,51,5611,2,U,A,0,0.091,72.0,0,80,0,25.0,21.7,2.0,27,33,18,2
141910,0,49,11544,1,H,F,0,0.2,67.0,0,14,0,17.0,33.0,7.0,36,11,0,1
185687,1,01,24728,0,H,A,0,0.154,49.0,0,28,0,19.0,11.67,7.0,52,17,0,2
7086,0,08,10145,2,U,A,0,0.133,79.0,0,75,0,17.0,39.38,,45,12,0,2
186472,0,39,13757,0,H,A,0,0.067,31.0,0,48,1,18.0,7.5,3.0,10,18,2,1
145611,0,17,16778,1,H,S,0,0.053,35.0,1,60,1,21.0,9.77,4.0,10,13,2,1
188988,1, .,12239,3,U,S,0,0.462,,1,37,1,15.0,6.29,,0,7,0,6
76900,0,11,7231,2,U,A,0,0.182,,0,44,0,26.0,13.38,1.0,57,13,0,2
107279,1,12,16332,2,H,A,1,0.222,50.0,0,30,0,17.0,4.0,5.0,20,12,2,4
43071,0,37,12067,2,H,A,0,0.182,45.0,0,42,1,19.0,8.45,5.0,54,13,0,2
8992,0,27,9733,1,U,A,0,0.056,,0,85,0,16.0,12.15,,32,38,0,1
151596,0,10,9294,1,U,A,8,0.235,65.0,3,78,1,17.0,4.83,1.0,43,11,0,4
58669,0,27,11795,3,H,S,2,0.211,71.0,1,66,1,17.0,5.29,2.0,18,11,9,4
171993,0,08,12375,2,H,S,0,0.278,64.0,1,66,1,18.0,2.7,2.0,28,12,1,5
24436,0,40,12979,1,U,A,0,0.167,51.0,0,25,0,18.0,16.0,3.0,34,13,5,2
142163,1,40,15652,1,H,A,0,0.167,,0,55,0,20.0,8.83,4.0,11,16,0,3
706,0,36,15080,0,H,A,0,0.067,54.0,0,46,0,24.0,8.82,5.0,35,15,13,1
6777,0,28,16586,1,U,A,0,0.118,,5,105,1,20.0,10.47,3.0,50,30,2,2
24651,0,40,15258,3,H,A,0,0.417,27.0,0,24,1,16.0,5.8,4.0,21,12,1,5
37583,0,10,6842,2,U,A,0,0.364,7.0,0,23,0,18.0,6.0,1.0,58,12,0,4
140250,0,27,10509,0,H,A,2,0.133,75.0,0,42,0,19.0,12.5,4.0,37,10,15,2
181943,0,21,8319,3,H,A,4,0.222,56.0,0,30,0,17.0,18.75,6.0,19,13,1,4
6123,0,35,17034,3,U,S,0,0.211,17.0,1,101,1,17.0,13.78,2.0,22,30,4,4
31405,0,36,14789,3,U,E,0,0.176,,0,32,1,15.0,8.0,2.0,33,10,0,3
190953,0,49,10918,1,U,S,0,0.19,,1,66,1,16.0,5.5,,25,12,0,4
34020,0, .,10637,1,H,F,0,0.167,33.0,0,12,0,21.0,15.0,4.0,0,8,1,1
44593,0,37,12425,1,U,N,0,0.182,,0,20,0,18.0,10.0,2.0,50,12,0,2
63971,1,45,11781,4,U,A,0,0.385,55.0,0,25,1,15.0,4.5,,32,13,0,5
72304,0,40,14500,2,H,A,0,0.143,53.0,0,25,0,24.0,22.5,5.0,17,13,0,2
23688,0,39,9779,6,H,S,26,0.368,57.0,1,49,1,23.0,5.08,5.0,8,12,6,7
34329,0,24,18235,2,U,A,0,0.118,,0,53,1,23.0,9.25,,31,10,0,2
166850,0,42,22212,3,U,A,4,0.19,37.0,0,46,0,18.0,8.9,,34,13,0,4
57057,0,36,7761,1,U,A,0,0.167,,0,21,0,17.0,15.0,2.0,36,8,0,2
87626,0,43,9721,0,H,A,0,0.125,74.0,0,37,0,17.0,14.67,1.0,34,12,0,2
127744,1,35,17725,2,U,A,0,0.111,76.0,11,65,1,17.0,8.73,4.0,10,12,9,2
149769,1,07,11235,0,U,A,0,0.105,67.0,0,51,0,20.0,22.75,,42,13,0,2
83490,0,01,0,2,U,A,0,0.2,,0,28,0,19.0,10.8,1.0,16,14,0,3
110404,0,47,9785,1,U,A,0,0.118,69.0,0,39,0,26.0,10.5,6.0,41,10,0,2
70435,0,28,11974,1,H,A,0,0.1,56.0,0,35,0,23.0,19.25,3.0,43,14,1,2
163220,1,01,52437,0,H,A,0,0.105,50.0,0,38,0,18.0,11.5,7.0,47,11,3,2
159533,0,49,7991,1,U,A,0,0.231,48.0,0,23,0,15.0,11.67,,34,11,0,3
34616,0,38,18865,1,U,A,0,0.059,64.0,0,55,0,21.0,14.0,2.0,55,9,0,1
159933,0,17,14506,0,H,A,0,0.056,47.0,0,65,0,19.0,8.18,5.0,0,13,5,1
8792,1,38,18754,3,H,S,0,0.238,80.0,1,98,1,20.0,4.34,3.0,55,19,0,5
82050,0,48,11252,0,U,A,0,0.105,,11,80,1,18.0,9.52,,43,13,0,2
125097,0,10,6470,1,H,A,0,0.2,57.0,0,28,0,22.0,20.0,2.0,18,13,11,3
65567,0,05,21306,6,U,S,0,0.375,,1,83,1,17.0,8.85,,42,14,0,6
60248,0,31,12713,1,U,A,2,0.143,38.0,0,55,0,15.0,8.5,,59,10,0,2
191296,1, .,35842,4,U,S,0,0.273,50.0,1,69,1,17.0,9.07,5.0,42,14,10,6
74861,0,44,14410,2,H,A,0,0.25,44.0,0,29,0,16.0,31.25,5.0,39,13,0,4
76758,1,45,11044,4,H,S,0,0.263,69.0,1,77,1,16.0,5.92,3.0,38,13,0,5
154382,0,26,18025,1,H,F,0,0.2,17.0,0,14,0,16.0,25.0,5.0,44,12,0,1
107242,0,14,19345,1,H,S,0,0.136,38.0,1,66,1,15.0,17.0,6.0,16,13,12,3
116353,0,34,19917,1,U,S,0,0.167,53.0,1,46,1,15.0,6.22,6.0,27,13,0,3
68451,0,10,10684,0,U,A,0,0.05,73.0,0,47,0,25.0,10.2,,33,9,0,1
17890,0,30,10895,1,H,A,0,0.077,43.0,0,68,1,20.0,15.0,6.0,22,14,0,1
120772,1,30,7390,1,H,A,3,0.167,,0,23,0,17.0,17.0,4.0,22,13,3,2
152814,0,33,11914,1,U,A,0,0.105,,0,32,0,18.0,26.0,2.0,77,14,0,2
94833,0,03,18324,1,U,S,0,0.238,,1,40,1,24.0,10.29,,29,12,0,5
170456,0,46,12554,4,H,A,0,0.227,58.0,7,75,1,25.0,6.87,1.0,37,11,0,5
120559,1,36,8879,1,H,A,0,0.286,61.0,0,24,1,15.0,10.5,5.0,27,13,0,4
48650,0,49,10398,0,U,S,2,0.111,62.0,1,60,1,19.0,8.8,,33,13,0,2
163894,0,01,18879,1,U,A,1,0.095,37.0,0,61,1,22.0,18.13,2.0,21,13,1,2
35101,1,12,18405,3,H,S,1,0.211,78.0,1,67,1,18.0,18.0,2.0,11,16,9,4
12005,0,23,13853,0,H,A,0,0.053,7.0,0,81,0,18.0,25.0,2.0,55,21,0,1
10833,0,31,15203,2,U,A,0,0.2,78.0,0,45,0,19.0,20.0,,0,21,0,3
106998,0,11,19404,1,H,A,0,0.056,60.0,0,72,0,17.0,7.28,6.0,33,14,0,1
182284,0,31,9270,4,H,S,8,0.3,78.0,1,57,1,18.0,5.33,2.0,25,12,2,6
22264,1,23,25660,1,H,A,0,0.125,67.0,0,26,0,26.0,22.5,5.0,74,10,0,2
6292,1,13,19972,0,H,A,0,0.105,81.0,10,114,1,15.0,13.24,4.0,49,32,0,2
102317,1,09,9615,5,U,S,0,0.421,54.0,1,59,1,15.0,8.1,,31,14,0,8
67000,1,28,13658,2,H,S,0,0.3,71.0,1,46,1,19.0,7.45,3.0,52,14,2,6
70541,0,35,17558,0,U,A,1,0.111,36.0,0,23,0,25.0,20.0,6.0,34,10,1,1
156453,0,09,17541,3,U,A,0,0.278,70.0,0,34,0,18.0,9.5,,48,12,0,5
23353,0,47,10904,1,U,S,0,0.136,84.0,1,55,1,26.0,14.08,,36,14,0,3
165705,0,24,17488,2,H,A,0,0.2,44.0,0,53,0,18.0,9.88,5.0,10,13,2,4
186349,0,27,12277,2,U,A,0,0.143,,0,44,0,22.0,26.25,,38,16,0,3
89092,0,35,16035,1,H,A,0,0.067,48.0,0,58,0,21.0,25.8,5.0,19,13,1,1
99588,0,16,16029,5,H,A,0,0.316,,0,56,1,17.0,4.85,5.0,47,13,30,6
124186,0,41,9169,1,H,F,0,0.2,,0,13,0,16.0,15.0,2.0,27,11,0,1
131814,0,12,17426,0,H,L,12,0.048,53.0,0,54,0,15.0,17.0,5.0,4,12,8,1
139171,0,44,11508,1,U,F,1,0.143,,0,15,0,20.0,20.0,,28,10,0,1
114864,0,48,10891,1,U,A,1,0.2,69.0,0,62,0,18.0,5.55,1.0,72,14,13,4
25576,1,11,19960,0,H,A,1,0.083,83.0,0,34,1,16.0,7.82,5.0,49,6,16,1
11399,1,24,7074,3,H,S,2,0.375,86.0,1,81,1,18.0,4.59,3.0,26,18,10,6
89971,0,42,17611,2,H,N,0,0.2,83.0,0,15,0,17.0,12.5,2.0,20,7,0,2
37121,0,18,10060,1,H,A,1,0.05,56.0,0,68,0,21.0,31.33,6.0,0,13,1,1
29382,0,36,12972,3,H,N,0,0.3,,0,23,1,16.0,8.33,1.0,34,14,0,3
58703,0,53,7532,1,H,A,0,0.154,21.0,0,23,0,18.0,15.0,4.0,36,11,0,2
44831,0,45,10588,1,H,F,0,0.143,51.0,0,18,0,21.0,60.0,2.0,41,12,2,1
108371,1,07,10888,3,U,A,0,0.222,83.0,0,32,1,18.0,24.17,1.0,33,14,0,4
161829,1,20,14059,0,H,E,21,0.176,63.0,2,72,1,15.0,5.52,5.0,19,10,2,3
65656,1,21,23732,2,U,A,0,0.154,,0,22,0,17.0,15.0,,0,10,0,2
29946,0,51,9149,2,U,A,0,0.167,,3,66,1,24.0,10.79,,30,10,0,3
181365,0,30,11880,1,H,A,1,0.111,59.0,0,38,0,16.0,11.0,4.0,15,13,0,2
147560,0,11,23034,1,U,A,0,0.111,,0,42,0,18.0,7.33,,35,12,0,2
8085,0,28,14839,2,U,S,0,0.167,72.0,1,70,1,21.0,6.7,,55,14,0,3
130840,1,35,27612,0,U,A,1,0.222,79.0,7,46,1,18.0,8.35,2.0,20,6,0,2
156457,1,04,0,1,U,A,0,0.059,44.0,0,35,0,16.0,15.0,,0,14,0,1
98998,0,51,11099,2,H,A,0,0.19,,0,35,1,25.0,17.25,2.0,37,12,0,4
75638,0,22,26203,1,H,A,0,0.1,39.0,0,60,0,25.0,10.0,7.0,67,11,25,2
32098,0,50,8456,1,H,A,1,0.154,35.0,0,24,0,18.0,11.67,4.0,26,13,0,2
191679,0,40,14796,1,U,S,0,0.222,85.0,1,72,1,15.0,5.32,5.0,27,12,240,4
87748,0,38,13846,1,U,S,0,0.111,50.0,1,67,1,16.0,5.62,5.0,82,12,0,2
105146,0,35,16497,0,H,A,1,0.048,61.0,16,42,1,27.0,18.75,7.0,24,10,14,1
97020,1,24,15018,1,H,A,0,0.125,58.0,0,45,0,21.0,14.25,5.0,31,10,2,2
22743,0,24,15973,3,H,S,11,0.25,75.0,1,49,1,18.0,8.55,5.0,34,14,19,5
66508,0,18,17717,2,H,S,0,0.133,50.0,1,63,1,16.0,7.56,3.0,32,14,17,2
170827,1,20,17145,2,H,S,1,0.15,77.0,1,58,1,20.0,6.38,5.0,8,13,21,3
26272,0,22,12989,0,U,F,0,0.25,,0,11,0,15.0,15.0,,25,9,0,1
20538,0,34,16594,3,H,S,0,0.353,74.0,1,36,1,19.0,5.44,2.0,27,13,22,6
43445,0,29,16592,3,H,S,0,0.3,79.0,1,83,1,17.0,4.11,2.0,69,14,0,6
77915,1,21,11950,0,H,A,0,0.071,74.0,0,46,1,18.0,8.57,2.0,32,12,5,1
148633,0,05,23518,1,U,A,0,0.118,,0,45,0,18.0,9.4,,18,14,0,2
16202,0,23,20712,2,U,A,2,0.176,69.0,0,53,0,17.0,10.57,2.0,88,14,16,3
137945,0,20,16308,2,H,A,2,0.19,59.0,0,38,0,21.0,12.67,3.0,47,12,0,4
181195,0,25,11298,1,H,A,17,0.15,85.0,7,74,1,18.0,10.0,2.0,20,13,27,3
82202,0,40,14484,4,H,S,0,0.409,52.0,1,42,1,19.0,10.69,3.0,9,13,2,9
190581,0,02,21687,0,U,A,3,0.05,64.0,0,50,0,18.0,17.5,5.0,7,13,0,1
133886,0,49,11477,3,H,A,0,0.273,48.0,0,49,1,22.0,6.71,5.0,38,12,0,6
25362,0,36,9713,2,H,A,0,0.222,53.0,0,29,0,19.0,8.0,6.0,53,13,0,4
164400,0,24,16679,0,H,F,0,0.2,65.0,0,14,0,16.0,23.0,4.0,36,12,4,1
148985,0,22,28817,5,H,S,0,0.353,51.0,1,37,1,21.0,13.27,4.0,22,12,4,6
137798,0,49,8920,0,U,F,0,0.2,,0,13,0,15.0,20.0,,37,11,0,1
41222,1,21,13177,1,U,A,0,0.091,32.0,0,63,0,18.0,11.44,,44,13,0,2
70301,1,11,17676,0,U,A,0,0.167,66.0,0,20,0,18.0,10.0,5.0,29,10,7,2
185197,1,11,25404,2,H,A,0,0.211,87.0,0,43,1,18.0,9.55,2.0,23,14,2,4
189814,1,12,16808,3,U,A,0,0.214,73.0,5,34,1,17.0,11.63,5.0,19,7,0,3
111065,0,41,12947,2,U,A,0,0.095,61.0,0,61,0,23.0,10.88,1.0,57,12,0,2
112288,1,51,15213,3,H,S,0,0.235,67.0,1,32,1,20.0,13.17,2.0,43,13,0,4
21802,1,36,11293,1,U,A,0,0.053,62.0,5,75,1,23.0,8.5,5.0,37,12,0,1
9991,0, .,21836,0,H,A,0,0.0,68.0,0,64,0,,18.0,6.0,0,30,11,0
144584,0,01,30972,2,H,S,0,0.188,78.0,1,69,1,16.0,7.81,6.0,24,10,6,3
188466,0, .,28597,3,U,S,0,0.5,,1,39,1,18.0,4.62,,0,15,0,5
160773,1,27,16142,3,H,A,0,0.333,57.0,0,20,1,16.0,7.6,4.0,12,9,2,4
150828,0,12,22474,2,H,N,0,0.375,35.0,0,19,0,17.0,10.67,6.0,16,13,0,3
157153,1,29,21636,3,H,A,0,0.238,82.0,0,58,0,16.0,19.83,4.0,99,14,0,5
158198,0,01,18110,1,U,L,0,0.154,,0,22,0,15.0,20.0,,32,11,0,2
86478,0,27,10627,1,U,N,2,0.1,85.0,0,16,0,24.0,15.0,1.0,42,7,0,1
109986,0,50,8409,2,H,N,0,0.3,57.0,0,25,0,19.0,9.0,3.0,36,15,0,3
191487,0, .,9383,2,U,S,0,0.227,68.0,1,71,1,23.0,8.47,1.0,61,12,1,5
123651,0,22,23416,3,H,A,3,0.25,55.0,0,44,1,18.0,11.57,7.0,34,14,18,5
93157,0,09,9937,2,H,A,0,0.1,77.0,0,63,0,22.0,15.25,1.0,22,13,7,2
70335,0,27,14257,2,H,A,0,0.15,40.0,0,63,0,15.0,8.5,4.0,20,14,1,3
117711,1,25,7545,1,H,A,0,0.105,67.0,0,50,0,23.0,13.6,2.0,36,10,1,2
66200,0,16,15542,1,H,A,0,0.188,,0,27,0,18.0,13.33,3.0,54,13,8,3
86965,0,30,13070,2,H,S,0,0.2,48.0,1,75,1,17.0,13.5,3.0,43,14,20,4
109386,0,41,7066,2,U,A,2,0.111,,0,28,0,18.0,22.5,,22,13,0,2
123847,0,40,15631,1,H,A,0,0.143,,0,25,0,19.0,20.0,6.0,22,14,0,2
129712,0,12,17118,3,U,A,0,0.158,,0,31,0,21.0,8.0,,49,14,0,3
105546,0,34,16458,0,H,A,7,0.105,63.0,11,52,1,18.0,11.5,7.0,4,12,1,2
71536,0,35,20651,1,U,F,2,0.2,,0,14,0,17.0,25.0,,34,11,0,1
45722,0,36,0,1,H,S,1,0.133,74.0,1,65,1,17.0,12.33,2.0,46,10,0,2
175719,1,16,15051,2,H,A,0,0.19,72.0,0,52,1,18.0,8.33,4.0,42,13,1,4
53151,1,50,9775,0,U,F,0,0.25,,0,13,0,15.0,20.0,2.0,44,11,0,1
71701,0,24,19442,0,H,A,0,0.118,73.0,0,53,0,19.0,14.33,4.0,59,13,3,2
48293,0,22,18538,0,H,A,0,0.045,51.0,3,56,1,28.0,25.88,6.0,14,13,0,1
40543,0,29,14894,1,H,S,0,0.222,81.0,1,67,1,17.0,3.67,1.0,94,12,16,4
81601,0,21,10543,0,H,F,0,0.25,47.0,0,12,0,15.0,20.0,3.0,48,10,0,1
163323,0,01,14472,0,H,A,0,0.1,58.0,0,57,0,19.0,23.33,7.0,20,13,0,2
173897,0,36,12314,2,H,S,12,0.19,85.0,1,47,1,20.0,11.22,4.0,24,13,0,4
143490,0,04,14309,1,U,F,0,0.167,,0,12,0,21.0,15.0,,38,7,0,1
150098,0,27,17929,3,U,A,0,0.15,,0,38,1,20.0,13.75,,30,12,0,3
163860,0,03,21265,1,H,F,0,0.143,,0,16,0,21.0,25.0,2.0,34,11,13,1
174422,1, .,22334,5,U,S,0,0.389,,1,37,1,16.0,4.17,1.0,0,14,0,7
30414,0,24,22639,2,H,A,0,0.105,74.0,0,26,0,24.0,12.5,6.0,50,9,2,2
177806,0,42,16349,2,H,A,0,0.143,57.0,0,25,0,23.0,25.0,5.0,45,13,0,2
60176,0,40,13879,6,H,A,0,0.412,43.0,0,32,1,17.0,5.4,1.0,40,12,1,7
92231,0,24,29409,0,H,A,0,0.063,43.0,0,47,0,18.0,25.0,7.0,7,13,0,1
14867,0,29,14383,4,U,S,1,0.222,,1,112,1,17.0,7.91,2.0,83,29,2,4
66569,0,21,11971,2,U,N,0,0.286,,0,19,0,17.0,15.0,4.0,25,14,0,2
135284,1,02,20962,1,U,A,0,0.067,43.0,0,26,0,23.0,20.0,6.0,57,10,2,1
57755,0,43,8287,4,U,S,0,0.227,,1,52,1,18.0,5.33,,23,15,0,5
24272,1,38,18368,2,H,S,5,0.263,74.0,1,67,1,16.0,12.4,2.0,52,13,0,5
107402,0,45,8895,1,U,A,0,0.158,,3,59,1,17.0,4.33,,40,13,0,3
175213,0,35,35882,0,U,A,0,0.0,63.0,0,70,1,,13.11,5.0,18,13,8,0
175833,0,11,16219,1,H,A,0,0.1,84.0,0,66,0,22.0,15.13,4.0,48,11,2,2
30030,0,47,9027,1,U,F,1,0.143,,0,15,0,21.0,15.0,,34,9,0,1
7804,0,36,12441,0,U,A,0,0.111,72.0,0,76,1,18.0,9.52,,36,16,0,2
47055,0,36,12585,1,U,F,0,0.2,34.0,0,12,0,16.0,15.0,5.0,41,10,1,1
140876,0,38,13781,3,H,A,0,0.238,52.0,0,78,1,16.0,14.06,2.0,28,15,0,5
56379,0,51,9440,5,H,S,0,0.444,,1,38,1,19.0,12.09,4.0,39,14,0,8
128643,1,30,9838,2,H,A,0,0.2,69.0,0,47,0,21.0,6.63,2.0,12,12,23,4
38064,0,32,4116,1,H,A,0,0.1,80.0,10,78,1,30.0,7.9,2.0,0,14,1,2
131452,1,11,25807,2,H,A,6,0.167,46.0,0,48,0,17.0,11.0,1.0,41,13,0,3
126987,0,18,11755,4,H,S,0,0.333,55.0,1,61,1,18.0,3.71,5.0,14,13,1,7
186795,0, .,12885,0,U,S,0,0.2,82.0,1,88,1,18.0,8.41,4.0,0,24,4,3
73534,1,50,7228,3,H,A,0,0.227,64.0,0,38,1,19.0,5.1,5.0,20,12,20,5
24711,1,36,10621,0,U,A,0,0.056,,0,71,1,19.0,5.88,2.0,44,11,0,1
149341,0,13,55395,1,U,N,0,0.143,,0,15,0,21.0,13.0,5.0,54,10,0,1
125599,0, .,29990,1,U,N,0,0.286,,0,20,0,16.0,12.33,,0,15,0,2
182920,0,31,10724,1,U,N,1,0.143,75.0,0,13,0,21.0,20.0,1.0,25,8,10,1
160433,0,36,11259,0,U,S,2,0.154,,1,40,1,18.0,7.92,,46,8,0,2
56831,1,14,27195,1,H,A,0,0.095,30.0,0,39,0,17.0,9.17,7.0,42,14,1,2
21339,0,49,11273,2,H,A,1,0.25,53.0,0,24,1,15.0,8.75,6.0,33,12,0,3
176968,0,45,17556,7,H,S,0,0.412,75.0,1,37,1,17.0,5.0,2.0,57,13,0,7
86778,0,41,9501,0,U,F,0,0.0,61.0,0,12,0,,15.0,2.0,49,10,3,0
161231,0,40,7423,4,U,S,1,0.357,81.0,1,63,1,17.0,6.65,4.0,47,12,0,5
114912,1,38,10625,5,U,S,0,0.3,,1,83,1,15.0,16.65,2.0,30,14,1,6
52350,1,51,9289,3,U,A,0,0.364,,0,23,1,16.0,7.0,4.0,26,12,0,4
96426,1,40,15469,4,U,S,0,0.294,39.0,1,71,1,15.0,7.92,4.0,26,13,8,5
62714,0,49,13041,1,U,A,1,0.154,,0,48,0,24.0,20.0,,31,12,0,2
18126,0,44,13250,4,U,S,1,0.263,,1,43,1,20.0,9.63,6.0,29,13,2,5
104133,0,49,11675,0,U,A,0,0.05,59.0,12,82,1,-11.0,10.8,2.0,27,12,0,1
109099,1,40,12333,4,H,A,0,0.294,40.0,0,30,1,18.0,6.43,5.0,22,12,2,5
149526,0,17,14796,0,U,N,0,0.286,41.0,0,16,0,16.0,15.0,,23,12,0,2
903,0,25,9075,4,U,A,10,0.222,,0,33,1,16.0,4.2,1.0,10,14,4,4
97063,0,41,13243,1,U,A,0,0.091,45.0,0,19,0,25.0,16.25,4.0,39,4,0,1
21732,0,28,14609,4,H,E,0,0.316,63.0,1,73,1,19.0,6.15,6.0,48,10,0,6
181070,0,40,14966,0,U,A,0,0.125,,0,26,0,18.0,13.33,3.0,19,12,0,2
133347,0,45,9323,2,U,A,0,0.1,,0,50,0,26.0,12.13,4.0,39,11,0,2
125467,1,31,8888,2,U,A,20,0.154,,0,21,0,15.0,12.5,4.0,23,10,2,2
190616,1,46,11527,2,U,A,0,0.15,,3,71,1,24.0,7.5,1.0,40,11,0,3
83709,1,16,13525,3,H,S,0,0.235,71.0,1,52,1,20.0,6.36,2.0,45,12,0,4
31702,0,49,11543,1,H,A,0,0.077,63.0,0,52,1,21.0,9.33,2.0,18,10,0,1
119192,0,39,9253,2,H,S,0,0.167,82.0,1,48,1,18.0,5.88,3.0,17,12,9,3
22592,0,35,14818,3,H,S,0,0.353,37.0,1,28,1,18.0,5.67,4.0,21,12,1,6
135618,0,05,15831,0,H,A,1,0.048,45.0,0,64,1,26.0,14.5,3.0,38,12,0,1
25448,1,34,19264,1,H,S,12,0.238,66.0,1,62,1,15.0,6.42,4.0,38,14,0,5
147964,0,09,14937,1,U,N,0,0.25,,0,21,0,16.0,8.33,,65,15,0,2
97040,0,24,32703,2,H,S,0,0.15,,1,71,1,16.0,10.43,4.0,25,14,0,3
8048,0,40,16420,0,H,A,0,0.056,83.0,0,41,0,27.0,10.25,5.0,19,10,2,1
61750,1,40,15021,5,U,S,1,0.238,,1,76,1,16.0,8.23,,28,14,0,5
23234,0,49,9918,1,H,A,0,0.118,71.0,0,26,0,27.0,10.0,1.0,15,10,0,2
64480,1,36,12826,0,U,A,0,0.111,,0,39,1,18.0,7.14,,35,13,0,2
141357,0,18,18417,2,H,A,0,0.111,57.0,0,42,0,22.0,15.25,6.0,0,12,0,2
167613,0,02,31744,0,U,A,0,0.0,,0,57,0,,15.5,,0,11,0,0
86535,0,48,12583,0,U,A,0,0.071,73.0,0,24,0,26.0,32.5,1.0,59,12,1,1
107569,1,49,11042,0,H,A,0,0.111,51.0,0,44,1,26.0,36.11,5.0,37,6,0,1
12041,0,08,6668,4,U,A,0,0.19,54.0,3,89,1,22.0,7.58,,26,25,0,4
16230,0,47,12369,1,U,A,0,0.2,,0,24,0,24.0,21.67,3.0,18,12,0,3
169041,0,46,8892,1,U,N,0,0.1,,0,19,0,24.0,15.0,,42,9,0,1
