CONTROL_NUMBER,DONATED,CLUSTER_CODE,MONTHS_SINCE_LAST_PROM_RESP,FILE_AVG_GIFT,LIFETIME_GIFT_AMOUNT,IN_HOUSE,SES,PUBLISHED_PHONE,OVERLAY_SOURCE,RECENCY_STATUS_96NK,RECENT_RESPONSE_COUNT,MEDIAN_HOUSEHOLD_INCOME,LAST_GIFT_AMT,MONTHS_SINCE_ORIGIN,DONOR_AGE,PCT_OWNER_OCCUPIED,WEALTH_RATING,MONTHS_SINCE_LAST_GIFT,DONOR_GENDER
82865,0,17,20.0,15.0,15.0,0,2,0,N,F,1,368,15.0,17,,46,,20,F
4588,1,44,24.0,12.44,398.0,1,2,1,M,A,3,337,25.0,137,81.0,92,3.0,5,M
129485,0,12,16.0,11.0,44.0,0,1,1,B,A,2,463,15.0,65,64.0,93,7.0,16,M
98055,0,53,17.0,6.22,112.0,0,3,1,B,S,6,194,8.0,65,39.0,77,1.0,17,M
9287,1,18,18.0,7.2,180.0,1,2,0,B,S,6,420,10.0,89,58.0,83,5.0,18,M
152497,0,18,25.0,10.6,53.0,0,2,1,M,A,2,526,20.0,77,63.0,86,7.0,25,M
178432,1,11,18.0,9.27,139.0,0,1,0,P,A,3,456,14.0,113,69.0,67,8.0,18,F
70697,0,30,15.0,5.86,123.0,0,3,1,B,S,6,229,6.0,137,75.0,83,1.0,15,F
91966,0,44,25.0,12.5,25.0,0,2,0,P,A,2,361,20.0,29,,75,,25,F
138169,0,27,20.0,7.8,39.0,0,2,1,P,A,4,254,10.0,41,35.0,42,,20,F
111203,0,39,15.0,3.43,79.0,0,2,1,B,S,8,289,6.0,89,,87,7.0,15,F
37117,0,21,19.0,13.75,55.0,0,3,0,P,A,1,281,15.0,65,63.0,88,3.0,19,F
30047,1,49,16.0,7.05,134.0,0,2,0,N,S,4,279,10.0,137,45.0,73,4.0,16,F
111474,0,41,15.0,7.3,241.0,0,3,1,B,A,7,225,10.0,89,57.0,77,8.0,15,M
55574,0,51,18.0,15.67,47.0,0,3,0,P,A,3,181,17.0,29,67.0,87,,18,M
187155,0, .,20.0,6.63,53.0,0,?,0,N,A,5,297,10.0,41,,72,,6,F
173422,0,10,22.0,11.75,94.0,0,4,0,N,A,2,0,15.0,89,,0,,22,M
145874,0,12,20.0,11.91,131.0,0,1,0,B,A,4,578,20.0,113,,89,7.0,20,M
127101,0,14,23.0,12.78,115.0,0,1,0,N,S,2,713,15.0,89,,90,,18,F
11461,0,34,26.0,8.17,237.0,1,1,0,P,A,3,473,10.0,137,71.0,74,7.0,4,M
19864,1,27,18.0,5.29,37.0,0,2,1,B,A,6,343,7.0,41,57.0,73,,18,M
74990,0,36,18.0,10.73,118.0,0,2,1,P,A,2,281,20.0,89,,70,7.0,18,F
1819,0,34,19.0,7.54,196.0,0,1,0,B,A,8,489,10.0,89,55.0,87,9.0,18,M
106430,1,36,20.0,10.0,100.0,0,2,1,M,A,4,282,15.0,137,46.0,80,2.0,20,F
161590,1,11,18.0,8.2,41.0,0,1,1,M,A,3,194,10.0,29,,64,,18,F
184221,0,12,21.0,7.5,30.0,0,1,1,P,A,4,304,9.0,29,81.0,86,,21,F
80336,1,27,17.0,6.93,97.0,0,2,0,B,A,3,464,5.0,137,67.0,93,,17,F
166109,0,13,15.0,10.67,224.0,0,1,1,B,A,2,769,10.0,137,75.0,96,9.0,15,F
92748,0,24,18.0,9.75,39.0,0,1,1,B,A,2,754,25.0,41,67.0,96,,18,F
91845,0,13,16.0,15.0,15.0,0,1,0,B,F,1,209,15.0,17,79.0,72,,16,F
90299,0,35,18.0,12.08,145.0,0,1,0,P,A,6,419,15.0,53,64.0,77,8.0,18,F
48793,0,35,18.0,5.63,45.0,0,1,1,B,S,5,553,5.0,41,50.0,90,,18,F
70722,1,30,18.0,12.33,74.0,0,3,1,B,A,1,252,16.0,77,7.0,78,2.0,18,F
147206,0,09,16.0,12.5,25.0,0,3,0,N,N,2,133,15.0,17,,10,,16,F
120089,1,45,23.0,9.0,27.0,0,2,1,P,A,2,245,15.0,53,67.0,68,,23,F
166937,1,15,19.0,11.0,132.0,0,1,0,B,A,2,417,20.0,101,78.0,51,6.0,19,M
8103,1,29,20.0,12.21,171.0,1,2,0,M,S,6,287,11.0,89,73.0,90,5.0,20,M
56697,1,21,19.0,7.7,77.0,0,3,1,B,A,7,250,10.0,41,51.0,81,,19,F
118887,0,24,17.0,11.5,23.0,0,1,1,B,N,2,539,20.0,29,63.0,78,,17,M
40232,0,33,19.0,13.33,160.0,0,3,1,B,S,2,215,25.0,77,79.0,63,4.0,18,M
144351,1,07,21.0,11.46,149.0,0,2,0,P,A,2,311,25.0,137,61.0,43,4.0,21,F
176687,0,31,31.0,8.36,117.0,0,3,1,M,A,1,89,10.0,137,47.0,7,0.0,18,F
152621,1,24,16.0,7.62,99.0,0,1,1,B,S,2,464,10.0,101,79.0,75,6.0,16,M
72936,1,51,15.0,9.59,259.0,0,3,1,B,S,3,244,27.0,137,36.0,81,2.0,15,M
21732,0,28,19.0,6.15,160.0,0,2,1,B,E,6,299,6.0,137,63.0,88,,19,M
97100,0,41,15.0,5.3,53.0,0,3,1,M,A,3,216,5.0,77,,58,,15,M
175384,0,10,22.0,12.5,25.0,0,4,1,B,A,1,209,15.0,41,68.0,63,,22,F
59862,0,49,19.0,7.93,111.0,0,2,1,B,S,3,292,15.0,89,81.0,79,6.0,19,F
99333,0,24,23.0,9.0,27.0,0,1,1,B,A,2,579,15.0,41,71.0,85,,23,M
64873,0,16,18.0,7.88,63.0,0,2,1,B,S,5,307,11.0,41,43.0,58,,18,F
102767,0,51,19.0,8.6,43.0,0,3,0,P,A,4,166,18.0,41,51.0,78,,19,F
173777,1,43,15.0,15.2,76.0,0,2,0,P,A,3,265,20.0,53,34.0,61,0.0,15,F
122856,0,02,16.0,10.27,113.0,0,1,1,B,A,2,419,18.0,101,65.0,75,8.0,16,F
66974,0,35,22.0,17.5,70.0,0,1,1,B,A,2,648,25.0,41,60.0,94,9.0,22,F
65113,0,38,19.0,9.38,197.0,0,2,1,B,A,3,221,14.0,137,77.0,39,5.0,19,M
126678,0,48,17.0,8.0,48.0,0,2,1,B,A,2,206,15.0,65,38.0,76,2.0,17,M
55384,0,32,30.0,14.2,71.0,0,3,0,P,A,1,96,25.0,41,79.0,47,,18,F
82592,0,24,15.0,8.48,195.0,0,1,1,B,S,3,224,10.0,137,79.0,39,1.0,15,M
167799,1,28,17.0,18.0,36.0,0,2,1,B,N,2,353,21.0,29,37.0,86,,17,F
41494,0,11,16.0,17.5,35.0,0,1,0,B,F,1,298,10.0,17,49.0,72,,15,M
38084,0,04,24.0,21.67,65.0,0,2,1,P,A,2,264,30.0,41,53.0,68,,24,M
172031,0,20,24.0,20.0,20.0,0,2,0,B,N,1,266,20.0,29,29.0,35,,24,F
120301,0,39,17.0,4.18,117.0,0,2,0,B,S,8,254,4.0,137,75.0,45,3.0,17,M
43258,0,37,22.0,10.8,162.0,0,2,1,B,A,7,239,13.0,125,73.0,63,2.0,22,F
143948,0,03,18.0,17.33,52.0,0,1,0,B,A,1,433,20.0,65,71.0,73,8.0,18,F
188645,1,04,16.0,15.0,15.0,0,2,1,B,F,1,241,0.0,17,82.0,32,,5,F
135296,1,29,15.0,6.33,38.0,0,2,1,B,A,5,254,8.0,29,82.0,7,,15,F
32441,0,33,21.0,5.89,58.88,0,3,1,B,A,6,213,7.0,77,69.0,96,,21,M
27108,1,17,16.0,7.35,147.0,0,2,1,B,A,3,304,11.0,125,76.0,40,4.0,16,F
173559,0,42,18.0,10.43,73.0,0,1,0,N,A,2,363,10.0,53,50.0,60,3.0,18,M
81252,0,35,16.0,4.67,112.0,0,1,1,B,S,5,453,5.0,137,81.0,86,4.0,16,F
166350,1,13,18.0,20.83,125.0,0,1,1,P,A,3,690,40.0,53,45.0,78,9.0,18,F
111507,0,40,25.0,17.93,251.0,0,2,0,N,A,1,407,10.0,113,87.0,88,5.0,25,U
185024,1,45,18.0,23.85,1622.0,1,2,0,P,S,6,202,5.0,137,37.0,64,2.0,11,F
135498,0,02,24.0,13.0,26.0,0,1,1,P,A,2,320,16.0,41,25.0,79,,24,M
56121,0,38,16.0,24.17,145.0,0,2,0,N,A,2,191,25.0,41,48.0,44,8.0,16,F
141330,0,12,17.0,10.67,32.0,0,1,0,N,N,3,542,10.0,29,,94,,17,F
162762,0,20,18.0,8.67,52.0,0,2,0,M,A,2,421,15.0,77,,80,7.0,18,M
84097,1,13,17.0,25.0,25.0,0,1,0,B,F,1,710,25.0,17,87.0,77,,17,F
65437,1,20,18.0,9.88,79.0,0,2,1,N,A,5,231,14.0,77,,79,,18,F
185473,0,43,18.0,10.75,129.0,1,2,0,P,S,3,226,20.0,125,86.0,77,2.0,14,F
33111,0,18,19.0,8.33,50.0,0,2,1,B,A,3,396,15.0,41,38.0,89,,19,M
37998,0,11,16.0,20.0,20.0,0,1,1,M,F,1,512,20.0,17,66.0,71,,16,M
113108,0,30,26.0,13.0,26.0,0,3,0,B,A,2,167,16.0,29,,68,,26,M
80968,0,48,21.0,15.0,15.0,0,2,1,B,F,1,179,15.0,17,45.0,92,,21,F
131963,0,51,17.0,25.0,25.0,0,3,0,N,F,1,161,25.0,17,,70,,17,M
143406,0,06,18.0,12.0,36.0,0,2,0,B,A,3,369,20.0,29,39.0,65,,18,F
154672,0, .,17.0,20.0,20.0,0,?,0,B,F,1,417,20.0,17,57.0,64,,17,F
138100,0,26,15.0,10.7,107.0,0,2,1,M,A,2,250,18.0,113,7.0,40,,15,M
55953,0,36,17.0,25.0,75.0,0,2,1,B,A,1,179,30.0,41,45.0,51,4.0,17,M
175659,1,11,21.0,7.82,86.0,0,1,1,B,A,2,514,15.0,137,82.0,54,9.0,21,F
107057,0,12,26.0,10.71,75.0,0,1,0,P,A,1,533,15.0,89,,99,7.0,20,F
44500,1,48,16.0,7.59,121.5,0,2,1,B,A,7,169,8.0,89,52.0,84,0.0,16,F
14867,0,29,17.0,7.91,253.0,1,2,1,M,S,4,217,13.0,113,,64,0.0,17,F
103382,0,40,19.0,10.5,42.0,0,2,1,B,A,4,303,10.0,29,46.0,80,,19,M
23932,0,40,26.0,18.75,75.0,0,2,1,B,A,1,387,20.0,89,55.0,81,,26,U
167420,0,18,16.0,20.0,20.0,0,2,0,N,F,1,772,20.0,17,,43,,16,F
172005,0,25,26.0,11.67,70.0,0,2,0,M,A,2,403,22.0,53,47.0,84,1.0,26,F
130585,0,15,29.0,22.14,155.0,0,1,0,B,A,1,426,30.0,89,70.0,35,8.0,17,F
103989,0,44,21.0,15.0,30.0,0,2,0,P,N,2,332,20.0,29,43.0,83,,21,F
113009,0,34,24.0,10.16,193.0,0,1,1,B,S,3,407,10.0,113,45.0,78,8.0,24,F
65074,1,17,18.0,9.8,137.15,0,2,0,N,S,3,286,15.0,125,,26,3.0,18,F
116731,0,35,16.0,15.0,15.0,0,1,0,B,F,1,495,15.0,17,51.0,94,,16,F
81298,1,27,16.0,9.69,281.0,0,2,1,B,S,5,324,15.0,137,50.0,84,4.0,16,U
83908,0,26,19.0,7.79,109.0,0,2,0,N,S,3,199,0.0,137,,11,8.0,15,F
183293,0,40,24.0,7.68,146.0,0,2,1,B,S,1,386,14.0,113,78.0,90,6.0,15,M
135406,1,18,24.0,11.0,55.0,0,2,1,B,A,1,395,25.0,101,56.0,77,7.0,24,M
80687,0,38,16.0,15.0,15.0,0,2,1,P,F,1,425,15.0,17,79.0,89,,16,F
146877,0,01,21.0,10.5,105.0,0,1,0,B,A,3,887,12.0,113,77.0,84,5.0,21,F
42417,0,48,20.0,10.25,123.0,0,2,1,B,A,1,241,16.0,113,43.0,88,4.0,20,M
52729,1,28,18.0,5.83,35.0,0,2,1,B,A,3,204,10.0,53,67.0,82,,18,F
82621,0,12,17.0,9.92,129.0,0,1,0,N,A,3,458,12.0,137,,78,8.0,17,F
189934,0,42,16.0,20.0,60.0,1,1,1,B,A,2,287,20.0,41,67.0,82,,16,M
161967,0,13,17.0,4.25,68.0,0,1,1,B,S,7,333,5.0,125,77.0,34,9.0,17,M
168515,0,02,21.0,11.17,67.0,0,1,0,P,A,2,583,20.0,101,62.0,74,8.0,21,F
52825,0,24,21.0,10.33,31.0,0,1,0,P,A,2,381,15.0,41,55.0,89,,21,F
144415,0,15,17.0,27.8,417.0,0,1,1,P,A,1,381,30.0,137,,21,3.0,17,F
112025,0,51,16.0,15.0,15.0,0,3,0,P,F,1,178,15.0,17,,78,,16,F
188026,0,36,18.0,8.5,204.0,0,2,0,N,E,6,228,11.0,101,,75,,18,M
53004,0,40,18.0,6.94,118.0,0,2,0,N,S,3,0,15.0,125,48.0,0,,18,M
113783,0,53,20.0,10.2,102.0,0,3,0,P,A,2,188,20.0,137,41.0,79,2.0,20,F
34617,0,20,17.0,10.2,102.0,0,2,1,B,A,4,255,10.0,101,73.0,67,3.0,17,M
142495,1,01,18.0,11.4,57.0,0,1,0,N,A,3,340,15.0,65,,7,0.0,18,F
109647,0,40,18.0,10.94,197.0,0,2,1,P,S,3,240,12.0,101,47.0,33,7.0,18,M
107032,0,14,18.0,35.22,317.0,0,1,1,B,A,2,933,70.0,101,47.0,99,9.0,18,M
164175,1,46,21.0,9.09,100.0,0,2,1,P,A,1,351,15.0,137,,81,4.0,21,F
14219,1,30,18.0,8.25,214.5,1,3,1,B,A,2,182,10.0,137,56.0,64,2.0,18,F
66322,1,16,18.0,7.33,22.0,0,2,1,B,N,3,522,10.0,29,84.0,80,,18,M
14246,0,27,24.0,12.75,102.0,1,2,0,P,A,2,350,10.0,65,51.0,48,7.0,18,F
135470,0,12,19.0,9.5,38.0,0,1,0,N,A,2,519,20.0,41,49.0,91,9.0,19,U
37860,0,06,18.0,6.0,102.0,0,2,1,B,A,1,322,15.0,137,,66,,18,F
34632,1,12,17.0,7.5,45.0,0,1,0,M,A,5,377,10.0,29,62.0,87,,17,F
161560,0,39,16.0,6.75,27.0,0,2,0,B,A,4,277,7.0,41,40.0,73,,16,F
156614,0,13,22.0,14.2,71.0,0,1,1,N,A,3,394,20.0,65,61.0,72,7.0,22,M
46751,0,40,17.0,10.38,166.0,0,2,0,B,A,2,326,20.0,137,17.0,76,5.0,17,M
133136,0,49,16.0,10.0,20.0,0,2,1,B,A,1,260,15.0,29,,72,,16,M
150986,0,06,18.0,6.86,96.0,0,2,0,B,S,6,472,10.0,77,72.0,79,,18,M
105013,0,49,18.0,13.71,96.0,0,2,0,N,A,2,313,25.0,101,45.0,80,,18,F
117662,0,40,27.0,15.75,63.0,0,2,0,N,A,2,314,25.0,41,,65,,18,M
63632,0,23,16.0,10.0,80.0,0,1,1,B,A,4,365,15.0,89,,57,8.0,16,U
44593,0,37,18.0,10.0,20.0,0,2,1,M,N,2,207,15.0,29,,55,,18,M
78879,0,20,15.0,13.57,190.0,0,2,0,N,S,3,200,15.0,77,16.0,47,7.0,15,F
142783,1,01,17.0,18.0,90.0,0,1,0,P,A,3,164,25.0,65,84.0,6,0.0,17,F
44473,0,29,22.0,4.71,99.0,0,2,0,N,S,5,369,10.0,77,86.0,93,6.0,22,F
142505,0,23,16.0,9.67,87.0,0,1,0,P,S,3,351,13.0,77,60.0,35,9.0,16,F
93826,0,05,18.0,6.06,97.0,0,2,0,P,A,2,453,10.0,137,83.0,92,,18,F
55023,0,35,17.0,18.0,36.0,0,1,1,B,A,1,521,26.0,29,65.0,96,,17,F
94438,0,05,18.0,11.0,99.0,0,2,0,P,A,2,299,16.0,137,64.0,74,5.0,18,M
10696,0,10,18.0,9.4,498.0,1,4,1,N,S,5,0,10.0,137,,0,3.0,17,M
100445,0,20,25.0,9.9,99.0,0,2,0,N,A,4,303,16.0,89,42.0,59,6.0,25,U
61026,1,36,16.0,20.0,20.0,0,2,1,M,F,1,270,20.0,17,,68,,16,F
42229,0,50,17.0,10.24,174.0,0,3,0,N,S,4,183,6.0,77,,69,1.0,16,M
25396,0,24,15.0,13.67,205.0,0,1,1,B,A,7,546,10.0,125,61.0,96,9.0,15,F
49809,0,47,16.0,8.77,114.0,0,2,0,N,S,3,208,10.0,137,65.0,80,7.0,16,M
19469,0,18,21.0,11.75,47.0,0,2,1,B,A,2,315,20.0,65,62.0,57,6.0,21,M
51108,0,31,18.0,16.0,48.0,0,3,0,P,A,3,283,25.0,29,45.0,63,,18,F
101109,1,24,18.0,13.8,207.0,0,1,1,B,A,2,468,10.0,137,69.0,96,7.0,18,F
181228,0,31,17.0,15.0,15.0,0,3,1,M,F,1,214,15.0,17,76.0,38,,17,M
149831,0,03,17.0,19.54,254.0,0,1,0,P,A,2,637,22.0,125,65.0,59,9.0,17,U
383,0,14,15.0,18.11,163.0,0,1,1,N,A,2,521,20.0,41,,47,6.0,15,M
22963,0,25,15.0,8.09,89.0,0,2,1,B,A,2,193,10.0,137,76.0,55,2.0,15,F
18283,0,31,16.0,8.78,79.0,0,3,0,N,A,4,79,12.0,113,,14,,16,M
177280,0,51,21.0,14.5,116.0,0,3,1,B,A,1,156,30.0,65,27.0,64,1.0,21,F
102521,1,44,18.0,12.5,25.0,0,2,1,B,N,2,350,20.0,29,53.0,82,,18,M
140742,0,43,18.0,11.86,83.0,0,2,1,P,A,1,270,17.0,101,,75,2.0,18,F
80467,0,11,15.0,10.0,20.0,0,1,1,P,N,2,214,15.0,17,65.0,61,,15,F
81314,0,49,23.0,10.7,107.0,0,2,0,B,A,1,289,20.0,137,49.0,85,3.0,23,F
16922,0,40,15.0,15.0,30.0,0,2,0,B,F,2,296,20.0,17,,78,,15,M
77413,0,38,17.0,6.38,83.0,0,2,1,B,A,5,292,10.0,65,79.0,40,,17,F
148707,0,11,21.0,20.17,121.0,0,1,0,N,A,2,490,30.0,65,,62,2.0,21,F
94004,0,27,16.0,2.28,82.0,0,2,0,N,S,7,327,5.0,137,,60,5.0,16,U
72596,0,49,26.0,3.87,89.0,0,2,1,B,A,1,369,17.0,137,67.0,86,5.0,26,M
6917,0,13,17.0,22.8,342.0,1,1,0,N,S,3,396,45.0,137,37.0,92,7.0,17,M
152847,1,13,19.0,14.81,311.0,0,1,0,B,A,5,518,22.0,101,77.0,88,8.0,19,M
14717,1,04,15.0,6.46,155.0,1,2,1,M,A,3,205,13.0,125,71.0,22,9.0,15,F
6286,0,01,19.0,11.0,308.0,1,1,0,B,A,2,611,20.0,125,,87,5.0,19,F
105083,0,49,23.0,11.46,149.0,0,2,0,N,A,3,274,15.0,137,,76,5.0,23,M
35980,0,16,17.0,5.31,69.0,0,2,1,B,A,5,319,5.0,113,42.0,70,5.0,17,M
61808,1,40,20.0,20.0,20.0,0,2,1,B,F,1,385,20.0,17,48.0,71,,20,M
115407,0,45,19.0,10.33,31.0,0,2,0,P,A,2,221,20.0,29,41.0,77,,19,F
162386,0,15,17.0,8.8,44.0,0,1,1,B,A,1,342,20.0,65,32.0,16,6.0,17,F
105601,0,39,20.0,15.0,30.0,0,2,1,N,A,2,286,20.0,29,,79,,20,M
99861,0,43,16.0,5.0,90.0,0,2,1,B,S,9,225,5.0,101,74.0,83,1.0,16,F
27824,0,49,22.0,6.33,95.0,0,2,1,B,A,7,367,6.0,77,34.0,95,3.0,22,F
64463,0,45,15.0,8.89,80.0,0,2,0,N,A,7,278,11.0,65,,73,,15,F
36480,0,08,21.0,5.36,75.0,0,3,1,B,S,3,172,12.0,101,79.0,73,1.0,21,M
24747,1,14,16.0,9.0,45.0,0,1,1,B,A,3,661,15.0,65,53.0,95,9.0,16,F
69404,0,35,,41.67,125.0,0,1,1,B,A,0,522,50.0,53,50.0,95,9.0,17,M
164945,0,20,26.0,17.89,161.0,0,2,1,M,A,1,352,25.0,113,87.0,75,4.0,26,M
162820,1,03,21.0,17.5,35.0,0,1,0,B,A,1,544,25.0,41,40.0,69,,21,M
98275,1,43,21.0,9.07,127.0,0,2,1,P,S,6,224,9.0,89,,85,,21,U
68105,0,10,,4.42,57.5,0,4,1,B,A,0,307,14.0,137,27.0,85,,26,F
61988,0,49,18.0,14.0,70.0,0,2,0,P,A,1,294,25.0,77,57.0,69,5.0,18,M
89816,1,14,17.0,35.0,210.0,0,1,1,B,A,2,760,50.0,77,50.0,97,9.0,17,M
140078,0,35,26.0,11.0,33.0,0,1,0,N,A,3,712,15.0,29,37.0,79,,26,F
112163,0,49,18.0,10.29,72.0,0,2,0,N,A,2,219,15.0,113,,84,4.0,18,M
7392,0,38,21.0,12.22,110.0,1,2,1,B,A,2,261,25.0,89,83.0,62,7.0,21,M
70616,0,49,,20.0,80.0,0,2,1,B,A,0,296,25.0,41,55.0,86,,18,M
112535,0,24,19.0,25.0,25.0,0,1,0,N,F,1,0,25.0,17,,0,,19,F
20178,1,50,16.0,25.67,77.0,0,3,0,P,N,3,166,25.0,29,41.0,69,,16,M
6997,0, .,18.0,10.68,170.89,1,?,0,N,A,1,216,10.0,137,67.0,63,1.0,18,F
83966,0,18,,20.0,20.0,0,2,1,B,F,0,454,20.0,29,51.0,92,,20,F
140547,1,49,17.0,20.0,20.0,0,2,0,N,F,1,259,20.0,17,,78,,17,M
144846,0, .,20.0,37.5,75.0,0,?,0,B,N,2,927,40.0,29,33.0,97,,20,F
131424,0,45,19.0,16.67,50.0,0,2,1,B,A,2,185,25.0,53,73.0,76,4.0,19,M
148572,1,06,18.0,5.14,36.0,0,2,0,N,A,5,468,4.0,41,70.0,86,,18,M
180383,1,30,17.0,8.21,115.0,0,3,1,B,S,2,338,10.0,101,37.0,75,4.0,17,F
54870,0,47,24.0,13.6,68.0,0,2,0,N,A,3,258,20.0,41,,77,,24,M
40039,0,09,20.0,15.0,15.0,0,3,1,B,F,1,255,15.0,17,35.0,66,,20,F
86225,1,49,22.0,13.5,54.0,0,2,0,B,A,1,247,20.0,77,61.0,79,7.0,22,M
57461,0,11,15.0,11.82,260.0,0,1,1,M,S,8,358,17.0,101,,71,7.0,15,F
135152,1,17,23.0,15.0,30.0,0,2,0,P,A,2,270,15.0,29,29.0,21,,23,F
96707,0,26,18.0,12.33,37.0,0,2,1,B,A,2,258,17.0,41,45.0,44,,18,M
172784,1,46,17.0,5.57,78.0,0,2,1,B,S,8,175,6.0,89,65.0,78,5.0,17,F
968,0,21,18.0,9.0,63.0,0,3,1,B,A,2,233,20.0,65,39.0,63,3.0,18,F
3891,1,39,17.0,19.17,345.0,1,2,1,P,A,3,212,25.0,137,82.0,73,4.0,16,F
137424,0,29,24.0,11.21,157.0,0,2,0,P,A,5,0,16.0,89,27.0,0,7.0,24,M
188170,1, .,21.0,22.79,319.0,0,?,0,N,E,2,374,10.0,137,,79,,21,M
74861,0,44,16.0,31.25,125.0,0,2,0,P,A,4,373,50.0,29,44.0,85,,16,M
45065,0,29,16.0,15.5,62.0,0,2,0,B,A,3,98,25.0,41,,11,,16,F
182052,0,16,16.0,6.0,60.0,0,2,1,B,A,6,313,8.0,113,67.0,78,,16,U
95386,0,44,17.0,4.72,85.0,0,2,0,P,S,9,344,5.0,65,,79,,17,M
191775,0, .,23.0,18.33,440.0,1,?,1,B,A,1,421,25.0,129,78.0,84,9.0,8,M
97066,0,36,19.0,5.09,56.0,0,2,0,N,S,6,210,6.0,53,87.0,67,2.0,17,F
158517,1,05,20.0,15.17,182.0,0,2,0,P,A,1,330,21.0,137,63.0,82,3.0,20,F
49859,0,18,21.0,11.5,230.0,0,2,1,B,A,3,430,10.0,113,52.0,82,7.0,18,M
106743,0,05,19.0,8.33,25.0,0,2,0,B,A,2,273,15.0,41,,86,,19,F
139452,0,06,17.0,50.0,50.0,0,2,0,B,F,1,328,50.0,17,37.0,85,,17,F
30267,0,50,18.0,8.13,65.0,0,3,0,P,S,5,206,11.0,53,63.0,71,0.0,18,F
186573,1,40,18.0,7.69,100.0,0,2,0,P,A,4,488,3.0,89,,97,7.0,8,F
109837,0,18,16.0,7.78,70.0,0,2,1,B,A,4,361,10.0,77,71.0,89,,16,M
188439,1, .,15.0,9.12,155.01,1,?,0,N,S,2,306,10.0,137,,50,2.0,6,F
56951,0,20,26.0,6.54,85.0,0,2,0,N,A,1,284,20.0,137,,59,7.0,26,F
69452,0,38,19.0,7.5,30.0,0,2,0,B,A,1,370,15.0,65,25.0,76,,19,F
103737,0,53,20.0,15.0,15.0,0,3,1,B,F,1,122,15.0,17,51.0,80,,20,M
4594,0,29,16.0,17.86,250.0,1,2,0,N,S,3,257,15.0,65,77.0,89,4.0,5,M
165283,0,27,21.0,18.33,55.0,0,2,0,P,A,2,611,20.0,29,,83,,18,U
185505,0,33,18.0,9.43,198.0,1,3,0,N,S,3,215,10.0,137,,62,1.0,6,F
78900,0,20,16.0,43.33,130.0,0,2,1,B,A,3,315,35.0,29,79.0,40,,16,F
122001,1,12,22.0,13.0,26.0,0,1,0,B,A,2,425,16.0,29,37.0,70,,22,M
106965,0,17,17.0,18.29,128.0,0,2,0,P,A,1,315,27.0,101,43.0,62,,17,F
178622,0,35,23.0,20.0,20.0,0,1,0,P,N,1,486,20.0,29,41.0,71,,23,M
154090,0,29,15.0,23.0,230.0,0,2,0,B,A,5,353,30.0,125,65.0,81,3.0,15,M
81258,0,27,17.0,15.5,62.0,0,2,1,B,A,3,302,17.0,29,69.0,52,,17,F
119906,0,53,21.0,9.29,130.0,0,3,1,B,S,3,203,15.0,137,73.0,82,1.0,21,M
118189,0,24,21.0,15.0,30.0,0,1,0,P,A,2,573,15.0,29,31.0,95,,21,F
74780,0,22,15.0,3.52,74.0,0,1,0,M,S,7,214,4.0,113,75.0,61,7.0,15,F
52420,0,51,20.0,2.98,59.5,0,3,1,P,A,1,189,12.0,137,71.0,86,4.0,20,M
25459,0,49,16.0,14.29,100.0,0,2,0,P,A,2,256,20.0,89,71.0,83,4.0,16,F
133533,0,49,21.0,25.0,25.0,0,2,0,P,F,1,283,25.0,17,,79,,21,F
74732,1,45,22.0,15.92,191.0,0,2,0,N,A,3,214,15.0,125,,92,1.0,22,M
60897,1,16,18.0,3.22,87.0,0,2,0,N,S,7,345,5.0,101,,80,5.0,18,F
82809,0,20,16.0,9.57,67.0,0,2,1,B,A,3,451,17.0,77,26.0,86,5.0,16,M
65578,1,08,22.0,10.11,91.0,0,3,0,P,A,2,399,15.0,77,76.0,95,6.0,22,F
148546,1,14,15.0,5.13,77.0,0,1,1,P,S,5,811,5.0,113,85.0,92,9.0,15,M
120867,0,10,19.0,15.5,155.0,0,4,1,B,S,2,82,10.0,101,75.0,19,0.0,19,F
127339,0,12,15.0,15.11,136.0,0,1,0,B,A,3,401,27.0,89,75.0,61,8.0,15,M
150904,0,08,15.0,8.25,33.0,0,3,0,B,A,4,384,9.0,29,85.0,68,,15,F
30402,0,30,18.0,10.13,162.0,0,3,0,P,A,2,277,14.0,137,46.0,64,4.0,18,M
40421,1,24,18.0,6.27,163.0,0,1,1,B,S,8,363,24.0,77,58.0,93,8.0,18,M
9022,0,28,22.0,7.24,268.0,1,2,1,P,S,6,371,9.0,113,86.0,88,9.0,22,F
117831,0,45,23.0,20.0,40.0,0,2,0,P,A,2,255,20.0,29,83.0,74,,23,M
149121,1,24,20.0,12.0,36.0,0,1,1,B,A,3,676,16.0,29,49.0,95,,20,M
87309,0,41,17.0,20.0,40.0,0,3,0,P,N,2,105,20.0,29,67.0,56,,17,F
1499,0,14,15.0,17.37,330.0,0,1,0,N,A,8,632,15.0,41,61.0,92,,15,M
13589,0,21,17.0,6.63,106.0,1,3,0,P,S,9,274,12.0,41,73.0,64,,5,M
15704,0,40,18.0,10.33,31.0,0,2,0,P,A,3,288,15.0,29,51.0,78,,18,F
26225,0,11,21.0,8.5,34.0,0,1,1,B,A,3,603,15.0,41,29.0,65,,21,U
76651,0,22,15.0,10.0,30.0,0,1,0,B,A,2,395,15.0,41,42.0,38,,15,F
