CONTROL_NUMBER,DONATED,CLUSTER_CODE,RECENT_STAR_STATUS,CARD_PROM_12,FREQUENCY_STATUS_97NK,DONOR_GENDER,MONTHS_SINCE_LAST_GIFT,LIFETIME_GIFT_RANGE,LIFETIME_PROM,PCT_OWNER_OCCUPIED,MEDIAN_HOUSEHOLD_INCOME,RECENT_RESPONSE_COUNT,LIFETIME_GIFT_AMOUNT,WEALTH_RATING,LIFETIME_MAX_GIFT_AMT,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_PROP,FILE_AVG_GIFT,RECENT_CARD_RESPONSE_PROP
165799,0,21,0,6,4,M,17,8.0,56,67,0,4,78.0,0.0,11.0,10.33,0.2,7.8,0.333
178836,0,12,0,6,1,F,24,15.0,61,89,552,2,119.0,9.0,20.0,17.5,0.095,11.9,0.2
94915,1,03,0,2,1,F,15,5.0,47,32,117,1,73.0,5.0,15.0,15.0,0.067,12.17,0.167
155223,0,24,0,4,1,M,18,0.0,12,83,479,1,20.0,,20.0,20.0,0.2,20.0,0.5
142705,0,07,0,4,1,F,21,6.0,28,34,153,3,54.0,,16.0,16.0,0.15,13.5,0.091
21221,0,41,0,4,1,M,18,10.0,71,59,207,1,96.0,2.0,15.0,0.0,0.059,8.73,0.0
25604,0,11,0,6,2,F,19,7.0,42,75,518,3,168.0,6.0,32.0,0.0,0.136,28.0,0.0
122208,0,24,0,6,4,M,21,9.0,62,81,685,6,114.0,,12.0,7.6,0.333,6.33,0.5
168038,1,14,0,6,3,M,17,35.0,43,94,1214,4,180.0,9.0,40.0,30.0,0.19,20.0,0.3
106820,0,13,0,6,1,F,18,40.0,37,3,164,3,126.0,,50.0,38.67,0.143,31.5,0.3
4594,0,29,1,6,2,M,5,29.0,103,89,257,3,250.0,4.0,35.0,22.5,0.15,17.86,0.222
115574,0,14,1,6,2,F,18,16.93,77,86,438,3,135.07,9.0,17.0,15.5,0.143,7.95,0.2
175759,0,20,0,6,3,F,19,10.0,33,55,342,3,42.0,,15.0,15.0,0.2,10.5,0.2
4501,0,45,1,6,4,F,16,11.0,100,70,173,6,238.0,3.0,16.0,13.67,0.3,9.92,0.273
86192,0,48,0,5,1,F,16,0.0,14,66,191,1,25.0,,25.0,25.0,0.2,25.0,0.5
121189,0,32,0,6,2,F,19,17.0,35,41,155,4,58.0,,20.0,10.0,0.2,9.67,0.111
25627,0,32,0,6,3,M,17,5.0,21,55,199,3,25.0,,10.0,7.5,0.3,8.33,0.4
83933,0,21,0,6,2,M,18,25.0,54,79,275,2,78.0,,30.0,0.0,0.133,13.0,0.0
28798,0,50,0,6,2,M,19,15.0,46,70,144,4,129.0,0.0,25.0,21.0,0.182,18.43,0.091
112532,1,49,1,6,2,F,18,10.0,72,66,225,5,219.0,7.0,15.0,10.67,0.227,9.52,0.273
9742,1,18,14,4,1,M,14,12.0,104,48,322,0,194.0,6.0,15.0,0.0,0.0,9.24,0.0
25591,1,30,0,6,4,F,17,6.0,25,0,0,5,45.0,,10.0,7.25,0.417,6.43,0.667
137199,1,23,0,6,1,F,21,12.0,43,94,270,1,38.0,5.0,15.0,15.0,0.056,7.6,0.125
2396,1,36,0,5,3,U,18,5.0,21,91,233,2,25.0,,10.0,10.0,0.4,8.33,0.5
163860,0,03,0,5,1,U,21,0.0,16,45,439,1,25.0,,25.0,25.0,0.143,25.0,0.333
156784,0,02,0,4,1,M,16,0.0,13,82,526,1,18.0,,18.0,18.0,0.2,18.0,0.5
45878,1,33,0,5,1,F,16,12.0,36,64,168,2,46.0,6.0,15.0,13.0,0.2,7.67,0.4
30259,0,27,0,6,1,M,18,20.0,54,76,339,1,81.0,5.0,25.0,23.0,0.056,16.2,0.125
19779,1,14,0,6,2,M,17,20.0,60,95,608,3,141.0,9.0,30.0,30.0,0.143,17.63,0.1
173189,0,46,0,6,2,M,16,20.0,69,85,497,3,142.0,2.0,25.0,22.5,0.143,14.2,0.2
3424,0,35,0,6,1,M,15,30.0,29,92,467,1,70.0,,50.0,20.0,0.2,35.0,0.5
131062,0,24,0,4,1,F,17,6.0,23,78,306,2,26.0,,16.0,10.0,0.133,13.0,0.167
87706,1,36,0,6,4,M,18,4.0,29,70,211,4,57.0,,13.0,13.0,0.235,11.4,0.143
36109,0,21,0,6,1,M,25,14.0,29,60,286,2,36.0,,20.0,15.0,0.105,12.0,0.222
101674,1,40,0,6,1,M,18,12.0,69,86,360,3,94.0,,15.0,8.0,0.136,6.71,0.091
113501,1,27,0,6,4,F,20,3.0,35,68,404,6,41.0,,6.0,5.25,0.286,5.13,0.4
48497,0,49,0,5,3,F,15,5.0,24,87,280,4,32.0,,10.0,6.0,0.333,8.0,0.4
85913,1,43,0,6,3,M,15,9.0,63,78,248,3,107.0,1.0,14.0,12.67,0.15,9.73,0.333
179439,0,02,0,6,1,M,24,5.0,24,76,403,2,45.0,,25.0,0.0,0.133,22.5,0.0
65013,0,16,0,6,3,F,17,10.0,32,97,325,3,46.0,,13.0,9.0,0.158,7.67,0.222
95945,0,20,0,4,1,F,24,10.0,29,76,292,2,31.0,,15.0,15.0,0.111,10.33,0.143
163894,0,01,0,6,1,F,22,15.0,61,28,397,2,145.0,5.0,25.0,25.0,0.095,18.13,0.1
73381,0,41,0,5,3,F,16,10.0,20,84,231,3,30.0,,15.0,7.5,0.375,10.0,0.5
95029,0, .,0,6,3,M,15,7.0,44,87,409,4,67.0,,12.0,11.25,0.333,9.57,0.667
106965,0,17,0,5,1,F,17,22.0,57,62,315,1,128.0,,27.0,27.0,0.091,18.29,0.2
56310,0,42,0,4,1,M,27,15.0,23,86,317,2,25.0,,20.0,5.0,0.125,12.5,0.143
108702,0,43,0,3,1,F,24,0.0,15,87,270,1,20.0,,20.0,20.0,0.1,20.0,0.25
176284,0,27,0,4,2,F,18,12.0,36,57,307,3,53.0,,15.0,12.0,0.2,8.83,0.286
75703,1,53,0,6,3,F,16,7.0,26,78,218,4,35.0,,10.0,6.75,0.286,5.83,0.571
159257,0,11,1,4,3,F,18,22.0,56,48,413,3,183.0,7.0,25.0,18.5,0.167,9.15,0.2
109292,0,24,1,6,3,M,16,6.0,61,82,488,4,109.0,,11.0,9.0,0.222,7.27,0.125
136839,0,06,0,6,3,M,17,5.0,29,90,421,4,46.0,,10.0,10.0,0.286,7.67,0.167
39515,0,17,0,6,2,M,20,20.0,61,49,351,5,171.0,7.0,25.0,18.0,0.238,14.25,0.273
16215,0,40,3,5,1,M,26,6.0,59,74,355,2,185.0,,11.0,0.0,0.091,9.74,0.0
118286,0,36,0,6,2,M,18,10.0,42,62,231,3,61.0,3.0,15.0,10.5,0.15,10.17,0.222
100726,0,17,0,6,2,F,18,12.0,50,83,513,2,66.0,5.0,15.0,0.0,0.105,9.43,0.0
176695,0,21,0,4,1,M,19,0.0,13,81,312,1,20.0,,20.0,20.0,0.2,20.0,0.5
152287,0,24,0,5,1,F,20,30.0,50,92,493,3,122.0,7.0,35.0,24.0,0.143,12.2,0.2
15958,0,41,1,6,4,M,16,21.0,57,86,232,10,635.0,2.0,26.0,24.33,0.526,21.17,0.545
37794,0,13,0,5,2,F,15,15.0,20,92,1022,2,65.0,,40.0,25.0,0.2,32.5,0.25
127435,0,25,0,6,1,F,20,10.0,30,9,192,4,80.0,,20.0,15.0,0.235,16.0,0.222
120551,1,45,0,6,2,U,18,17.0,46,80,210,2,66.0,,20.0,0.0,0.111,7.33,0.0
177752,0,34,0,6,3,M,17,22.0,25,75,520,4,48.0,,25.0,12.67,0.333,12.0,0.5
96998,0,22,0,4,2,F,17,15.0,18,68,387,3,40.0,,20.0,10.0,0.25,10.0,0.375
119843,1,45,0,6,1,F,24,15.0,63,52,185,1,100.0,1.0,20.0,15.0,0.05,14.29,0.111
125155,0,21,0,6,4,F,18,15.0,26,67,233,4,87.0,,25.0,12.0,0.286,14.5,0.429
26017,0,16,0,6,1,M,18,20.0,52,86,371,1,90.0,7.0,25.0,25.0,0.053,15.0,0.111
76159,0,27,0,6,2,F,20,5.0,25,63,359,3,38.0,,15.0,14.0,0.214,12.67,0.286
88680,0,14,0,4,1,F,17,0.0,14,92,677,1,15.0,,15.0,15.0,0.2,15.0,0.5
177867,1,45,1,3,3,M,16,3.0,51,62,223,5,85.0,3.0,6.0,4.25,0.385,4.25,0.571
173872,1,11,0,4,1,F,16,0.0,13,74,463,1,15.0,,15.0,15.0,0.2,15.0,0.5
186218,0,03,0,7,3,M,9,5.0,36,44,395,4,49.0,,10.0,7.0,0.267,8.17,0.286
55209,0,35,0,5,2,F,15,11.0,54,90,401,2,70.0,,15.0,0.0,0.105,7.0,0.0
81659,0,25,0,6,3,F,18,7.0,36,62,288,5,57.0,8.0,12.0,10.67,0.313,9.5,0.375
98180,0,45,7,5,1,U,18,10.0,60,53,175,1,150.0,2.0,12.0,0.0,0.071,9.38,0.0
28461,0,15,1,6,3,F,17,7.0,68,37,334,2,78.0,,10.0,0.0,0.105,5.57,0.0
89675,0,12,0,3,1,F,22,0.0,12,91,500,0,15.0,,15.0,0.0,0.0,15.0,0.0
4589,0,21,0,5,3,M,18,6.0,65,93,253,6,95.0,3.0,10.0,5.5,0.273,6.33,0.182
83279,1,14,0,6,1,F,24,17.0,48,93,596,2,63.0,9.0,20.0,17.5,0.105,9.0,0.222
107159,0,46,1,6,4,M,15,8.0,70,59,260,4,76.0,,10.0,5.0,0.211,3.45,0.125
190380,0,31,0,6,2,U,15,0.0,19,73,190,2,77.3,,38.65,38.65,0.333,38.65,0.667
176163,0,16,0,6,2,F,18,20.0,30,62,311,4,51.0,,25.0,8.0,0.222,12.75,0.222
3227,0,28,0,6,1,F,16,15.0,73,81,432,1,100.0,7.0,20.0,0.0,0.05,11.11,0.0
183671,0,52,1,5,3,M,20,4.0,60,62,179,6,115.0,0.0,7.0,6.0,0.3,5.48,0.4
142377,0,42,0,5,3,M,15,5.0,17,75,387,2,24.0,,10.0,10.0,0.286,8.0,0.333
107328,0,46,0,5,1,M,17,0.0,15,78,249,1,30.0,,30.0,30.0,0.2,30.0,0.5
97804,0,34,0,5,1,M,18,13.0,51,79,386,2,67.0,6.0,18.0,0.0,0.118,13.4,0.0
54195,0,38,0,6,2,M,17,27.0,58,69,191,1,148.0,1.0,40.0,25.0,0.05,24.67,0.111
56862,0,39,1,4,3,M,19,17.0,54,79,200,4,143.0,8.0,20.0,8.5,0.25,7.15,0.222
162523,0,13,0,6,3,M,18,5.0,25,76,422,4,27.0,,10.0,5.0,0.25,6.75,0.286
18126,0,44,1,6,2,F,20,11.0,43,73,309,5,77.0,7.0,16.0,11.5,0.263,9.63,0.4
176491,1,46,0,6,2,F,15,12.0,38,75,289,3,66.0,3.0,22.0,17.0,0.15,16.5,0.222
161023,1,42,0,4,1,M,24,10.0,61,54,281,1,104.0,,20.0,0.0,0.063,14.86,0.0
58014,0,51,0,4,1,F,18,12.0,15,83,199,2,18.0,,15.0,0.0,0.333,9.0,0.0
5144,1,25,1,11,2,M,5,12.0,123,2,171,3,332.0,1.0,15.0,12.5,0.2,10.06,0.286
110291,1,31,1,6,2,M,21,12.77,57,0,0,3,75.77,,15.77,13.26,0.167,9.47,0.333
153193,0,03,0,5,2,F,15,5.0,66,57,384,4,75.0,,10.0,5.0,0.211,5.77,0.125
95409,0,49,0,6,1,M,18,16.0,32,76,338,3,44.0,,20.0,10.0,0.15,11.0,0.111
36936,0,30,0,6,1,M,18,20.0,53,44,292,2,113.0,3.0,25.0,16.0,0.105,16.14,0.222
132767,1,24,0,6,2,M,24,5.0,28,70,409,3,35.0,,15.0,11.67,0.167,11.67,0.375
96840,0,49,3,4,1,F,26,9.0,55,76,295,4,45.0,2.0,10.0,1.0,0.25,1.36,0.286
31339,0,36,0,6,2,F,23,15.0,59,57,208,2,125.0,2.0,25.0,10.0,0.1,17.86,0.1
142588,0,05,0,6,1,F,18,8.0,57,70,350,1,110.0,5.0,18.0,0.0,0.05,13.75,0.0
33064,0,24,0,6,3,M,16,9.0,19,73,406,3,26.0,,14.0,14.0,0.429,8.67,0.333
82995,1,20,1,6,4,M,15,4.0,66,94,365,6,88.0,9.0,7.0,5.0,0.333,4.4,0.4
145325,0,03,0,4,1,F,18,0.0,13,59,604,1,20.0,,20.0,20.0,0.2,20.0,0.5
160444,0,38,5,6,1,F,22,31.0,61,39,214,2,163.0,,36.0,30.5,0.091,16.3,0.182
148883,1,35,0,3,1,M,20,0.0,13,86,595,1,15.0,,15.0,15.0,0.143,15.0,0.333
79455,0,41,0,4,1,F,23,10.0,44,68,241,2,47.0,4.0,15.0,13.0,0.133,9.4,0.333
4513,1,27,0,5,1,M,26,10.0,65,69,355,2,104.0,6.0,20.0,18.0,0.111,13.0,0.125
129572,0,17,0,4,1,F,18,0.0,12,37,216,1,15.0,,15.0,0.0,0.2,15.0,0.0
137436,0,29,0,6,1,M,18,25.0,32,93,631,1,75.0,,50.0,50.0,0.059,37.5,0.125
120665,0,41,0,4,1,F,21,9.0,56,87,304,1,115.0,,12.0,0.0,0.125,7.19,0.0
92264,0,24,0,6,2,M,18,12.0,54,92,502,4,97.0,8.0,15.0,10.0,0.182,9.7,0.182
147347,0,13,0,6,2,F,18,10.0,25,42,277,2,50.0,,20.0,0.0,0.143,16.67,0.0
97424,1,53,1,5,4,M,18,7.0,81,78,166,6,160.0,1.0,10.0,3.67,0.286,4.85,0.273
86985,1,27,1,6,2,F,16,13.0,62,84,419,4,119.0,9.0,15.0,11.67,0.182,9.15,0.273
82121,1,40,1,6,4,F,16,18.0,75,94,380,8,182.0,6.0,20.0,9.0,0.4,6.5,0.455
174152,1,12,0,6,1,F,17,16.0,40,73,633,2,52.0,8.0,21.0,15.0,0.1,13.0,0.111
68556,0,24,0,4,1,F,16,0.0,13,94,652,1,15.0,,15.0,15.0,0.2,15.0,0.5
22644,1,47,1,6,2,F,20,10.0,54,76,191,3,92.0,,15.0,13.67,0.176,9.2,0.429
135336,0,14,0,4,1,F,19,5.0,24,92,626,2,25.0,,15.0,10.0,0.133,12.5,0.167
162598,1,13,0,10,2,F,6,20.0,103,34,362,3,260.0,8.0,25.0,10.0,0.136,13.0,0.091
1656,0,45,1,11,4,F,18,11.0,104,77,265,10,162.0,4.0,12.0,5.83,0.5,6.75,0.545
10366,0,35,1,6,2,M,20,9.0,88,73,500,3,168.0,8.0,14.0,12.0,0.15,9.33,0.2
188313,0,49,1,8,2,M,6,10.0,36,72,215,4,72.0,,20.0,10.0,0.222,14.4,0.125
83368,0,40,0,3,4,F,15,18.0,39,81,451,3,54.0,,20.0,11.0,0.231,4.91,0.333
79994,0,35,0,6,1,F,17,15.0,25,46,335,2,35.0,,25.0,17.5,0.143,17.5,0.286
159806,0,24,0,5,1,F,20,0.0,16,92,477,1,25.0,,25.0,0.0,0.143,25.0,0.0
17898,0,32,0,6,4,F,16,7.0,21,75,312,3,22.0,,10.0,5.0,0.273,5.5,0.2
163323,0,01,0,6,1,F,19,25.0,57,12,202,2,140.0,0.0,35.0,0.0,0.1,23.33,0.0
70722,1,30,0,4,1,F,18,6.0,48,78,252,1,74.0,2.0,16.0,0.0,0.067,12.33,0.0
52350,1,51,0,5,3,F,16,7.0,23,82,209,4,28.0,,10.0,8.33,0.364,7.0,0.6
69506,1,18,0,6,1,F,25,15.0,65,88,451,2,169.0,8.0,20.0,16.0,0.091,13.0,0.182
65358,0,18,0,6,2,M,15,5.0,29,97,515,4,50.0,,15.0,0.0,0.235,12.5,0.0
53142,0,17,8,3,1,F,15,19.0,55,25,271,2,66.0,7.0,20.0,4.0,0.125,5.5,0.143
105608,0,45,15,4,1,F,17,8.0,62,75,198,1,90.0,,10.0,10.0,0.067,5.29,0.167
105642,0,36,0,5,1,F,26,25.0,53,73,259,1,112.0,5.0,30.0,0.0,0.05,18.67,0.0
27231,0,47,1,6,2,U,17,5.0,81,78,227,3,150.0,2.0,10.0,10.0,0.158,8.82,0.3
12887,0,27,1,6,4,M,19,7.0,67,77,361,10,246.0,7.0,11.0,10.67,0.5,8.79,0.545
111835,0,50,0,6,3,M,20,7.0,31,63,132,3,33.0,,10.0,10.0,0.188,8.25,0.143
186061,0,35,7,5,3,F,10,5.0,53,88,556,3,98.0,8.0,10.0,10.0,0.214,8.91,0.167
2444,0,46,0,10,1,M,16,20.0,85,68,175,2,136.0,0.0,25.0,25.0,0.182,10.46,0.25
59695,0,49,0,5,1,F,26,15.0,59,76,283,1,89.0,6.0,20.0,0.0,0.048,11.13,0.0
6981,1, .,0,9,4,F,9,2.0,88,76,287,7,159.0,,7.0,5.0,0.333,5.13,0.4
112653,0,15,0,6,3,F,15,5.0,34,0,0,3,32.0,,10.0,0.0,0.158,6.4,0.0
64165,1,40,0,6,2,F,23,12.0,32,81,155,3,39.0,,15.0,10.0,0.158,7.8,0.222
37531,1,08,0,6,3,F,18,9.0,56,31,226,3,114.0,2.0,14.0,12.0,0.143,10.36,0.2
106343,0,53,1,4,4,F,15,5.0,47,76,173,6,52.0,,7.0,6.67,0.353,4.33,0.429
128173,0,24,1,6,2,M,19,17.0,78,73,369,3,249.0,5.0,20.0,18.33,0.136,13.83,0.273
139628,1,05,1,6,2,M,19,26.0,84,72,284,4,429.0,6.0,31.0,20.0,0.2,17.16,0.273
179697,0,11,8,6,1,F,24,27.0,66,67,430,3,144.0,9.0,30.0,17.33,0.15,9.0,0.3
191445,0,17,0,6,2,F,16,12.0,56,76,316,3,76.0,6.0,15.0,14.0,0.158,9.5,0.25
38186,0,08,0,3,1,M,25,0.0,18,57,311,1,15.0,,15.0,0.0,0.091,15.0,0.0
107710,0,40,0,6,4,M,19,6.0,39,88,351,6,62.0,,9.0,7.25,0.316,6.2,0.444
135498,0,02,0,3,1,M,24,6.0,24,79,320,2,26.0,,16.0,13.0,0.133,13.0,0.286
379,0, .,0,6,1,F,18,10.0,51,77,162,2,85.0,2.0,15.0,0.0,0.125,8.5,0.0
188241,0,33,1,2,3,F,18,15.0,45,71,218,4,408.0,5.0,25.0,16.67,0.5,12.36,0.75
68472,0,16,0,5,1,F,15,0.0,12,97,544,1,35.0,,35.0,0.0,0.25,35.0,0.0
84582,1,24,5,6,1,F,22,5.0,36,94,468,3,57.0,8.0,15.0,13.5,0.158,11.4,0.2
10833,0,31,0,6,2,M,19,10.0,45,5,199,3,100.0,,25.0,22.5,0.2,20.0,0.25
96003,1,46,0,5,4,F,17,5.0,47,76,258,3,48.0,,8.0,7.0,0.188,4.8,0.429
26358,0,12,3,4,1,F,24,13.0,53,74,427,1,115.0,,16.0,16.0,0.091,9.58,0.2
98845,0,53,0,6,2,F,18,29.99,76,75,170,3,264.01,0.0,32.0,20.0,0.136,17.6,0.091
42791,0,28,1,6,2,F,18,10.0,47,69,304,3,102.0,,15.0,10.0,0.273,9.27,0.167
44637,0,40,0,6,2,U,15,27.0,76,89,414,3,272.0,5.0,30.0,25.0,0.136,20.92,0.182
15136,0,47,0,6,2,F,18,5.0,25,85,264,3,35.0,,15.0,10.0,0.214,11.67,0.286
101473,0,41,0,5,2,F,15,10.0,37,61,190,2,45.0,,15.0,13.0,0.125,9.0,0.333
61911,0,32,0,3,1,F,25,0.0,17,62,200,1,15.0,,15.0,0.0,0.083,15.0,0.0
143528,1,01,1,6,4,F,19,7.0,58,12,288,7,158.0,3.0,11.0,9.75,0.412,7.52,0.5
161229,1,49,0,4,1,F,19,10.0,62,44,302,1,78.0,2.0,15.0,0.0,0.067,8.67,0.0
83302,0,12,1,6,2,F,16,11.0,55,74,503,2,79.0,,16.0,15.0,0.118,9.88,0.286
58566,1,40,0,5,2,M,15,15.0,26,81,309,2,37.0,,20.0,12.0,0.133,12.33,0.167
122423,0,24,0,5,1,F,26,16.0,29,59,558,4,108.0,,36.0,25.0,0.222,27.0,0.222
107040,1,26,0,6,4,M,18,8.0,63,6,259,4,92.0,9.0,11.0,10.0,0.2,7.08,0.3
184121,0,31,0,6,2,M,18,10.0,62,41,213,1,96.0,1.0,15.0,10.0,0.05,8.73,0.111
17102,1,39,1,6,3,F,22,7.0,46,61,271,5,74.0,,10.0,7.0,0.227,5.69,0.091
155037,0,12,0,6,4,M,16,8.0,65,86,534,5,129.0,7.0,13.0,11.25,0.238,9.21,0.4
12695,0,29,0,3,1,F,5,18.0,40,70,249,1,77.0,,18.0,0.0,0.167,15.4,0.0
6198,1,11,1,6,3,F,4,15.0,107,61,433,4,314.0,5.0,20.0,20.0,0.2,13.65,0.4
47245,1,32,0,7,4,F,4,4.0,29,91,312,6,36.0,,7.0,5.75,0.353,5.14,0.5
116267,1,13,0,5,2,F,18,10.0,20,93,421,2,30.0,,20.0,10.0,0.182,15.0,0.2
44473,0,29,1,6,2,F,22,7.0,52,93,369,5,99.0,6.0,10.0,5.75,0.227,4.71,0.364
7451,1,22,0,6,4,U,17,21.0,76,54,229,5,252.0,7.0,26.0,21.25,0.25,14.82,0.4
61685,0,30,1,6,4,F,15,17.0,77,49,209,4,210.0,1.0,20.0,10.0,0.19,9.13,0.182
168456,0,02,0,6,2,U,19,10.0,20,83,578,2,30.0,,20.0,10.0,0.182,15.0,0.2
44326,0,29,0,6,2,M,21,15.0,66,95,242,5,140.0,4.0,20.0,19.0,0.238,12.73,0.273
3242,0, .,1,6,4,F,16,9.0,70,59,284,10,255.0,5.0,14.0,11.17,0.526,9.81,0.545
67066,0,36,7,6,1,F,18,20.0,67,42,173,3,232.0,6.0,30.0,20.0,0.136,19.33,0.091
51846,1,51,12,6,1,F,19,10.0,68,82,177,2,240.0,3.0,20.0,20.0,0.095,15.0,0.091
7676,1,49,5,6,1,F,25,30.0,110,69,244,2,317.0,4.0,35.0,0.0,0.091,13.78,0.0
60244,0,16,1,6,3,M,18,10.0,55,68,300,4,66.0,7.0,13.0,11.5,0.222,8.25,0.25
88516,0,35,0,6,1,F,18,10.0,52,92,772,2,82.0,9.0,20.0,15.0,0.095,13.67,0.1
143482,0,03,0,4,2,F,15,9.0,13,23,199,1,21.0,,15.0,15.0,0.25,10.5,0.5
131189,0,39,0,6,3,M,19,10.0,23,63,304,3,25.0,,15.0,10.0,0.3,8.33,0.4
124190,0,43,0,6,4,M,18,5.0,26,85,268,6,52.0,,10.0,8.5,0.462,5.78,0.333
66882,0,11,1,4,4,F,17,9.0,33,79,551,7,122.0,5.0,12.0,10.8,0.636,7.63,0.625
56863,0,21,10,3,1,F,18,8.0,63,92,339,1,81.0,7.0,10.0,10.0,0.056,4.5,0.125
179225,0,18,0,6,4,F,18,4.0,23,74,454,3,28.0,,7.0,7.0,0.25,5.6,0.333
183223,1,18,0,6,2,M,17,10.0,30,86,337,4,61.0,,20.0,15.25,0.222,15.25,0.444
29364,0,47,0,4,4,U,18,45.0,51,86,199,6,365.0,2.0,50.0,45.0,0.375,22.81,0.333
87748,0,38,1,5,2,M,16,7.0,67,42,243,2,73.0,7.0,10.0,10.0,0.111,5.62,0.143
188164,1,14,1,2,2,U,19,7.0,43,73,575,3,128.0,,12.0,10.0,0.375,8.53,0.5
112889,0,51,0,5,1,M,15,15.0,30,79,181,2,32.0,,20.0,0.0,0.125,10.67,0.0
57462,0,21,0,2,3,M,19,8.0,44,62,252,4,103.0,5.0,13.0,10.33,0.286,8.58,0.429
29166,0,46,0,6,3,M,19,7.0,51,78,249,4,64.0,,10.0,8.5,0.235,7.11,0.25
42499,1,48,1,6,4,M,18,5.0,28,67,181,4,40.0,,10.0,7.5,0.25,6.67,0.444
108986,0,24,0,3,1,F,21,0.0,13,63,363,1,15.0,,15.0,15.0,0.143,15.0,0.333
83767,0,16,4,6,1,M,18,13.0,74,95,380,3,164.0,3.0,15.0,8.0,0.136,6.56,0.182
58075,0,39,0,5,1,F,16,10.0,66,73,173,1,133.0,,15.0,0.0,0.056,9.5,0.0
98459,0,45,0,6,1,F,16,12.0,72,77,269,1,102.0,3.0,15.0,15.0,0.053,6.8,0.111
78965,0,18,0,4,1,M,22,0.0,22,97,419,2,30.0,,15.0,15.0,0.143,15.0,0.333
80774,0,36,0,4,1,F,19,15.0,20,78,316,2,25.0,,20.0,5.0,0.167,12.5,0.2
86325,0,36,0,4,1,F,26,10.0,29,68,256,1,22.0,,16.0,0.0,0.056,11.0,0.0
164894,1,20,1,6,2,F,18,9.0,71,59,382,2,108.0,,11.0,8.0,0.1,3.86,0.222
152528,1,28,0,4,1,F,17,0.0,13,42,293,1,15.0,,15.0,15.0,0.2,15.0,0.5
56407,1,51,12,6,2,F,15,15.0,72,80,173,3,181.0,2.0,20.0,19.0,0.167,10.65,0.2
171337,0,34,0,4,1,F,18,10.0,29,77,442,2,31.0,5.0,15.0,0.0,0.125,10.33,0.0
11961,1,12,13,7,1,F,4,20.0,117,78,644,3,432.0,7.0,25.0,25.0,0.143,21.6,0.273
104905,1,12,0,6,2,F,19,10.0,42,61,382,2,80.0,9.0,15.0,0.0,0.095,11.43,0.0
179039,0,21,1,2,2,F,19,30.0,47,53,238,1,294.0,1.0,35.0,14.0,0.083,21.0,0.2
41931,0,38,1,6,4,F,17,7.0,44,73,365,6,97.0,6.0,12.0,10.2,0.286,9.7,0.455
57057,0,36,0,4,1,M,17,20.0,21,41,104,2,30.0,,25.0,25.0,0.167,15.0,0.2
52656,0,51,1,5,3,F,16,5.0,59,64,217,6,58.0,2.0,7.0,4.33,0.3,3.41,0.3
77685,0,40,0,6,1,F,18,17.0,53,78,263,2,86.0,1.0,22.0,0.0,0.111,12.29,0.0
43302,0,23,0,6,1,M,18,2.0,28,89,477,2,52.0,,27.0,25.0,0.111,26.0,0.125
70261,0,30,0,4,1,M,18,17.0,52,81,219,1,59.0,1.0,20.0,0.0,0.077,9.83,0.0
162698,0,13,1,4,3,M,18,8.0,45,84,544,5,112.0,9.0,18.0,10.0,0.313,12.44,0.375
107537,0,45,0,6,1,M,18,15.0,44,70,218,1,65.0,2.0,25.0,0.0,0.053,13.0,0.0
127878,0,30,0,4,1,F,15,10.0,44,78,203,1,47.0,2.0,15.0,0.0,0.063,9.4,0.0
110066,0,41,0,5,4,M,15,2.0,45,74,157,4,41.0,,7.0,0.0,0.364,5.86,0.0
53,0,50,4,7,1,M,21,15.0,72,68,122,3,220.0,7.0,20.0,18.67,0.167,11.0,0.273
20573,0,24,0,4,1,F,23,10.0,36,77,517,1,60.0,9.0,25.0,0.0,0.056,20.0,0.0
77728,0,13,1,4,4,M,18,3.0,63,98,649,8,163.0,9.0,5.0,4.17,0.5,4.08,0.667
147362,0,02,0,6,1,M,18,25.0,38,70,404,1,55.0,7.0,30.0,0.0,0.067,18.33,0.0
38392,1,06,0,4,1,F,18,0.0,22,91,408,2,40.0,,20.0,0.0,0.143,20.0,0.0
172704,0,37,0,6,1,F,20,20.0,27,88,205,2,30.0,,25.0,25.0,0.125,15.0,0.143
36661,0,09,19,6,1,F,18,14.99,81,45,259,2,347.01,6.0,16.0,0.0,0.1,11.57,0.0
127800,0,53,0,4,1,M,18,0.0,12,80,173,0,20.0,,20.0,0.0,0.0,20.0,0.0
52478,0,43,0,6,2,U,19,8.0,60,81,225,1,94.0,1.0,13.0,9.0,0.05,9.4,0.111
49519,1,21,1,3,3,M,16,7.0,46,82,270,4,104.0,5.0,10.0,5.0,0.333,6.5,0.5
114598,0,30,0,6,4,F,18,8.0,66,60,173,5,95.0,1.0,11.0,6.33,0.278,6.33,0.333
79427,1,40,11,6,1,F,21,17.0,77,71,410,2,163.0,8.0,20.0,15.5,0.105,8.58,0.222
66479,0,21,0,3,1,M,21,0.0,13,75,354,1,15.0,,15.0,15.0,0.143,15.0,0.333
157775,0,05,0,6,4,M,18,7.0,24,86,445,5,41.0,,12.0,6.33,0.333,8.2,0.429
105300,0,51,1,6,2,M,19,7.0,70,84,218,3,92.0,6.0,10.0,10.0,0.15,4.84,0.111
