CONTROL_NUMBER,DONATED,CLUSTER_CODE,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,FREQUENCY_STATUS_97NK,INCOME_GROUP,RECENT_CARD_RESPONSE_PROP,LIFETIME_CARD_PROM,DONOR_AGE,URBANICITY,LAST_GIFT_AMT,LIFETIME_PROM,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,MEDIAN_HOME_VALUE,HOME_OWNER,PCT_ATTRIBUTE4,MONTHS_SINCE_LAST_PROM_RESP,RECENT_RESPONSE_COUNT
4415,0,49,0,33,2,2.0,0.1,33,56.0,R,15.0,87,291,83,676,H,18,19.0,3
131452,1,11,6,40,3,1.0,0.222,20,46.0,S,20.0,48,423,63,1828,H,41,17.0,3
163304,0,01,0,19,1,2.0,0.5,6,69.0,U,23.0,14,296,8,4250,H,10,17.0,1
68642,0,12,0,28,2,6.0,0.125,19,38.0,S,15.0,51,498,93,1493,H,45,17.0,2
113951,0,45,0,38,1,3.0,0.0,17,74.0,R,25.0,35,174,67,290,H,51,17.0,1
18689,0,40,0,25,3,,0.2,20,,T,10.0,50,322,79,711,U,35,16.0,3
180147,0,18,0,44,1,4.0,0.111,15,43.0,S,16.0,36,339,71,798,H,9,20.0,3
38761,0,22,0,43,1,,0.0,30,45.0,C,18.0,72,193,42,1113,U,52,24.0,1
35617,0,18,0,27,2,7.0,0.125,20,57.0,S,10.0,42,334,81,828,H,14,16.0,3
7296,0,41,1,33,1,2.0,0.091,32,,T,30.0,123,197,57,383,H,34,26.0,3
177402,0,44,0,41,2,2.0,0.273,25,65.0,R,15.0,66,235,83,973,H,47,16.0,5
5164,0, .,0,0,1,1.0,0.2,34,37.0,?,19.0,99,643,74,2882,U,0,21.0,2
72193,1,40,0,31,1,4.0,0.5,6,46.0,T,20.0,14,388,85,918,H,38,16.0,1
171358,1,35,1,53,2,7.0,0.091,32,79.0,T,25.0,76,689,91,2631,H,53,19.0,3
16344,0,46,0,44,1,5.0,0.0,20,48.0,R,15.0,48,191,81,436,H,58,19.0,2
159659,0,46,0,44,4,1.0,0.444,22,17.0,R,5.0,54,271,71,988,U,45,19.0,7
9592,0,11,1,28,2,6.0,0.143,20,80.0,S,15.0,64,465,64,5000,H,36,19.0,2
42577,0,37,0,64,4,,0.286,12,,T,5.0,27,292,2,613,U,81,21.0,2
119570,1,15,2,21,2,6.0,0.4,19,45.0,S,8.0,45,299,16,1458,H,0,16.0,4
175504,0,05,0,27,2,1.0,0.182,30,81.0,U,15.0,77,344,88,649,U,44,26.0,5
64015,0,30,0,23,2,1.0,0.444,29,76.0,C,10.0,64,305,74,676,H,44,23.0,5
14625,0,41,1,29,2,1.0,0.143,16,,T,8.0,65,236,80,350,U,33,21.0,2
181092,0,44,0,38,1,5.0,0.0,26,56.0,R,10.0,61,388,90,1466,H,10,21.0,1
93628,0,17,0,20,1,4.0,0.125,19,75.0,S,25.0,38,264,35,554,H,27,17.0,2
86917,0,30,0,25,1,2.0,0.0,20,,C,16.0,54,139,57,358,H,26,26.0,1
10789,1,49,0,36,3,3.0,0.455,33,74.0,R,9.0,108,284,71,534,H,28,18.0,8
184860,0,27,5,42,3,4.0,0.2,19,76.0,C,10.0,47,439,66,888,H,23,18.0,4
125560,0,11,2,36,1,7.0,0.273,16,73.0,S,21.0,35,1500,98,3720,H,24,23.0,3
35055,0,37,1,39,3,1.0,0.182,29,17.0,T,10.0,69,229,44,1066,U,50,19.0,4
66322,1,16,0,42,3,1.0,0.4,9,84.0,S,10.0,20,522,80,1152,U,60,18.0,3
100652,0,16,3,18,2,6.0,0.25,27,44.0,S,5.0,63,431,97,965,H,42,15.0,3
130460,0,04,6,31,4,1.0,0.5,10,87.0,U,15.0,26,1287,96,5941,U,22,17.0,4
16670,0,40,0,27,4,,0.3,17,,T,6.0,41,383,85,848,U,23,17.0,6
122517,0,45,0,39,1,7.0,0.0,27,56.0,R,23.0,72,198,79,419,H,47,18.0,1
108919,1,27,2,29,4,1.0,0.444,17,,C,12.0,42,210,63,629,U,31,19.0,6
88864,0,13,0,34,1,2.0,0.0,7,,S,20.0,23,805,90,3103,U,43,18.0,1
47709,1,51,0,23,4,5.0,0.545,28,77.0,R,15.0,76,179,76,367,H,48,17.0,7
149295,0,07,0,16,1,5.0,0.111,29,78.0,U,10.0,68,316,53,2256,H,44,25.0,2
167165,1,03,0,22,2,5.0,0.375,15,62.0,U,17.0,43,345,43,2600,H,21,20.0,3
165606,0,08,0,26,3,5.0,0.5,19,,U,9.0,47,346,56,1609,H,61,17.0,6
72820,0,53,0,40,1,,0.5,6,,R,20.0,14,125,76,294,U,50,16.0,1
143787,1,03,0,24,2,,0.286,11,,U,25.0,25,527,89,2423,U,74,22.0,3
185473,0,43,0,0,2,3.0,0.222,28,86.0,R,20.0,74,226,77,364,U,0,18.0,3
139563,1,11,1,40,4,7.0,0.273,25,,S,8.0,62,541,67,1647,H,22,15.0,5
143528,1,01,0,7,4,,0.5,25,48.0,U,10.0,58,288,12,2925,U,12,19.0,7
118805,1,24,0,33,2,5.0,0.333,20,54.0,C,15.0,54,520,80,1095,H,13,20.0,3
8730,0,30,0,26,4,,0.455,55,,C,10.0,147,573,84,1100,U,59,17.0,8
41901,1,08,0,40,3,3.0,0.111,25,41.0,U,26.0,66,329,65,380,U,35,15.0,4
104323,0,30,0,37,1,2.0,0.0,7,87.0,C,15.0,21,151,61,389,H,0,17.0,2
8195,1,53,0,30,4,,0.364,24,58.0,R,5.0,61,188,75,354,U,41,19.0,6
144559,0,06,0,35,4,5.0,0.333,30,75.0,U,5.0,69,433,76,2256,U,19,21.0,6
24746,0,36,0,35,4,5.0,0.111,19,73.0,T,10.0,51,405,70,987,H,29,18.0,6
99042,0,34,0,41,1,,0.25,21,,T,15.0,55,300,66,596,U,74,23.0,2
47094,0,40,0,39,1,5.0,0.273,31,51.0,T,17.0,74,500,89,916,H,30,23.0,3
107040,1,26,0,41,4,3.0,0.3,26,70.0,C,10.0,63,259,6,613,U,58,18.0,4
18096,0,25,0,20,2,2.0,0.0,27,,C,16.0,64,209,29,689,U,47,18.0,2
121505,0,18,0,24,1,5.0,0.0,19,49.0,S,20.0,48,321,59,404,H,0,18.0,2
184880,0,31,7,40,1,5.0,0.5,5,57.0,C,20.0,13,408,64,865,H,7,17.0,1
149015,0,03,0,21,4,1.0,0.273,19,73.0,U,17.0,50,493,63,5000,U,44,16.0,9
6562,0,03,0,27,3,1.0,0.273,23,17.0,U,10.0,82,637,59,4658,H,46,21.0,5
138997,1,41,0,48,2,2.0,0.125,19,72.0,T,10.0,50,173,78,480,H,55,15.0,3
53018,0,49,8,27,1,4.0,0.333,6,69.0,R,20.0,15,307,82,602,U,28,21.0,1
154709,1,19,0,30,1,,0.167,9,,S,16.0,22,291,71,1431,U,24,21.0,2
94039,0,05,0,28,2,,0.222,20,74.0,U,10.0,56,306,70,1087,U,60,18.0,3
146491,0,10,1,5,3,2.0,0.5,10,,U,10.0,23,315,47,1456,H,40,17.0,4
7492,0,13,0,32,1,,0.0,27,74.0,S,10.0,95,515,76,1408,U,37,26.0,1
42262,0,35,0,34,2,5.0,0.182,26,55.0,T,10.0,61,438,93,945,H,33,19.0,4
187121,0,24,0,23,1,6.0,0.3,21,51.0,C,25.0,54,534,97,1084,H,12,16.0,3
70435,0,28,0,39,2,3.0,0.111,14,56.0,C,25.0,35,260,90,755,H,43,23.0,2
74581,0,27,4,23,3,1.0,0.333,10,85.0,C,10.0,24,365,65,473,H,47,16.0,4
19222,0,35,0,50,1,,0.333,9,50.0,T,15.0,22,478,88,1074,U,41,23.0,2
107020,0,13,3,55,1,7.0,0.0,5,47.0,S,15.0,12,581,99,921,H,47,,0
40232,0,33,0,38,2,4.0,0.0,23,79.0,C,25.0,56,215,63,693,H,53,19.0,2
19376,0,24,0,29,4,1.0,0.1,28,49.0,C,150.0,67,294,76,823,H,28,17.0,3
56743,0,12,0,32,1,4.0,0.0,28,42.0,S,12.0,72,364,80,702,H,51,16.0,1
19855,0,24,9,38,2,5.0,0.4,7,74.0,C,16.0,15,410,72,1126,H,49,16.0,2
148658,0,08,0,12,1,1.0,0.5,7,,U,20.0,16,287,68,1555,H,63,18.0,1
177158,0,36,0,33,1,,0.0,24,52.0,T,23.0,58,248,82,1074,U,42,18.0,2
163614,1,02,0,43,3,,0.182,23,,U,10.0,53,588,92,4051,U,80,18.0,5
77534,0,40,0,23,1,,0.25,12,,T,25.0,30,375,51,1368,U,33,23.0,2
121111,0,10,0,25,3,1.0,0.3,32,71.0,U,4.0,75,163,42,396,H,48,19.0,6
177340,0,41,10,41,1,2.0,0.273,24,67.0,T,15.0,62,265,29,464,U,52,16.0,3
128108,0,30,0,22,3,2.0,0.1,26,64.0,C,5.0,65,212,72,306,H,55,15.0,5
190380,0,31,0,0,2,,0.667,8,,C,38.65,19,190,73,464,U,0,15.0,2
107644,1,46,0,29,3,2.0,0.125,30,76.0,R,10.0,71,268,71,422,U,37,15.0,2
180950,0,40,0,28,2,4.0,0.364,31,72.0,T,10.0,71,320,74,842,U,41,24.0,4
152783,0,35,1,42,1,,0.25,28,,T,16.0,65,551,90,2210,U,38,24.0,2
184549,1,27,0,34,3,4.0,0.182,17,54.0,C,25.0,37,507,57,1040,H,18,20.0,4
72812,0,35,0,28,3,3.0,0.455,34,78.0,T,12.0,74,446,93,1094,H,22,16.0,6
55389,0,28,0,49,3,4.0,0.222,26,76.0,C,5.0,63,251,77,414,H,28,16.0,4
20075,0,36,1,36,3,4.0,0.0,15,33.0,T,10.0,37,268,75,646,H,33,18.0,3
56826,0,14,0,33,1,6.0,0.0,8,43.0,S,15.0,24,514,85,1739,H,21,26.0,2
118189,0,24,0,43,1,6.0,0.333,9,31.0,C,15.0,22,573,95,1515,H,54,21.0,2
56452,0,40,1,36,2,4.0,0.111,31,68.0,T,14.0,71,452,93,715,H,7,17.0,2
65656,1,21,0,0,1,,0.333,9,,S,20.0,22,334,25,928,U,0,17.0,2
116525,0,36,0,30,2,4.0,0.286,11,,T,20.0,26,282,61,521,H,42,19.0,3
40566,1,17,0,7,3,4.0,0.111,13,56.0,S,15.0,35,442,77,1530,U,21,18.0,6
33206,0,30,0,29,2,4.0,0.0,12,59.0,C,10.0,32,210,73,338,H,29,23.0,2
113705,0,27,16,49,3,2.0,0.273,19,65.0,C,25.0,45,235,87,550,H,37,23.0,3
90875,0,16,3,24,1,3.0,0.2,15,64.0,S,20.0,36,391,95,636,H,31,22.0,2
95467,1,44,0,26,4,2.0,0.545,28,72.0,R,6.0,73,352,82,765,H,32,19.0,8
104049,1,53,0,50,4,1.0,0.667,17,,R,5.0,46,159,83,367,U,56,17.0,5
43713,0,26,0,40,1,5.0,0.125,12,,C,15.0,27,280,80,365,H,58,18.0,3
186647,0,14,0,13,3,6.0,0.143,23,61.0,S,3.0,57,212,79,624,H,0,21.0,2
184154,0,27,0,38,1,3.0,0.111,26,76.0,C,10.0,60,301,74,564,H,25,15.0,4
86053,0,45,0,29,4,4.0,0.364,34,50.0,R,10.0,82,322,89,618,U,44,20.0,8
91845,0,13,0,36,1,7.0,0.0,5,79.0,S,15.0,13,209,72,466,H,50,16.0,1
173391,0,42,0,30,4,,0.4,15,32.0,R,7.0,34,420,70,1176,U,38,16.0,7
115900,0,18,0,35,2,4.0,0.0,26,55.0,S,20.0,64,437,78,616,H,15,,0
166337,1,13,0,37,1,7.0,0.0,5,43.0,S,15.0,13,1221,95,5813,H,49,,0
160839,0,27,0,29,3,4.0,0.25,13,,C,7.0,31,328,60,1035,H,21,17.0,4
44828,1,53,0,36,4,4.0,0.1,22,73.0,R,9.0,54,189,82,395,H,40,16.0,5
165494,1,24,0,27,2,7.0,0.3,27,52.0,C,15.0,61,744,85,3898,H,13,20.0,3
120050,1,45,0,23,1,2.0,0.5,5,,R,15.0,12,209,74,281,U,33,19.0,1
34597,0,12,0,33,2,5.0,0.25,12,35.0,S,15.0,28,412,84,932,H,39,18.0,3
173994,1,01,1,39,2,1.0,0.2,9,,U,50.0,21,365,32,3500,U,26,18.0,2
178627,0,35,0,32,2,2.0,0.0,9,31.0,T,15.0,23,533,74,1801,H,14,19.0,2
93602,0,04,0,13,3,1.0,0.6,9,,U,9.0,23,262,17,1138,U,31,16.0,3
141110,0,07,6,39,4,4.0,0.625,12,67.0,U,8.0,29,389,90,875,H,18,17.0,8
150457,0,30,0,6,1,5.0,0.0,17,55.0,C,25.0,42,219,28,1576,H,33,23.0,1
1357,1,17,1,25,3,5.0,0.545,41,40.0,S,18.0,102,328,36,889,H,7,15.0,10
88680,0,14,0,23,1,7.0,0.5,5,51.0,S,15.0,14,677,92,2106,H,41,17.0,1
174356,0,25,0,32,2,,0.429,19,55.0,C,16.0,56,400,63,818,U,9,16.0,4
52759,0,27,0,33,2,,0.25,13,,C,10.0,33,314,85,693,U,45,17.0,3
145065,0,01,0,7,1,7.0,0.5,5,49.0,U,25.0,11,302,13,4143,H,0,18.0,1
19686,0,22,0,25,2,7.0,0.182,26,61.0,C,11.0,56,527,58,1404,H,49,19.0,4
136110,1, .,0,0,4,5.0,0.444,15,73.0,?,5.0,37,410,80,991,H,0,16.0,6
155965,0,27,3,34,1,4.0,0.0,31,57.0,C,31.0,76,405,82,1272,H,11,18.0,3
21602,0,37,0,38,2,,0.167,20,,T,20.0,50,287,82,644,U,54,21.0,2
171788,0,10,0,18,4,3.0,0.125,13,32.0,U,20.0,32,180,55,654,H,33,18.0,5
44795,0,48,0,53,4,,0.5,29,47.0,R,5.0,73,194,89,598,U,57,19.0,7
44604,0,31,0,47,4,,0.333,19,,C,2.0,44,85,34,571,U,43,16.0,4
61574,0,39,0,19,4,,0.444,14,,T,10.0,35,319,83,771,U,22,17.0,4
89767,0,16,0,33,2,,0.091,25,77.0,S,10.0,58,347,93,948,U,51,19.0,3
102942,0,37,0,34,1,2.0,0.091,34,77.0,T,15.0,85,249,75,547,U,41,17.0,3
114954,0,41,0,50,1,3.0,0.182,21,46.0,T,21.0,52,195,77,281,H,45,23.0,4
62115,0,36,1,31,3,1.0,0.111,27,67.0,T,10.0,68,251,64,484,U,48,16.0,4
107405,0,45,0,25,3,,0.2,14,,R,17.0,39,221,87,399,U,43,18.0,3
40006,0,23,0,53,4,,0.545,19,40.0,C,5.0,44,393,81,1237,U,81,16.0,11
189848,1,26,0,35,3,1.0,0.5,31,79.0,C,12.0,83,264,74,885,U,69,12.0,10
47021,0,49,0,22,3,,0.222,14,,R,10.0,34,170,89,349,U,35,22.0,4
160859,0,27,0,32,1,,0.143,20,48.0,C,15.0,53,407,93,1543,U,16,22.0,2
43001,1,28,0,37,1,,0.0,3,,C,15.0,9,267,62,1167,U,77,15.0,1
45366,0,29,0,49,1,,0.5,5,,C,15.0,13,313,83,880,U,48,17.0,1
185433,0,42,0,41,3,5.0,0.444,28,67.0,R,0.0,81,307,84,743,H,31,16.0,6
13766,0,27,10,54,3,3.0,0.125,21,65.0,C,12.0,70,261,77,546,H,19,16.0,4
86058,0,53,0,28,3,1.0,0.625,31,,R,5.0,71,213,75,523,U,31,15.0,5
968,0,21,0,32,1,6.0,0.111,23,39.0,S,20.0,59,233,63,378,H,41,18.0,2
157693,0,11,2,13,1,,0.5,6,,S,20.0,14,721,72,2913,U,8,16.0,1
2510,0,07,0,11,1,6.0,0.5,10,68.0,U,17.0,27,292,35,959,H,27,13.0,3
45868,0,33,1,39,3,6.0,0.182,17,83.0,C,15.0,40,184,80,518,H,65,18.0,5
34563,0,17,0,29,4,3.0,0.5,10,43.0,S,11.0,23,244,57,716,H,12,15.0,4
25277,1,35,0,51,1,4.0,0.5,5,76.0,T,15.0,11,369,89,747,H,54,19.0,1
25162,0,47,0,25,3,,0.286,24,79.0,R,10.0,52,213,72,432,U,25,21.0,3
126953,0,53,0,39,1,1.0,0.0,4,49.0,R,15.0,12,121,89,513,U,77,,0
90120,0,24,0,30,1,7.0,0.5,6,45.0,C,25.0,14,550,84,1379,H,43,17.0,1
34654,0,17,0,34,3,5.0,0.3,20,66.0,S,11.0,53,294,55,733,H,21,19.0,5
158881,0,34,0,33,1,5.0,0.0,10,,T,25.0,24,481,76,3130,U,62,18.0,1
102526,0,34,0,37,3,2.0,0.3,16,45.0,T,6.0,40,0,0,0,U,17,23.0,6
172390,0,25,0,28,2,1.0,0.222,17,63.0,C,15.0,42,173,33,745,U,25,21.0,4
94056,0,07,0,24,3,,0.4,30,82.0,U,6.0,74,516,82,1170,U,43,21.0,6
77103,0,13,0,36,1,4.0,0.0,9,83.0,S,15.0,27,561,99,1141,H,58,18.0,1
38471,1, .,0,0,2,7.0,0.143,25,47.0,?,12.0,62,471,81,1033,H,0,17.0,2
28325,0,15,0,13,3,5.0,0.5,9,48.0,S,10.0,20,297,22,1028,H,15,17.0,2
59703,0,39,2,34,3,5.0,0.4,9,31.0,T,12.0,24,344,84,645,H,35,17.0,3
15981,0,36,0,29,1,2.0,0.333,5,,T,20.0,14,313,85,574,H,43,21.0,1
174315,0,25,0,28,1,,0.222,15,,C,25.0,38,412,83,701,U,23,16.0,2
7340,0,40,0,30,1,,0.0,24,27.0,T,16.0,79,502,73,704,U,4,19.0,2
179472,0,01,0,18,1,5.0,0.1,32,59.0,U,10.0,77,238,11,1063,H,0,30.0,2
75288,0,11,0,20,4,5.0,0.455,19,73.0,S,25.0,45,389,52,1002,H,19,18.0,6
110368,0,36,0,23,3,5.0,0.333,10,45.0,T,10.0,25,166,73,356,H,49,23.0,2
128943,0,13,0,47,2,,0.1,31,,S,9.0,76,234,79,439,U,41,18.0,4
150305,0,08,0,24,1,2.0,0.0,27,,U,15.0,67,279,54,2017,U,54,18.0,1
29702,0,27,16,38,1,3.0,0.167,9,,C,20.0,23,350,71,638,H,4,18.0,2
175115,0,49,0,36,1,1.0,0.333,5,80.0,R,15.0,14,356,75,1127,H,28,21.0,1
74797,0,38,0,23,1,4.0,0.4,20,37.0,T,15.0,41,348,58,694,H,6,25.0,2
116244,0,21,0,19,3,,0.25,8,,S,6.0,24,602,87,913,U,0,20.0,4
40565,0,11,0,31,2,4.0,0.1,15,49.0,S,15.0,35,383,45,1793,H,57,20.0,4
10247,1,24,3,39,3,6.0,0.091,25,67.0,C,10.0,84,503,85,1580,H,23,15.0,3
3685,1,21,1,20,2,4.0,0.111,31,55.0,S,15.0,86,277,29,827,H,23,16.0,2
169895,1,23,0,54,1,,0.0,22,52.0,C,25.0,54,470,89,2598,U,69,19.0,1
161393,0,20,0,26,4,2.0,0.545,19,43.0,S,14.0,50,321,45,930,U,35,19.0,9
51940,0,39,0,30,1,7.0,0.091,24,50.0,T,10.0,63,310,85,572,H,20,15.0,3
119446,0,24,1,62,1,,0.0,21,82.0,C,11.0,63,431,82,990,U,56,15.0,1
106318,0,53,0,30,3,1.0,0.333,16,17.0,R,10.0,42,172,79,199,U,60,21.0,4
51683,1,25,0,0,4,4.0,0.4,18,,C,5.0,42,194,42,690,H,0,17.0,5
83490,0,01,0,22,3,1.0,0.25,12,,U,12.0,28,0,0,0,U,16,19.0,3
132003,1,46,0,28,4,,0.4,10,,R,8.0,21,240,77,508,U,58,16.0,3
101155,0,35,0,33,4,4.0,0.5,10,42.0,T,6.0,24,547,91,1123,H,20,16.0,4
46619,0,37,0,38,3,3.0,0.0,12,81.0,T,6.0,34,318,61,824,H,55,19.0,3
172292,0, .,0,0,1,,0.125,25,,?,15.0,69,0,17,0,U,0,16.0,2
80675,0,49,0,24,2,,0.25,29,,R,20.0,74,294,87,578,U,30,24.0,3
149227,0,34,0,20,3,,0.333,13,,T,20.0,30,0,0,0,U,19,24.0,4
115378,0,43,0,34,1,,0.0,29,,R,25.0,74,158,83,210,U,37,19.0,1
40058,1,26,0,46,1,2.0,0.273,30,87.0,C,20.0,62,400,81,1187,H,59,25.0,3
61068,0,44,0,27,2,,0.5,6,50.0,R,50.0,15,346,62,642,U,29,16.0,1
131186,0,40,0,25,1,5.0,0.5,6,56.0,T,20.0,14,425,71,1204,H,24,16.0,1
33911,0,34,6,62,1,1.0,0.222,26,76.0,T,17.0,58,320,64,1052,H,64,20.0,2
77614,0, .,0,0,3,5.0,0.375,11,25.0,?,20.0,24,360,79,743,H,0,19.0,4
178296,1,14,0,31,4,7.0,0.25,21,61.0,S,10.0,51,725,92,2571,H,21,16.0,3
15763,0,32,0,21,1,2.0,0.0,5,41.0,C,20.0,15,187,30,462,H,70,20.0,1
66990,0,40,0,30,2,7.0,0.0,6,43.0,T,20.0,17,550,92,1281,H,27,15.0,2
125850,0,12,5,37,1,5.0,0.111,23,35.0,S,35.0,55,409,91,735,H,17,15.0,2
13805,1,42,0,38,1,5.0,0.333,8,65.0,R,25.0,32,304,74,1315,H,43,22.0,1
165432,0,18,0,35,1,,0.286,16,,S,15.0,42,720,92,2880,U,36,24.0,2
65330,0,07,0,20,3,2.0,0.2,34,70.0,U,5.0,82,362,70,623,H,14,15.0,5
183296,0,39,0,46,2,,0.2,31,,T,21.0,74,309,77,612,U,33,22.0,3
126302,0,30,0,11,4,2.0,0.727,17,27.0,C,6.0,41,130,58,362,U,52,15.0,14
127134,0,17,0,12,2,5.0,0.0,6,37.0,S,6.0,16,263,10,714,U,0,19.0,1
13027,0,36,0,28,4,4.0,0.6,13,71.0,T,5.0,66,317,90,529,U,37,17.0,4
7554,0,30,0,35,3,2.0,0.444,29,86.0,C,4.0,78,97,51,333,H,26,20.0,6
129105,0,14,0,25,1,4.0,0.222,25,44.0,S,13.0,66,546,81,1080,H,0,18.0,2
191297,1, .,0,20,3,4.0,0.444,30,,?,5.0,74,169,73,495,U,29,15.0,8
63734,0,46,0,37,4,,0.545,28,,R,20.0,75,311,78,692,U,35,16.0,10
3873,0,25,2,31,2,2.0,0.364,34,74.0,C,35.0,89,243,21,581,H,32,22.0,4
141266,0,31,0,38,1,1.0,0.25,16,41.0,C,20.0,41,362,54,880,U,38,20.0,2
23742,0,30,17,42,1,,0.4,32,82.0,C,10.0,76,311,70,619,U,12,21.0,4
1631,0,07,0,20,3,3.0,0.636,26,45.0,U,20.0,70,188,28,720,U,47,15.0,11
98002,0,28,1,35,1,4.0,0.0,17,,C,15.0,45,244,87,547,U,47,25.0,1
37028,0,34,2,50,3,7.0,0.455,25,,T,10.0,70,318,79,1656,H,47,17.0,8
144437,0,04,1,17,3,,0.167,10,,U,14.0,23,336,27,3608,U,43,15.0,4
113845,0,53,1,32,2,2.0,0.2,9,,R,25.0,27,183,74,260,U,43,16.0,3
82698,1,11,0,28,2,3.0,0.167,10,61.0,S,15.0,24,473,77,1048,H,41,16.0,2
128144,0,27,2,18,1,2.0,0.0,31,66.0,C,17.0,74,372,69,753,U,18,18.0,1
148381,0,11,0,30,2,7.0,0.091,22,72.0,S,100.0,57,546,74,5678,H,43,17.0,2
65109,0,38,1,32,1,,0.0,19,,T,15.0,50,357,57,886,U,17,19.0,2
162650,1,11,1,34,4,5.0,0.364,19,,S,10.0,43,410,54,3010,U,53,18.0,6
161268,0,52,0,13,4,6.0,0.2,16,75.0,R,7.0,35,206,59,628,H,31,15.0,6
12547,0,16,5,45,1,5.0,0.1,28,79.0,S,10.0,91,340,78,744,H,44,19.0,3
108976,1, .,0,0,1,7.0,0.1,32,59.0,?,25.0,77,794,84,1730,H,0,21.0,2
103979,0,43,0,34,3,2.0,0.286,12,79.0,R,5.0,29,244,86,484,H,24,16.0,3
127796,0,36,0,31,1,1.0,0.143,28,74.0,T,11.0,69,243,60,312,H,26,18.0,2
101303,0,51,0,42,1,3.0,0.182,35,73.0,R,15.0,82,166,77,274,U,41,17.0,4
66508,0,18,0,39,2,3.0,0.333,24,50.0,S,15.0,63,419,90,808,H,32,16.0,2
52847,0,27,0,32,1,4.0,0.5,6,83.0,C,25.0,14,276,80,589,H,49,17.0,1
98144,0,51,0,27,3,5.0,0.3,30,55.0,R,5.0,73,458,93,829,H,31,22.0,3
55360,0,24,0,30,1,5.0,0.0,20,51.0,C,20.0,49,63,33,417,H,40,25.0,2
74761,0,53,0,29,2,4.0,0.4,19,68.0,R,12.0,50,237,71,306,U,34,21.0,4
45798,0,20,0,38,2,4.0,0.333,17,17.0,S,15.0,51,332,72,877,H,45,17.0,3
10564,0,17,6,26,1,1.0,0.111,25,77.0,S,20.0,77,239,35,452,H,23,22.0,2
57349,1,26,0,42,4,3.0,0.25,18,31.0,C,7.0,43,288,69,685,U,45,16.0,6
48022,0,42,2,31,3,6.0,0.0,20,55.0,R,35.0,49,395,88,771,H,23,15.0,3
45696,0,33,0,51,1,2.0,0.091,32,47.0,C,20.0,81,197,70,500,H,61,17.0,3
88322,0,22,0,16,2,6.0,0.286,11,65.0,C,15.0,24,546,99,1463,U,26,21.0,3
19897,0,30,7,45,1,3.0,0.333,6,27.0,C,20.0,15,222,72,448,H,34,20.0,1
23235,0,49,0,27,1,2.0,0.1,14,44.0,R,25.0,32,295,90,478,H,15,27.0,2
105733,0,20,0,28,4,,0.455,33,80.0,S,8.0,79,255,53,531,U,44,22.0,7
18761,1,40,0,25,2,5.0,0.182,23,49.0,T,14.0,58,425,84,714,H,10,22.0,4
188141,1,11,0,34,1,,0.25,15,,S,16.0,33,248,63,578,U,26,25.0,1
151768,0,20,0,33,1,6.0,0.3,23,50.0,S,12.0,58,479,89,1617,H,63,22.0,4
69404,0,35,0,26,1,7.0,0.0,17,50.0,T,50.0,42,522,95,1660,H,28,,0
89966,0,23,1,34,1,5.0,0.125,29,2.0,C,12.0,68,407,78,809,H,52,18.0,1
179376,1, .,0,0,1,5.0,0.0,27,39.0,?,15.0,65,616,90,1533,H,0,18.0,1
79996,0,35,0,26,3,6.0,0.714,11,55.0,T,11.0,27,508,95,972,H,15,17.0,5
189536,0,42,0,42,1,3.0,0.167,9,41.0,R,16.0,22,401,86,1117,H,32,24.0,2
113501,1,27,8,29,4,6.0,0.4,15,35.0,C,6.0,35,404,68,693,H,8,20.0,6
54085,0,45,0,25,1,7.0,0.273,29,,R,25.0,73,193,68,444,U,26,20.0,4
76442,1,44,0,25,3,5.0,0.3,24,59.0,R,5.0,55,332,73,588,H,28,19.0,5
142377,0,42,0,28,3,5.0,0.333,7,39.0,R,10.0,17,387,75,864,H,26,15.0,2
125475,0,30,1,24,3,,0.25,13,73.0,C,13.0,31,218,69,387,U,4,18.0,3
32198,1,23,0,58,3,5.0,0.5,10,53.0,C,10.0,24,384,81,1146,H,62,17.0,4
28798,0,50,0,23,2,,0.091,19,65.0,R,25.0,46,144,70,343,U,29,19.0,4
28612,0,32,0,30,1,,1.0,3,57.0,C,15.0,9,217,41,513,U,28,15.0,1
121673,0,01,0,17,2,5.0,0.0,15,34.0,U,30.0,40,173,41,449,H,9,17.0,2
21624,0,49,0,26,2,6.0,0.0,18,55.0,R,35.0,52,261,82,580,U,32,15.0,2
57784,0,51,0,26,1,,0.0,9,,R,25.0,25,198,70,417,U,33,26.0,2
16863,1,22,0,10,2,4.0,0.375,14,64.0,C,25.0,39,307,43,951,U,30,16.0,3
138899,0,41,0,49,1,1.0,0.182,23,80.0,T,30.0,53,173,72,688,H,50,24.0,2
99644,0,12,0,30,2,3.0,0.2,31,39.0,S,10.0,75,457,75,846,H,32,19.0,3
134881,0,46,0,30,2,,0.286,11,80.0,R,20.0,24,215,85,564,U,47,18.0,3
96997,0,24,0,20,2,,0.333,10,49.0,C,50.0,24,498,94,900,U,50,18.0,3
31217,0,36,0,49,1,5.0,0.111,32,,T,10.0,69,265,67,607,H,43,19.0,2
190348,0,23,0,45,3,,1.0,16,,C,17.0,35,313,40,5048,U,53,17.0,4
122944,0,39,0,16,1,,0.0,12,,T,25.0,30,314,65,415,U,9,15.0,1
179008,1,35,1,29,2,5.0,0.3,28,53.0,T,5.0,65,466,88,1227,H,19,16.0,4
