CONTROL_NUMBER,DONATED,CLUSTER_CODE,RECENT_RESPONSE_COUNT,RECENCY_STATUS_96NK,LIFETIME_MIN_GIFT_AMT,LIFETIME_GIFT_COUNT,MONTHS_SINCE_LAST_GIFT,LIFETIME_CARD_PROM,LIFETIME_MAX_GIFT_AMT,RECENT_AVG_GIFT_AMT,LIFETIME_PROM,DONOR_AGE,MONTHS_SINCE_FIRST_GIFT,MONTHS_SINCE_LAST_PROM_RESP,URBANICITY,CARD_PROM_12,FILE_AVG_GIFT,LAST_GIFT_AMT,LIFETIME_AVG_GIFT_AMT
3028,0,37,8,A,4.0,14,6,17,10.0,6.88,51,,45,17.0,T,6,6.64,10.0,6.64
137888,0,46,3,S,5.0,10,20,24,20.0,17.0,61,70.0,76,20.0,R,6,12.1,20.0,12.1
105180,1,35,3,A,5.0,17,22,29,15.0,14.33,75,59.0,114,22.0,T,5,10.0,14.0,10.0
71342,0,40,1,F,15.0,1,16,5,15.0,15.0,13,81.0,16,16.0,T,4,15.0,15.0,15.0
27310,1,39,2,A,5.0,2,18,8,15.0,10.0,20,76.0,28,18.0,T,4,10.0,15.0,10.0
10047,0,40,1,A,5.0,9,5,14,25.0,20.0,62,,44,16.0,T,5,17.33,15.0,17.33
80773,0,46,2,N,15.0,2,18,9,15.0,15.0,20,69.0,24,18.0,R,6,15.0,15.0,15.0
167551,1,01,1,S,10.0,6,18,18,25.0,15.0,50,53.0,64,21.0,U,6,15.83,25.0,15.83
43086,1,26,3,N,5.0,3,17,9,10.0,7.33,21,72.0,24,17.0,C,6,7.33,7.0,7.33
61989,0,44,3,S,3.0,17,18,29,11.0,8.67,70,,125,18.0,R,6,6.24,10.0,6.24
42577,0,37,2,A,2.0,9,16,12,5.0,2.5,27,,41,21.0,T,6,3.67,5.0,3.67
102863,0,53,5,S,5.0,16,15,20,16.0,14.2,48,74.0,76,15.0,R,4,12.0,15.0,12.0
96039,1,45,7,S,2.0,28,19,30,10.0,8.29,78,63.0,105,19.0,R,6,6.89,8.0,6.89
6931,0,18,1,A,6.0,12,13,21,26.0,19.0,82,69.0,57,17.0,S,7,17.17,26.0,17.17
82216,0,48,3,A,5.0,4,17,11,10.0,8.0,27,,30,17.0,R,6,8.5,10.0,8.5
23678,0,12,2,N,5.0,3,19,9,10.0,7.5,21,,27,21.0,S,5,7.0,6.0,7.0
51696,0,27,1,A,5.0,5,26,24,15.0,15.0,57,67.0,102,26.0,C,4,10.4,15.0,10.4
170864,1,11,3,A,10.0,3,21,11,15.0,11.67,24,55.0,29,21.0,S,6,11.67,15.0,11.67
7757,0,12,1,F,7.0,4,20,6,15.0,15.0,23,,68,20.0,S,3,9.0,15.0,9.0
159133,0,24,2,A,3.0,11,15,30,11.0,11.0,69,54.0,123,15.0,C,5,9.36,11.0,9.36
171397,1,27,3,A,20.0,5,16,11,50.0,23.33,30,35.0,45,16.0,C,4,29.0,25.0,29.0
84840,1,24,2,A,5.0,21,16,25,14.0,13.0,72,46.0,101,16.0,C,5,8.48,14.0,8.48
98374,1,28,5,A,5.0,23,23,30,15.0,9.4,72,77.0,125,23.0,C,6,6.22,10.0,6.22
166583,0,20,1,F,20.0,1,16,6,20.0,20.0,16,,16,16.0,S,5,20.0,20.0,20.0
187121,0,24,3,A,3.0,7,6,21,25.0,19.33,54,51.0,57,16.0,C,8,15.14,25.0,15.14
31400,1,38,4,A,5.0,4,15,9,10.0,6.5,26,,29,15.0,T,5,6.5,6.0,6.5
6537,0,05,5,S,5.0,17,19,30,15.0,13.2,86,48.0,130,19.0,U,5,9.71,15.0,9.71
108320,0,01,3,A,3.0,26,22,34,19.0,15.67,78,72.0,121,22.0,U,6,11.73,15.0,11.73
23270,0,36,1,F,25.0,1,17,6,25.0,25.0,14,,17,17.0,T,5,25.0,25.0,25.0
23500,0,13,1,N,25.0,1,21,6,25.0,25.0,15,73.0,21,21.0,S,4,25.0,25.0,25.0
6558,0,29,1,A,5.0,11,8,30,15.0,15.0,76,73.0,110,21.0,C,6,9.0,10.0,9.0
30117,1,39,1,A,10.0,2,24,10,16.0,16.0,24,26.0,33,24.0,T,4,13.0,16.0,13.0
30861,0,34,4,A,5.0,7,18,15,11.0,9.0,35,70.0,41,21.0,T,6,7.57,5.0,7.57
171405,0,25,1,A,5.0,3,19,12,20.0,20.0,34,33.0,55,19.0,C,6,10.67,20.0,10.67
128173,0,24,3,S,3.0,18,19,32,20.0,18.33,78,51.0,124,19.0,C,6,13.83,20.0,13.83
21600,0,41,2,A,2.0,15,18,31,15.0,14.0,71,63.0,122,18.0,T,6,6.6,15.0,6.6
72304,0,40,2,A,20.0,2,24,11,25.0,22.5,25,53.0,29,24.0,T,6,22.5,25.0,22.5
23839,0,27,1,F,20.0,1,21,6,20.0,20.0,15,34.0,21,21.0,C,4,20.0,20.0,20.0
173948,0,16,1,F,25.0,1,20,7,25.0,25.0,16,,20,20.0,S,5,25.0,25.0,25.0
82661,0,12,6,S,3.0,7,18,12,6.0,3.33,29,,33,19.0,S,6,3.71,6.0,3.71
37047,0,27,3,S,1.0,19,15,28,10.0,5.0,67,86.0,123,15.0,C,5,5.89,5.0,5.89
147936,1,01,5,A,3.0,15,15,23,8.0,6.8,51,7.0,105,15.0,U,5,5.47,7.0,5.47
109979,0,43,5,A,3.0,10,15,19,10.0,7.2,50,66.0,62,15.0,R,6,6.1,7.0,6.1
176968,0,45,7,S,5.0,8,17,15,5.0,5.0,37,75.0,41,17.0,R,6,5.0,5.0,5.0
45856,0,12,1,S,5.0,18,18,29,12.0,12.0,71,74.0,122,20.0,S,6,7.06,10.0,7.06
140561,0,41,2,A,5.0,19,18,24,50.36,35.18,61,39.0,74,18.0,T,6,15.76,20.0,15.76
102819,0,43,5,A,3.0,8,15,16,9.0,7.0,40,65.0,57,15.0,R,6,6.25,7.0,6.25
94069,0,08,1,F,20.0,1,18,5,20.0,20.0,12,,18,18.0,U,4,20.0,20.0,20.0
10906,0,11,2,A,3.0,12,13,24,35.0,30.0,87,7.0,90,17.0,S,6,15.96,25.0,15.96
44831,0,45,1,F,60.0,1,21,7,60.0,60.0,18,51.0,21,21.0,R,5,60.0,60.0,60.0
51834,0,37,1,A,3.0,15,26,26,15.0,14.0,67,66.0,113,26.0,T,4,9.73,14.0,9.73
77196,1,40,1,N,15.0,1,24,6,15.0,15.0,15,32.0,24,24.0,T,3,15.0,15.0,15.0
173653,1,27,4,A,5.0,6,15,16,22.0,19.25,39,73.0,45,15.0,C,6,15.5,22.0,15.5
25994,0,14,1,A,10.0,2,24,10,15.0,10.0,22,36.0,27,27.0,S,5,12.5,15.0,12.5
108166,0,39,9,S,2.0,13,21,14,5.0,4.0,32,46.0,44,21.0,T,6,3.62,5.0,3.62
166198,0,18,1,F,25.0,1,21,7,25.0,25.0,16,41.0,21,21.0,S,5,25.0,25.0,25.0
672,0,27,2,A,5.0,12,26,28,16.0,15.5,70,,80,26.0,C,5,12.33,15.0,12.33
94779,0,15,2,A,5.0,12,16,30,15.0,12.5,68,40.0,113,16.0,S,6,8.83,15.0,8.83
55079,0,41,1,A,5.0,7,19,29,20.0,20.0,62,52.0,122,19.0,T,6,12.0,20.0,12.0
168448,0,02,1,A,3.0,15,26,22,11.0,11.0,58,79.0,96,26.0,U,4,6.93,11.0,6.93
148079,0,14,1,F,25.0,1,17,6,25.0,25.0,14,,17,17.0,S,5,25.0,25.0,25.0
145925,0,11,12,S,3.0,31,16,23,16.0,8.83,55,,69,17.0,S,6,7.19,6.0,7.19
166639,0,11,0,N,25.0,1,22,6,25.0,0.0,16,76.0,22,,S,4,25.0,25.0,25.0
133161,0,44,1,F,20.0,1,16,6,20.0,20.0,14,51.0,16,16.0,R,5,20.0,20.0,20.0
27525,0,35,2,A,10.0,3,20,12,18.0,15.0,33,,44,20.0,T,5,13.33,18.0,13.33
182356,1,30,5,A,6.0,7,18,12,20.0,12.2,28,59.0,29,18.0,C,6,11.29,20.0,11.29
54243,0,34,3,A,5.0,4,15,12,15.0,11.0,31,50.0,39,15.0,T,5,9.5,15.0,9.5
141330,0,12,3,N,10.0,3,17,9,12.0,10.67,21,,23,17.0,S,6,10.67,10.0,10.67
80616,0,49,1,A,5.0,7,20,13,15.0,15.0,36,,111,20.0,R,2,9.0,15.0,9.0
49712,1,50,5,N,10.0,5,16,9,12.0,11.2,23,,24,16.0,R,6,11.2,12.0,11.2
165876,0,30,1,N,20.0,1,21,5,20.0,20.0,13,,21,21.0,C,3,20.0,20.0,20.0
156123,0,33,7,S,5.0,8,16,14,10.0,7.71,33,,37,16.0,C,6,7.38,10.0,7.38
65907,0,08,3,A,5.0,5,16,13,15.0,14.0,33,74.0,40,16.0,U,6,10.8,15.0,10.8
25040,0,43,2,A,15.0,2,19,10,20.0,17.5,20,,27,19.0,R,5,17.5,20.0,17.5
148658,0,08,1,A,3.0,2,18,7,20.0,20.0,16,,56,18.0,U,4,11.5,20.0,11.5
107669,0,36,4,A,5.0,5,20,13,15.0,10.5,34,,45,20.0,T,6,9.4,15.0,9.4
23291,0,45,1,N,20.0,1,23,6,20.0,20.0,17,59.0,23,23.0,R,3,20.0,20.0,20.0
78875,1,13,2,A,5.0,5,21,18,20.0,19.5,42,57.0,51,21.0,S,6,15.0,19.0,15.0
20106,1,46,4,A,10.0,4,17,12,14.0,12.0,26,71.0,35,17.0,R,6,12.0,14.0,12.0
10145,1,24,4,A,4.0,14,16,18,15.0,9.75,73,43.0,68,25.0,C,4,8.93,5.0,8.93
159903,0,21,3,A,5.0,4,17,10,11.0,8.67,23,65.0,28,17.0,S,6,7.75,10.0,7.75
181697,0,27,1,A,20.0,2,18,11,20.0,20.0,26,61.0,39,18.0,C,4,20.0,20.0,20.0
85113,0,42,3,A,5.0,5,15,15,20.0,18.33,35,50.0,44,15.0,R,6,13.4,20.0,13.4
8708,1, .,4,A,10.0,28,15,31,20.0,10.0,117,81.0,134,15.0,?,5,10.5,10.0,10.5
135171,0,15,2,A,5.0,9,18,28,20.0,18.0,68,,113,18.0,S,6,12.44,20.0,12.44
12965,0,08,2,A,2.0,23,6,35,21.0,18.0,100,72.0,125,18.0,U,10,9.57,15.0,9.57
95584,0,27,3,A,10.0,4,21,11,20.0,13.33,26,,28,21.0,C,6,12.5,20.0,12.5
128015,0,41,1,F,15.0,1,17,5,15.0,15.0,13,,17,17.0,T,4,15.0,15.0,15.0
32594,0,36,4,A,3.0,5,16,10,10.0,8.75,24,41.0,29,16.0,T,6,7.6,10.0,7.6
140003,0,24,6,F,6.0,8,17,19,10.0,7.83,44,,45,17.0,C,9,7.38,6.0,7.38
89421,0,19,1,N,15.0,1,24,6,15.0,15.0,15,58.0,24,24.0,S,3,15.0,15.0,15.0
97970,0,45,1,F,20.0,1,16,6,20.0,20.0,13,49.0,16,16.0,R,5,20.0,20.0,20.0
69452,0,38,1,A,5.0,4,19,13,15.0,15.0,33,25.0,51,19.0,T,5,7.5,15.0,7.5
97804,0,34,2,A,5.0,5,18,20,18.0,17.0,51,79.0,78,18.0,T,5,13.4,18.0,13.4
100691,1,31,7,S,2.0,24,17,32,6.0,4.86,70,84.0,122,17.0,C,6,4.0,5.0,4.0
31631,0,27,1,A,5.0,3,26,12,25.0,25.0,29,,35,26.0,C,5,18.33,25.0,18.33
129822,1,11,2,A,5.0,5,24,23,25.0,20.0,53,50.0,113,24.0,S,6,12.2,25.0,12.2
47738,1,51,2,S,5.0,12,19,20,13.0,12.0,54,73.0,88,19.0,R,4,8.17,13.0,8.17
190824,0,51,2,N,5.0,3,17,8,10.0,10.0,17,65.0,21,17.0,R,6,8.33,10.0,8.33
153667,0,16,5,A,5.0,6,16,10,7.0,5.8,25,49.0,32,16.0,S,6,5.67,7.0,5.67
21659,1,46,5,S,5.0,8,18,14,10.0,8.4,35,43.0,40,21.0,R,6,7.88,6.0,7.88
157807,1,14,2,A,5.0,8,17,20,15.0,14.0,52,73.0,88,17.0,S,6,10.25,13.0,10.25
104031,0,53,1,A,3.0,29,21,28,10.0,10.0,79,,126,21.0,R,4,7.31,10.0,7.31
86480,0,25,3,A,5.0,3,18,10,15.0,10.33,25,28.0,31,18.0,C,5,10.33,15.0,10.33
11075,0,49,3,A,3.0,15,8,24,26.0,11.33,91,82.0,91,19.0,R,7,14.33,23.0,14.33
3319,0,12,2,A,10.0,10,15,25,20.0,19.0,83,,93,20.0,S,7,13.6,10.0,13.6
138919,0,46,2,A,3.0,20,16,31,10.0,10.0,73,77.0,130,16.0,R,5,6.55,10.0,6.55
134304,0, .,2,A,2.0,10,23,24,25.0,22.5,54,37.0,68,23.0,?,6,9.9,20.0,9.9
116485,0,18,1,F,15.0,1,20,5,15.0,15.0,12,,20,20.0,S,3,15.0,15.0,15.0
130421,0,18,6,S,3.0,15,16,22,9.0,7.67,64,74.0,93,16.0,S,5,6.47,9.0,6.47
160839,0,27,4,A,3.0,5,17,13,11.0,8.25,31,,39,17.0,C,6,7.2,7.0,7.2
173180,0,40,2,A,5.0,6,15,18,25.0,25.0,48,67.0,92,15.0,T,6,15.83,25.0,15.83
13108,0,14,1,A,3.0,12,6,24,15.0,15.0,75,59.0,104,16.0,S,7,12.08,15.0,12.08
190281,1,21,1,E,10.0,7,18,15,20.0,17.0,27,,80,18.0,S,2,13.14,17.0,13.14
127244,0,19,6,S,3.0,14,20,22,16.0,12.33,55,51.0,80,20.0,S,6,9.79,14.0,9.79
25020,0,43,2,N,10.0,2,18,10,16.0,13.0,21,,23,18.0,R,6,13.0,16.0,13.0
114472,0,30,2,A,1.5,13,18,30,17.0,16.0,69,56.0,124,18.0,C,6,6.96,17.0,6.96
30085,0,49,1,N,20.0,1,23,6,20.0,20.0,16,,23,23.0,R,3,20.0,20.0,20.0
41639,0, .,2,A,5.0,5,15,13,10.0,9.0,34,78.0,44,16.0,?,6,7.4,6.0,7.4
121755,1,24,1,F,15.0,1,17,5,15.0,15.0,13,77.0,17,17.0,C,4,15.0,15.0,15.0
168517,0,34,5,S,3.0,22,16,28,15.0,12.4,72,63.0,104,16.0,T,6,12.77,10.0,12.77
98002,0,28,1,A,3.0,5,25,17,15.0,15.0,45,,65,25.0,C,5,9.2,15.0,9.2
49531,0,39,2,A,5.0,5,26,18,20.0,17.5,45,56.0,76,26.0,T,5,12.8,20.0,12.8
123266,0,16,2,A,5.0,3,18,10,15.0,11.0,29,53.0,52,18.0,S,4,9.0,15.0,9.0
66974,0,35,2,A,10.0,4,22,16,25.0,20.0,36,60.0,44,22.0,T,6,17.5,25.0,17.5
65513,0,20,2,A,3.0,9,23,26,15.0,15.0,60,80.0,120,23.0,S,5,7.22,15.0,7.22
163701,0,15,4,L,5.0,15,15,20,15.0,10.75,53,51.0,76,15.0,S,4,7.47,15.0,7.47
188981,0,50,2,A,1.0,4,4,15,25.0,22.5,38,70.0,45,24.0,R,6,16.5,1.0,16.5
58993,0,49,2,A,20.0,2,24,9,20.0,20.0,21,34.0,29,24.0,R,4,20.0,20.0,20.0
62463,0,40,4,A,5.0,8,23,16,15.0,12.75,37,54.0,43,23.0,T,6,11.0,15.0,11.0
141297,0,12,3,A,10.0,4,18,15,20.0,16.67,36,71.0,44,18.0,S,6,15.0,20.0,15.0
135265,1,20,4,A,8.0,4,17,12,13.0,10.0,27,,33,17.0,S,6,10.0,13.0,10.0
121140,0,13,5,A,5.0,9,21,20,10.0,7.2,43,50.0,51,21.0,S,6,6.56,6.0,6.56
9973,0,14,1,A,10.0,6,20,17,20.0,20.0,69,25.0,75,20.0,S,6,14.67,20.0,14.67
7118,0,41,9,S,4.0,25,15,33,10.0,6.0,89,79.0,128,15.0,T,6,7.0,5.0,7.0
120313,0,36,2,A,2.0,8,17,19,20.0,16.0,48,42.0,64,17.0,T,6,8.38,20.0,8.38
91156,0,25,4,S,5.0,16,15,25,12.0,8.25,62,74.0,90,15.0,C,5,7.69,8.0,7.69
151203,1, .,5,S,3.0,15,23,30,14.0,11.6,67,,122,23.0,?,6,8.2,14.0,8.2
121909,0,18,2,A,10.0,2,22,10,20.0,15.0,25,35.0,32,22.0,S,4,15.0,20.0,15.0
36484,0,28,5,S,3.0,20,16,30,15.0,15.0,71,72.0,124,16.0,C,5,9.2,15.0,9.2
182052,0,16,6,A,3.0,10,16,22,8.0,7.0,54,67.0,104,16.0,S,6,6.0,8.0,6.0
163779,0,11,4,S,3.0,24,18,33,20.0,16.75,79,68.0,116,18.0,S,6,10.96,15.0,10.96
27657,0,24,2,A,15.0,3,18,12,25.0,16.0,28,,32,26.0,C,6,19.0,25.0,19.0
106300,0,45,2,A,10.0,6,19,20,25.0,22.5,55,87.0,67,19.0,R,6,17.0,20.0,17.0
152509,1,18,1,A,5.0,14,19,20,20.0,20.0,58,,126,19.0,S,4,13.21,20.0,13.21
155157,1,08,3,N,10.0,3,15,8,15.0,12.33,22,,24,15.0,U,5,12.33,15.0,12.33
46683,0,41,2,A,3.0,7,18,23,33.54,26.0,58,62.0,74,18.0,T,6,20.79,26.0,20.79
43974,1,18,6,A,2.0,11,18,19,6.0,4.67,45,51.0,63,18.0,S,6,3.82,6.0,3.82
12819,1,13,2,A,3.0,9,10,25,21.0,20.5,84,86.0,105,26.0,S,5,13.44,15.0,13.44
12470,0,18,3,A,10.0,5,20,10,18.05,16.35,43,51.0,30,20.0,S,6,13.81,15.0,13.81
87071,1,36,3,A,4.0,16,25,30,15.0,10.33,67,62.0,126,25.0,T,6,6.5,15.0,6.5
44567,0,29,3,A,3.0,6,18,14,10.0,7.67,35,,41,21.0,C,6,6.83,10.0,6.83
172492,0,35,5,S,2.0,20,21,18,13.0,7.0,47,85.0,105,21.0,T,3,5.9,7.0,5.9
39819,0,20,3,A,10.0,9,18,28,21.0,19.67,70,69.0,112,18.0,S,6,16.22,21.0,16.22
107613,1,48,7,S,1.0,16,21,20,7.0,4.0,47,,92,21.0,R,5,3.25,5.0,3.25
175384,0,10,1,A,10.0,2,22,11,15.0,15.0,30,68.0,40,22.0,U,4,12.5,15.0,12.5
45045,0,28,2,A,10.0,8,18,23,25.0,19.5,58,77.0,90,18.0,C,6,13.13,25.0,13.13
152565,0,21,2,A,5.0,7,24,21,16.0,15.0,53,,77,24.0,S,6,11.0,16.0,11.0
42509,1,33,2,A,5.0,12,18,22,16.0,10.0,61,75.0,89,18.0,C,5,10.33,10.0,10.33
3631,1,16,5,N,10.0,9,5,12,20.0,13.2,43,,24,16.0,S,9,13.11,10.0,13.11
52040,0,36,5,S,5.0,11,18,19,15.0,15.0,46,77.0,54,18.0,T,6,13.27,15.0,13.27
90480,1,24,4,A,5.0,7,23,16,12.0,10.75,43,55.0,65,23.0,C,6,9.0,11.0,9.0
98232,0,36,4,A,5.0,12,19,29,26.0,22.75,69,78.0,105,19.0,T,6,16.5,26.0,16.5
5111,0, .,3,S,3.0,23,19,31,13.0,11.67,82,82.0,110,19.0,?,7,8.09,13.0,8.09
119733,0,27,2,A,10.0,2,18,9,20.0,15.0,22,39.0,31,18.0,C,4,15.0,20.0,15.0
163220,1,01,2,A,5.0,4,18,15,15.0,15.0,38,50.0,56,18.0,U,5,11.5,15.0,11.5
110068,0,36,6,S,3.0,15,18,29,16.0,14.67,70,64.0,122,18.0,T,6,11.13,16.0,11.13
126431,0,52,2,A,10.0,2,18,8,15.0,12.5,21,65.0,31,18.0,R,4,12.5,15.0,12.5
88868,1,13,6,A,3.0,7,17,10,12.0,7.67,24,73.0,28,17.0,S,6,7.43,8.0,7.43
41936,1,05,5,A,10.0,9,18,13,20.0,13.2,37,,79,18.0,U,4,14.44,15.0,14.44
30624,0,32,1,F,25.0,1,17,6,25.0,25.0,14,,17,17.0,C,5,25.0,25.0,25.0
98085,1,48,4,A,10.0,10,17,23,12.0,10.0,55,,80,17.0,R,4,10.2,10.0,10.2
187818,0,37,3,E,5.0,8,18,10,10.0,8.33,20,,55,18.0,T,2,7.63,10.0,7.63
19812,0,35,3,A,10.0,6,16,19,19.0,16.33,47,39.0,57,16.0,T,6,15.67,17.0,15.67
71255,1,34,2,S,5.0,12,17,23,25.0,13.5,62,82.0,89,17.0,T,6,12.17,15.0,12.17
121251,0,21,2,A,5.0,5,15,14,20.0,13.0,38,80.0,45,15.0,S,6,12.2,15.0,12.2
145816,0,12,2,A,1.5,20,17,29,10.0,8.5,71,46.0,119,17.0,S,5,3.93,10.0,3.93
80387,1,41,6,S,2.0,18,17,31,6.0,4.83,69,83.0,126,17.0,T,6,4.44,6.0,4.44
31662,0,27,1,F,20.0,1,20,6,20.0,20.0,14,35.0,20,20.0,C,4,20.0,20.0,20.0
24841,0,41,4,A,3.0,23,19,32,10.0,9.0,79,52.0,130,19.0,T,5,5.65,10.0,5.65
90947,1,21,1,F,15.0,1,17,5,15.0,15.0,13,47.0,17,17.0,S,4,15.0,15.0,15.0
96487,0,21,2,S,3.0,15,19,23,10.0,8.0,58,74.0,92,19.0,S,5,5.47,10.0,5.47
88151,0,18,4,S,10.0,14,16,30,16.0,14.5,72,63.0,104,16.0,S,6,11.57,16.0,11.57
189438,1,04,5,A,5.0,9,20,17,10.0,8.8,41,56.0,52,20.0,U,6,7.67,10.0,7.67
129105,0,14,2,A,5.0,13,18,25,13.0,13.0,66,44.0,92,18.0,S,5,9.15,13.0,9.15
114411,0,36,3,A,20.0,3,17,11,25.0,21.67,27,,27,17.0,T,6,21.67,20.0,21.67
140262,0,24,4,A,5.0,5,18,12,10.0,7.75,29,75.0,34,18.0,C,6,7.2,10.0,7.2
155223,0,24,1,F,20.0,1,18,5,20.0,20.0,12,75.0,18,18.0,C,4,20.0,20.0,20.0
13116,0,28,3,S,3.0,19,5,28,18.0,9.67,93,77.0,101,21.0,C,7,7.32,18.0,7.32
58525,0,43,3,A,5.0,11,19,25,50.0,43.33,64,54.0,77,19.0,R,6,24.55,50.0,24.55
122766,0,35,2,A,5.0,4,18,15,17.0,16.0,37,,42,18.0,T,6,13.0,17.0,13.0
173200,0, .,2,A,5.0,15,19,28,12.0,11.0,69,,119,19.0,?,4,7.53,12.0,7.53
103590,1,53,2,A,10.0,3,20,14,20.0,17.5,34,,41,20.0,R,6,15.0,20.0,15.0
118374,0,45,4,S,5.0,12,18,25,12.0,12.0,61,57.0,88,18.0,R,6,10.08,12.0,10.08
77451,0,27,3,N,3.0,3,17,9,10.0,6.0,21,73.0,24,17.0,C,6,6.0,5.0,6.0
78581,0,05,2,A,10.0,2,18,9,20.0,15.0,21,43.0,29,18.0,U,4,15.0,20.0,15.0
143692,0,03,3,A,5.0,6,18,15,15.0,9.0,36,58.0,40,29.0,U,6,9.0,15.0,9.0
135535,1,02,5,S,3.0,14,18,21,10.0,6.8,59,50.0,75,18.0,U,6,6.36,8.0,6.36
111909,0,36,2,N,5.0,3,19,9,10.0,7.5,22,,24,21.0,T,6,6.67,5.0,6.67
128889,0,30,4,A,5.0,17,15,28,15.0,10.5,70,41.0,103,15.0,C,5,8.71,12.0,8.71
158678,1,17,4,A,2.0,11,15,19,5.0,4.0,51,,76,15.0,S,5,4.0,3.0,4.0
27987,1,35,6,A,10.0,6,15,13,12.0,11.0,30,47.0,32,15.0,T,6,11.0,12.0,11.0
185405,0,41,4,A,5.0,11,11,23,15.0,11.75,74,53.0,86,17.0,T,6,9.73,10.0,9.73
49909,0,35,1,A,3.0,3,26,11,15.0,15.0,28,65.0,45,26.0,T,4,9.33,15.0,9.33
11952,0,30,1,A,2.0,20,6,30,10.0,10.0,86,70.0,127,18.0,C,5,4.45,10.0,4.45
110291,1,31,3,S,3.0,8,21,23,15.77,13.26,57,,93,21.0,C,6,9.47,14.0,9.47
95831,1,48,1,F,6.0,2,15,5,15.0,15.0,14,70.0,17,17.0,R,4,10.5,6.0,10.5
89288,1,18,2,A,3.0,5,24,18,17.0,16.0,49,44.0,75,24.0,S,4,10.4,17.0,10.4
163300,0,02,7,S,5.0,32,15,33,10.0,10.0,81,,120,15.0,U,6,7.25,10.0,7.25
168049,0,14,2,A,5.0,6,20,18,15.0,12.5,44,75.0,56,20.0,S,6,8.33,10.0,8.33
67827,0,10,2,A,10.0,7,17,25,27.0,26.0,62,65.0,89,17.0,U,6,18.29,27.0,18.29
138390,0,31,2,A,10.0,8,15,24,20.0,10.0,59,,86,15.0,C,5,15.0,10.0,15.0
64441,1,53,2,S,3.0,14,20,29,10.0,10.0,66,43.0,122,20.0,R,6,5.43,10.0,5.43
59292,0,35,4,F,5.0,9,8,23,25.0,17.5,58,35.0,53,16.0,T,9,13.56,20.0,13.56
150500,0,19,3,L,5.0,13,15,18,13.0,11.0,47,32.0,57,15.0,S,3,9.15,10.0,9.15
16136,0,35,6,A,3.0,14,15,20,5.0,3.67,60,,69,15.0,T,6,3.57,3.0,3.57
149775,0,03,2,A,10.0,2,20,9,16.0,13.0,22,49.0,29,20.0,U,4,13.0,16.0,13.0
53414,0,13,2,A,6.0,5,16,17,25.0,17.5,48,,75,16.0,S,5,13.4,25.0,13.4
153776,1,29,2,N,20.0,2,19,9,50.0,35.0,21,67.0,24,19.0,C,6,35.0,50.0,35.0
172965,0,39,6,A,3.0,7,16,11,7.0,5.0,28,83.0,32,16.0,T,6,4.71,3.0,4.71
118263,0,44,6,S,2.5,14,17,18,16.0,12.67,47,30.0,55,17.0,R,6,9.93,14.0,9.93
826,0,41,9,A,5.0,19,4,22,16.0,13.11,72,17.0,65,12.0,T,7,11.58,16.0,11.58
28129,0,31,2,A,5.0,2,16,8,15.0,10.0,21,,29,16.0,C,4,10.0,15.0,10.0
98447,0,35,3,A,5.0,7,16,19,31.0,18.33,48,72.0,88,16.0,T,5,12.57,31.0,12.57
137601,1,28,7,A,2.0,23,5,28,5.0,4.43,68,,105,17.0,C,5,4.35,3.0,4.35
104394,1,24,5,A,5.0,5,16,11,10.0,7.6,29,62.0,32,16.0,C,6,7.6,10.0,7.6
143565,1,05,2,A,5.0,5,18,18,17.0,16.0,47,67.0,76,18.0,U,5,11.4,17.0,11.4
76620,0,30,4,A,10.0,4,17,11,17.5,13.63,27,61.0,32,17.0,C,6,13.63,17.5,13.63
119402,0,30,2,A,5.0,3,22,15,30.0,28.5,36,37.0,44,22.0,C,6,20.67,30.0,20.67
36633,0,23,2,N,5.0,2,17,9,20.0,12.5,20,68.0,25,17.0,C,6,12.5,20.0,12.5
177554,0,27,4,A,5.0,5,20,15,16.0,12.25,40,49.0,40,20.0,C,6,10.8,15.0,10.8
138733,0,49,3,A,1.06,20,26,33,27.0,22.67,76,42.0,124,26.0,R,5,16.0,23.0,16.0
4590,0,30,4,A,5.0,21,19,33,25.0,15.25,118,84.0,128,19.0,C,6,13.57,19.0,13.57
99851,0,21,1,A,5.0,11,16,32,20.0,20.0,67,75.0,108,16.0,S,6,8.82,20.0,8.82
162945,1,10,8,S,3.0,22,18,28,6.0,5.0,71,85.0,105,18.0,U,6,4.5,5.0,4.5
152816,1,20,2,A,10.0,3,25,12,20.0,17.5,25,65.0,31,25.0,S,6,15.0,20.0,15.0
66861,0,11,3,A,10.0,3,25,12,20.0,16.67,29,62.0,33,25.0,S,6,16.67,20.0,16.67
24121,0,50,4,A,5.0,18,25,31,26.0,22.75,75,82.0,123,25.0,R,6,18.39,26.0,18.39
184595,0,41,3,A,3.0,20,25,23,14.0,13.0,47,57.0,110,25.0,T,5,9.9,13.0,9.9
106917,0,22,3,A,5.0,3,16,11,15.0,10.33,27,43.0,33,16.0,C,6,10.33,15.0,10.33
84965,0,41,2,N,5.0,3,15,7,10.0,7.5,18,79.0,21,17.0,T,5,6.67,5.0,6.67
81272,0,25,3,A,3.0,14,16,25,15.0,14.33,62,75.0,128,16.0,C,5,8.57,15.0,8.57
154946,0,39,1,A,10.0,3,18,13,20.0,20.0,35,42.0,66,18.0,T,4,16.67,20.0,16.67
