CONTROL_NUMBER,DONATED,CLUSTER_CODE,LIFETIME_MIN_GIFT_AMT,SES,LIFETIME_PROM,PCT_ATTRIBUTE1,LIFETIME_AVG_GIFT_AMT,NUMBER_PROM_12,RECENT_AVG_CARD_GIFT_AMT,LAST_GIFT_AMT,RECENCY_STATUS_96NK,RECENT_RESPONSE_COUNT,FILE_AVG_GIFT,LIFETIME_CARD_PROM,PCT_ATTRIBUTE4,PER_CAPITA_INCOME,DONOR_GENDER,PEP_STAR,MEDIAN_HOME_VALUE
20962,1,39,15.0,2,16,41,15.0,8,15.0,15.0,N,1,15.0,6,13,11490,M,1,668
3252,1,18,5.0,2,69,1,10.8,27,16.0,10.0,A,1,10.8,23,24,13733,F,1,878
124095,1,30,15.0,3,12,0,15.0,8,15.0,15.0,F,1,15.0,5,54,10558,F,0,328
156324,1,15,5.0,1,36,0,8.75,15,10.0,15.0,A,3,8.75,14,0,17882,U,1,2016
121950,0,17,10.0,2,15,0,15.0,12,20.0,10.0,F,1,15.0,6,19,9637,M,0,629
27944,1,27,5.0,2,58,5,13.86,13,25.0,10.0,A,1,13.86,24,4,12223,F,0,687
37047,0,27,1.0,2,67,2,5.89,10,0.0,5.0,S,3,5.89,28,49,10325,F,1,1625
75272,0,21,3.0,3,80,0,11.46,13,0.0,15.0,S,2,11.46,32,23,11946,M,1,441
40820,0,41,5.0,3,65,0,7.63,14,8.0,15.0,S,6,7.63,25,52,9783,F,1,535
92312,1,13,5.0,1,43,4,10.33,13,15.0,18.0,A,2,10.33,18,71,83519,F,0,3573
137424,0,29,3.0,2,61,0,11.21,12,13.75,16.0,A,5,11.21,25,84,0,M,1,0
99415,0,24,5.0,1,54,0,13.13,13,12.5,10.0,A,4,13.13,21,49,30627,M,1,2083
149887,1,31,5.0,3,37,0,10.83,12,15.0,15.0,A,2,10.83,15,21,16427,M,0,1993
84574,0,26,2.0,2,67,0,4.47,12,7.0,7.0,S,4,4.47,25,40,16979,M,1,707
183893,0,45,3.0,2,65,0,7.06,10,10.0,10.0,A,3,7.06,27,37,8440,M,1,463
108788,0,35,5.0,1,42,0,15.0,14,0.0,25.0,A,2,15.0,17,38,17217,M,0,892
3976,0,36,3.0,2,123,0,7.41,29,7.63,9.0,S,6,7.41,31,33,11771,F,1,510
4566,0,38,8.0,2,91,0,13.32,17,15.0,25.0,S,4,13.32,32,14,16310,M,1,787
94312,1,05,5.0,2,58,0,9.75,13,10.0,10.0,S,3,9.75,24,27,18786,F,1,1062
54393,1,42,10.0,1,26,0,13.0,11,12.0,17.0,A,3,13.0,12,56,18685,F,0,918
133116,0,51,3.0,3,59,0,9.38,14,12.0,20.0,A,2,9.38,23,35,8021,F,1,342
33069,1,27,6.0,2,21,18,13.0,10,0.0,20.0,A,2,13.0,8,8,10746,F,0,600
14388,1,16,3.0,2,83,1,6.27,11,4.83,4.0,S,8,6.27,29,43,15630,M,1,865
24159,0,50,5.0,3,22,1,10.0,11,10.0,15.0,A,2,10.0,8,24,7759,F,0,370
69751,0,44,3.0,2,60,0,6.64,13,10.0,12.0,S,4,6.64,22,21,15199,M,1,688
50495,0,31,10.0,3,52,0,17.5,13,0.0,25.0,A,1,17.5,21,24,8143,F,0,476
179339,1,35,3.0,1,37,0,6.7,13,8.0,9.0,A,6,6.7,16,10,21434,M,1,2321
136991,1,35,5.0,1,68,0,9.36,13,14.0,14.0,A,3,9.36,28,24,18042,M,0,1074
119283,0,31,5.0,3,46,0,8.89,18,9.75,8.0,F,6,8.89,19,0,19883,M,1,1033
189465,0,31,5.0,3,53,24,15.43,11,15.0,15.0,A,2,15.43,23,20,11521,M,0,731
4605,0,01,25.0,1,74,0,39.44,17,0.0,50.0,A,2,39.44,28,48,25595,M,0,2063
125273,0,22,20.0,1,39,0,23.0,12,27.0,27.0,A,1,23.0,16,45,20636,M,0,741
132712,0,49,5.0,2,51,0,15.25,10,0.0,25.0,A,1,15.25,18,63,12920,F,0,699
90626,0,01,7.0,1,36,0,10.17,12,12.5,15.0,A,3,10.17,15,21,9090,M,1,450
156245,0,35,10.0,1,18,2,10.0,13,10.0,10.0,N,3,10.0,7,29,18318,M,0,1742
93334,1,09,25.0,3,21,0,27.5,13,25.0,30.0,N,2,27.5,9,51,15010,F,0,619
187855,0,51,5.0,3,26,0,13.38,6,20.0,20.0,E,2,13.38,11,13,6225,M,1,525
62966,0,12,3.0,1,60,0,7.76,13,8.33,10.0,S,4,7.76,23,13,22388,F,1,643
23634,0,50,3.0,3,63,0,5.4,14,9.0,3.0,A,4,5.4,27,44,7717,M,0,430
72140,0,39,20.0,2,14,0,20.0,8,20.0,20.0,N,1,20.0,5,33,13009,F,0,600
151207,0,10,3.0,4,46,0,5.75,11,9.0,7.0,A,4,5.75,17,0,12300,F,0,1227
150036,0,17,1.5,2,85,0,12.58,13,15.0,15.0,S,9,12.58,33,18,12795,U,1,1625
167418,0,11,5.0,1,67,0,7.21,11,12.0,12.0,A,1,7.21,29,47,24985,F,1,4459
167620,0,12,10.0,1,31,0,28.0,14,26.67,30.0,A,5,28.0,12,19,20816,F,1,3217
106847,0,18,15.0,2,15,30,15.0,7,15.0,15.0,N,1,15.0,6,7,11994,F,0,824
67721,0,10,10.0,4,22,0,15.0,10,15.0,20.0,A,2,15.0,9,33,6074,F,0,128
145472,0,02,5.0,1,61,0,6.82,11,11.0,11.0,S,3,6.82,26,38,22500,M,1,3319
181438,0,20,15.0,2,13,0,15.0,8,15.0,15.0,N,1,15.0,5,38,15199,M,0,873
43762,0,26,5.0,2,47,0,10.86,15,11.0,12.0,A,4,10.86,16,58,16715,M,0,798
100146,1,21,10.0,3,56,0,19.29,8,0.0,20.0,A,2,19.29,20,35,10907,M,1,464
150098,0,27,5.0,2,38,0,13.75,12,16.67,20.0,A,3,13.75,15,30,17929,F,1,1648
131221,1,43,5.0,2,43,0,9.86,13,11.0,15.0,A,3,9.86,16,17,8266,F,0,603
127546,0,43,3.0,2,60,0,7.54,15,10.0,11.0,S,4,7.54,23,65,7041,M,1,334
140126,0,38,5.0,2,33,0,8.0,13,10.0,5.0,A,6,8.0,14,33,8923,M,1,506
80774,0,36,5.0,2,20,1,12.5,10,5.0,20.0,A,2,12.5,8,42,13740,F,0,471
85038,0,53,3.0,3,38,0,5.56,13,6.88,11.0,S,11,5.56,15,14,10228,F,1,265
184994,0,40,2.0,2,42,1,7.43,15,0.0,5.0,A,2,7.43,16,10,19003,M,0,1063
87407,0,42,25.0,1,17,0,25.0,12,0.0,25.0,F,1,25.0,6,45,11996,F,0,626
120608,1,31,15.0,3,16,0,15.0,8,15.0,15.0,N,1,15.0,6,9,8256,U,0,375
46513,0,12,5.0,1,35,0,12.33,11,0.0,17.0,A,2,12.33,11,16,13244,F,0,1035
4288,0,34,2.0,1,103,0,6.08,26,6.0,4.0,S,6,6.08,30,28,13499,M,1,733
59561,1,51,5.0,3,34,0,8.2,12,10.0,10.0,A,4,8.2,14,33,10632,M,0,438
162209,1,13,5.0,1,68,0,9.2,9,10.0,10.0,A,2,9.2,30,75,43828,F,1,5266
144655,0,10,30.0,4,27,0,31.0,13,0.0,32.0,A,1,31.0,12,65,7750,F,0,1250
109512,0,39,20.0,2,16,0,20.0,10,20.0,20.0,F,1,20.0,6,32,11352,M,0,695
27287,0,38,5.0,2,42,2,12.17,13,0.0,25.0,A,2,12.17,17,12,18500,F,0,853
45008,1,08,5.0,3,54,0,10.9,13,15.0,20.0,A,3,10.9,21,37,11919,F,1,651
157298,0,11,20.0,1,13,0,20.0,10,20.0,20.0,F,1,20.0,5,44,42095,M,0,5000
23512,0,26,15.0,2,33,11,16.0,9,0.0,17.0,A,1,16.0,13,35,31480,F,0,2002
35363,0,29,3.0,2,69,1,10.22,15,10.0,10.0,A,2,10.22,28,89,17750,F,0,600
6034,0, .,5.0,?,74,0,10.38,14,16.0,20.0,A,2,10.38,19,0,18068,F,1,1007
12511,0,23,1.0,1,88,0,4.31,24,4.25,6.0,S,6,4.31,32,65,20054,F,1,707
13083,0,16,0.0,2,80,1,9.92,31,0.0,10.0,A,2,9.92,23,41,14370,M,1,652
25834,0,27,10.0,2,32,2,16.67,13,0.0,30.0,A,1,16.67,13,30,16017,F,0,754
178919,0,18,2.0,2,79,1,4.52,16,7.5,10.0,S,2,4.52,31,36,13770,U,1,1286
161781,0,13,5.0,1,57,2,14.25,11,0.0,18.0,A,1,14.25,22,45,25631,M,0,3988
163178,0,02,3.0,1,72,0,7.93,12,0.0,11.0,S,2,7.93,29,54,18353,F,1,2618
112920,0,27,10.0,2,38,1,18.33,12,20.0,25.0,A,3,18.33,17,26,12420,F,0,600
184688,0,35,5.0,1,71,0,22.24,9,31.0,37.0,A,3,22.24,30,18,27131,M,0,1632
145991,0,18,1.0,2,62,0,8.46,14,10.0,10.0,A,1,8.46,23,34,23378,F,1,3094
105546,0,34,3.0,1,52,7,11.5,12,0.0,18.0,A,2,11.5,22,4,16458,F,1,829
104134,0,36,4.0,2,81,0,14.22,11,0.0,22.0,A,3,14.22,33,41,13971,M,1,497
91464,0,40,2.0,2,57,0,5.83,13,8.5,10.0,S,7,5.83,24,38,15253,F,1,795
8276,1,14,7.0,1,82,0,12.63,14,18.0,15.0,A,1,12.63,35,34,58689,M,1,5914
91966,0,44,5.0,2,22,1,12.5,9,0.0,20.0,A,2,12.5,8,25,13623,F,0,653
150282,0,17,5.0,2,60,0,10.62,13,16.0,16.0,S,2,10.62,23,17,15120,M,1,1278
81198,0,51,10.0,3,74,0,15.29,12,20.0,20.0,A,1,15.29,31,31,7115,F,1,303
65073,1,18,2.0,2,66,0,9.67,11,10.0,10.0,A,2,9.67,29,36,17803,M,0,969
173508,1,14,10.0,1,30,7,15.0,9,0.0,20.0,A,1,15.0,12,20,24913,M,0,3952
170479,1,43,5.0,2,41,0,8.86,12,9.5,11.0,A,5,8.86,17,38,8448,F,0,670
159701,0,41,10.0,3,25,0,16.67,11,15.0,20.0,A,3,16.67,11,25,8696,M,0,648
186699,1,10,5.0,4,79,0,9.69,29,13.0,10.0,S,5,9.69,27,28,5317,F,1,338
77630,0,35,5.0,1,69,0,11.29,13,15.0,15.0,S,3,11.29,26,15,17184,F,1,1026
131713,0,12,5.0,1,38,8,8.0,14,9.0,10.0,A,5,8.0,15,37,12282,F,0,519
174491,0,18,4.0,2,39,0,6.86,12,8.0,6.0,A,5,6.86,16,25,16780,F,0,1073
4627,0,15,2.0,1,81,0,7.32,19,9.0,6.0,S,8,7.32,21,32,22990,F,1,3239
131146,0,35,10.0,1,46,0,16.8,10,0.0,25.0,A,1,16.8,20,25,14621,F,0,773
56379,0,51,3.0,3,38,0,12.09,14,14.0,10.0,S,8,12.09,14,39,9440,M,1,303
151498,0,38,1.0,2,53,1,10.08,13,25.0,25.0,S,2,10.08,23,27,13433,F,1,2229
142511,0,04,20.0,2,14,3,20.0,12,0.0,20.0,F,1,20.0,6,37,21595,M,0,2250
140377,1,40,5.0,2,63,0,10.62,9,10.0,14.0,A,2,10.62,29,40,11148,F,1,657
170827,1,20,3.0,2,58,1,6.38,13,8.5,6.0,S,3,6.38,23,8,17145,F,1,1257
42944,0,34,15.0,1,68,0,22.86,13,27.5,25.0,S,4,22.86,30,68,50158,M,1,3530
108453,0,16,5.0,2,51,1,12.0,14,16.67,16.0,A,4,12.0,20,39,10760,M,1,730
77574,1,29,3.0,2,28,0,4.86,13,4.6,5.0,S,7,4.86,11,65,17617,F,1,1260
67655,1,10,3.0,4,76,0,5.75,15,0.0,10.0,S,3,5.75,30,67,17458,F,1,940
19850,0,41,20.0,3,14,82,20.0,11,20.0,20.0,F,1,20.0,6,0,13280,M,0,646
159424,1,13,5.0,1,53,0,25.0,14,50.0,50.0,A,2,25.0,21,32,23535,M,0,3276
28008,0,24,20.0,1,60,0,23.0,15,0.0,20.0,A,1,23.0,23,30,17821,M,0,983
65871,0,14,10.0,1,55,0,19.0,13,30.0,20.0,A,1,19.0,22,17,21625,F,0,1362
99774,0,39,3.0,2,70,0,6.65,13,11.5,15.0,S,4,6.65,29,19,11708,M,1,649
182748,1,28,5.0,2,50,0,13.31,8,10.0,10.0,A,2,13.31,21,46,14308,M,1,849
39505,0,23,5.0,1,33,0,9.17,12,11.33,12.0,A,4,9.17,14,47,27163,M,1,1585
27634,1,35,2.0,1,43,0,5.38,8,9.67,15.0,A,5,5.38,17,9,17784,M,0,1236
116485,0,18,15.0,2,12,0,15.0,8,15.0,15.0,F,1,15.0,5,55,17022,M,0,832
37321,0,29,5.0,2,59,0,12.67,11,17.67,17.0,A,4,12.67,24,80,19918,M,1,925
23506,0,13,25.0,1,24,3,27.5,11,25.0,30.0,A,2,27.5,10,42,20976,M,0,938
137197,0,29,5.0,2,41,0,20.0,13,25.0,25.0,A,2,20.0,15,79,14485,M,0,502
130311,0,03,5.0,1,59,0,26.0,13,35.0,35.0,A,2,26.0,21,56,16754,F,0,872
82196,1,45,3.0,2,68,0,5.92,12,5.0,5.0,A,3,5.92,28,33,9715,F,0,405
86899,0,27,5.0,2,25,1,11.67,12,15.0,20.0,A,3,11.67,11,34,12896,F,0,490
1611,0,31,2.0,3,108,1,8.73,22,15.0,5.0,A,5,8.73,44,43,8565,M,1,409
135613,0,21,5.0,3,32,5,10.67,12,0.0,20.0,A,2,10.67,13,7,10732,F,0,647
167253,0,03,5.0,1,45,0,11.17,12,15.0,15.0,A,3,11.17,19,35,27495,F,0,4048
161867,0,24,25.0,1,13,0,25.0,11,25.0,25.0,F,1,25.0,6,18,15567,F,0,2257
169478,0,40,3.0,2,65,1,8.71,15,9.5,20.0,S,8,8.71,26,23,24530,F,1,3445
129737,0,12,15.0,1,13,0,15.0,10,15.0,15.0,F,1,15.0,5,3,15421,M,0,861
141092,0,20,4.0,2,77,0,12.23,14,16.29,16.0,S,12,12.23,29,40,19867,M,1,1057
112922,0,42,3.0,1,40,0,8.33,14,10.0,15.0,A,4,8.33,15,31,13972,M,0,848
133800,0,40,20.0,2,12,0,20.0,10,20.0,20.0,F,1,20.0,6,33,13239,M,0,718
80745,0,36,3.0,2,69,0,5.95,12,20.0,22.0,A,2,5.95,28,43,13872,M,1,344
29010,1,45,18.0,2,13,0,18.0,11,18.0,18.0,F,1,18.0,5,34,14170,M,0,775
88153,1,20,5.0,2,60,0,8.06,6,7.0,5.0,S,4,8.06,27,46,16768,F,1,1380
95165,0,46,10.0,2,26,1,15.0,13,0.0,25.0,A,3,15.0,11,44,14223,M,0,744
163843,1,14,5.0,1,42,0,10.6,14,17.0,17.0,A,2,10.6,17,36,21140,M,1,3543
107951,0,45,4.0,2,19,0,6.33,13,7.5,10.0,N,2,6.33,9,51,9126,U,1,330
53793,1,12,2.0,1,78,0,7.71,13,17.0,17.0,A,2,7.71,33,12,18463,F,1,966
124298,1,23,2.0,1,57,0,3.7,7,5.0,3.0,S,4,3.7,22,68,28807,F,1,816
46973,0,40,15.0,2,24,0,15.0,10,15.0,15.0,A,2,15.0,10,16,14874,M,0,873
88047,0,14,10.0,1,55,0,14.67,13,0.0,21.0,A,1,14.67,23,46,19912,F,0,870
93923,0,08,3.0,3,63,0,7.17,12,0.0,8.0,A,4,7.17,28,58,15359,F,0,778
75442,0,45,3.0,2,78,0,4.59,12,6.0,4.0,S,3,4.59,30,38,12016,F,1,491
140049,1,46,2.0,2,33,0,9.86,14,15.0,10.0,A,4,9.86,14,25,7822,F,0,629
183110,0,18,5.0,2,66,2,17.36,13,23.0,27.0,A,4,17.36,29,37,13523,M,0,840
67524,0,27,5.0,2,39,0,20.25,13,35.0,35.0,A,2,20.25,16,35,16345,U,0,532
122218,0,02,5.0,1,23,0,6.25,12,5.0,10.0,N,4,6.25,10,53,29381,F,0,1178
154496,0,39,5.0,2,59,24,9.92,12,13.33,16.0,A,4,9.92,25,16,9594,M,1,668
16126,0,50,5.0,3,32,0,15.0,9,20.0,20.0,A,3,15.0,15,28,10552,F,0,466
6997,0, .,10.0,?,77,0,10.68,13,0.0,10.0,A,1,10.68,30,0,11192,F,1,382
99741,0,40,5.0,2,50,0,8.57,12,0.0,16.0,A,2,8.57,20,15,12612,M,1,689
44686,0,38,5.0,2,51,0,12.4,12,15.0,16.0,A,2,12.4,16,36,11647,F,0,490
63912,0,40,3.0,2,35,0,8.36,12,8.0,15.0,S,8,8.36,14,35,15749,M,1,679
118182,1,47,2.0,2,68,1,4.5,11,0.0,6.0,S,3,4.5,28,38,9495,M,1,503
2168,0,12,5.0,1,55,0,9.18,24,10.25,12.0,A,7,9.18,23,26,20755,F,1,1566
106598,0,36,10.0,2,19,2,11.0,8,11.0,12.0,A,4,11.0,9,36,10442,F,0,340
2151,1,31,5.0,3,98,0,20.8,25,24.0,25.0,S,6,20.8,36,0,8614,M,1,1126
63430,0,41,15.0,3,12,0,15.0,10,0.0,15.0,F,0,15.0,4,26,10282,M,0,219
21339,0,49,5.0,2,24,1,8.75,12,7.5,10.0,A,3,8.75,9,33,11273,M,1,489
109353,0,42,10.0,1,21,0,12.5,10,12.5,15.0,A,2,12.5,9,22,12306,M,0,811
16906,0,47,20.0,2,17,0,20.0,8,20.0,20.0,N,1,20.0,7,39,9558,M,0,550
174659,0,11,3.0,1,72,0,10.82,11,20.0,20.0,A,3,10.82,30,17,20579,U,1,940
123179,0,35,5.0,1,41,0,9.17,12,10.0,10.0,A,4,9.17,15,17,35873,M,1,1995
19647,0,17,2.0,2,55,0,7.89,13,0.0,15.0,A,2,7.89,21,9,13432,F,1,770
32952,0,40,5.0,2,85,2,11.0,13,13.0,15.0,A,4,11.0,34,20,12197,F,1,535
15225,0,40,5.0,2,56,0,9.17,11,15.0,15.0,A,1,9.17,24,27,15229,U,0,780
95938,0,30,5.0,3,20,0,10.0,14,15.0,15.0,N,2,10.0,8,28,13083,M,0,564
1249,1,20,3.0,2,88,0,9.38,23,13.33,11.0,A,5,9.38,35,42,18160,M,1,1435
138291,0,23,10.0,1,45,0,13.33,12,20.0,20.0,A,2,13.33,20,62,22320,M,0,1163
13697,0,27,2.0,2,77,2,7.23,27,17.0,10.0,A,3,7.23,26,31,12926,M,0,742
1092,1,03,1.0,1,100,0,9.84,27,11.67,10.0,A,9,9.84,34,52,91576,M,1,5817
112889,0,51,5.0,3,30,0,10.67,11,0.0,20.0,A,2,10.67,12,31,9934,M,0,278
81985,1,43,3.0,2,47,0,7.55,12,9.75,11.0,S,5,7.55,19,35,11085,M,1,486
105068,1,43,5.0,2,71,0,5.3,13,6.0,5.0,A,5,5.3,29,27,14555,U,1,731
123693,0,24,10.0,1,29,0,16.0,10,13.0,22.0,A,3,16.0,13,11,13895,M,0,736
74418,0,44,5.0,2,19,0,10.0,11,5.0,15.0,N,2,10.0,9,21,12118,M,0,611
141259,0,31,5.0,3,35,0,12.67,12,17.5,15.0,A,4,12.67,15,38,14352,M,0,641
27933,1,35,5.0,1,79,2,12.2,14,14.5,19.0,S,3,12.2,31,17,17607,M,1,1067
109520,1,39,3.0,2,14,0,9.0,10,0.0,15.0,A,1,9.0,4,16,10271,M,0,687
88848,0,23,10.0,1,65,0,18.57,13,0.0,20.0,A,1,18.57,27,54,33524,F,0,2066
54795,0,41,3.0,3,32,0,5.5,11,5.83,6.0,S,7,5.5,15,41,12993,F,1,403
115034,0,41,5.0,3,51,0,12.6,13,20.0,20.0,A,2,12.6,20,28,10778,M,0,242
89278,0,12,10.0,1,22,0,14.0,13,20.0,12.0,N,3,14.0,10,25,18058,M,0,1594
144456,0,08,5.0,3,27,0,8.8,12,5.0,13.0,A,3,8.8,11,23,11061,U,1,1797
131552,0,28,10.0,2,34,0,13.67,6,15.0,15.0,A,1,13.67,12,60,20751,F,1,1133
51426,1,36,5.0,2,35,1,11.67,12,0.0,20.0,A,1,11.67,14,33,10808,M,0,531
186218,0,03,5.0,1,36,0,8.17,20,7.0,10.0,A,4,8.17,12,61,27692,M,0,3602
24396,0,32,3.0,3,76,0,9.37,13,12.0,10.0,S,3,9.37,29,39,7150,M,1,382
44965,0,36,5.0,2,40,0,13.75,12,0.0,20.0,A,2,13.75,16,30,8609,M,0,747
118773,0,25,5.0,2,47,3,7.5,12,10.0,10.0,A,4,7.5,19,42,11145,F,0,687
29836,0,27,3.0,2,43,2,4.55,13,5.0,5.0,S,5,4.55,16,38,9368,F,1,505
165308,0,02,20.0,1,15,0,20.0,10,0.0,20.0,F,1,20.0,6,19,22822,M,0,2848
107505,0,35,3.0,1,66,0,8.09,12,10.0,10.0,S,7,8.09,28,23,13316,M,1,629
48778,0,11,5.0,1,49,10,12.57,14,15.67,40.0,S,5,12.57,20,28,18462,F,1,978
131864,0,28,1.25,2,63,0,7.01,8,15.0,20.0,S,4,7.01,27,73,12474,M,1,608
171265,1,21,5.0,3,71,0,16.67,13,26.0,25.0,L,2,16.67,29,40,11549,M,1,968
190295,0,44,10.0,2,25,1,13.0,4,0.0,16.0,E,2,13.0,14,39,17981,U,0,953
34654,0,17,5.0,2,53,0,11.2,14,16.67,11.0,S,5,11.2,20,21,16706,M,1,733
5180,1,16,3.0,2,108,0,9.39,22,15.0,10.0,S,2,9.39,30,23,11456,F,1,469
24252,0,39,8.0,2,21,0,9.33,12,9.0,10.0,N,3,9.33,8,22,13282,M,0,810
102351,1,09,5.0,3,25,0,13.33,13,17.5,15.0,A,3,13.33,9,27,11107,F,0,787
80035,0,48,5.0,2,57,0,11.78,12,14.0,16.0,A,2,11.78,20,49,14452,F,1,765
84965,0,41,5.0,3,18,2,6.67,13,7.5,5.0,N,2,6.67,7,28,13247,M,0,425
188727,0,32,2.0,3,53,2,11.91,12,15.5,10.0,A,3,11.91,21,28,10336,F,1,567
33673,0,45,5.0,2,78,0,10.19,11,23.0,12.0,A,4,10.19,34,33,13191,M,1,644
75640,0,44,5.0,2,62,1,12.78,13,20.0,10.0,S,2,12.78,24,24,14937,F,1,578
20500,0,24,25.0,1,24,0,25.0,13,25.0,25.0,A,2,25.0,11,54,23627,M,0,1095
46409,0,43,10.0,2,52,0,15.0,13,20.0,20.0,A,1,15.0,19,22,8006,M,0,765
186573,1,40,3.0,2,63,0,7.69,17,10.0,3.0,A,4,7.69,25,35,18369,F,0,900
137613,0,36,20.0,2,25,0,35.0,13,20.0,50.0,A,2,35.0,11,42,10645,F,0,439
90080,1,16,10.0,2,25,0,16.67,13,20.0,20.0,A,2,16.67,11,29,14005,F,0,927
81945,1,12,5.0,1,23,0,15.0,13,25.0,15.0,A,2,15.0,10,17,20327,M,0,840
82610,1,18,3.0,2,33,0,3.6,7,4.0,4.0,S,7,3.6,13,29,10337,U,1,280
62610,0,40,3.0,2,24,0,5.83,12,7.0,5.0,A,5,5.83,10,37,14331,F,0,602
163861,0,13,5.0,1,20,0,8.33,14,10.0,10.0,N,2,8.33,8,35,33342,M,0,4808
93659,0,02,23.0,1,24,0,24.67,13,25.5,28.0,A,3,24.67,11,60,11944,F,0,735
181885,0,39,5.0,2,45,1,12.33,13,0.0,20.0,A,1,12.33,19,20,11407,F,1,844
37262,0,08,10.0,3,74,0,11.88,16,10.0,25.0,A,2,11.88,27,45,22714,F,1,1587
154179,0,27,5.0,2,46,0,11.5,10,0.0,15.0,A,1,11.5,16,25,16037,M,0,1425
160284,0,28,5.0,2,47,0,8.5,12,0.0,15.0,A,2,8.5,18,43,14263,F,0,2099
160153,0,23,5.0,1,69,0,8.82,13,10.5,6.0,S,6,8.82,29,76,17342,M,1,2939
31505,0,43,5.0,2,67,0,14.36,15,17.75,20.0,A,6,14.36,30,32,12330,F,0,477
128779,0,10,3.02,4,62,1,16.0,11,0.0,13.0,A,1,16.0,23,22,6087,F,1,426
79747,1,51,15.0,3,21,0,15.0,12,15.0,15.0,N,2,15.0,9,37,9216,M,0,329
7059,1,12,3.0,1,37,0,9.57,7,10.0,10.0,A,1,9.57,20,32,17763,F,1,1015
147960,0,04,10.0,2,72,0,16.64,13,0.0,25.0,A,2,16.64,31,31,12156,F,1,2688
80199,0,39,10.0,2,46,0,20.0,10,0.0,18.0,A,1,20.0,20,25,11433,M,0,632
111459,1,24,6.0,1,55,0,13.54,12,16.0,16.0,S,7,13.54,22,45,26074,F,1,1054
44828,1,53,3.0,3,54,0,6.86,14,9.0,9.0,A,5,6.86,22,40,8510,M,1,395
127265,0,18,5.0,2,34,2,8.5,9,15.0,15.0,E,1,8.5,13,13,11177,M,0,546
56454,0,39,2.0,2,72,0,3.64,12,5.0,5.0,S,5,3.64,31,19,15259,F,1,781
12226,1,25,2.0,2,82,0,5.41,29,10.0,6.0,S,3,5.41,28,37,10417,F,1,649
56743,0,12,5.0,1,72,0,10.23,11,0.0,12.0,A,1,10.23,28,51,17944,F,1,702
71347,1,44,3.0,2,34,1,4.64,13,4.2,4.0,S,9,4.64,15,18,13264,F,1,638
62281,0,27,15.0,2,16,0,17.5,13,17.5,15.0,N,2,17.5,9,17,13116,F,0,493
122465,1,24,5.0,1,26,0,7.2,13,8.0,10.0,A,5,7.2,11,3,29903,F,0,2056
67,1,28,3.0,2,89,3,5.05,24,5.0,5.0,A,8,5.05,33,50,12667,F,1,1004
63951,0,40,5.0,2,33,0,11.67,10,15.0,15.0,A,2,11.67,12,20,13780,M,0,683
46557,0,23,10.0,1,44,0,10.86,11,0.0,16.0,A,1,10.86,16,64,25135,M,1,1620
32538,1,16,3.0,2,37,0,5.31,11,6.14,7.0,S,8,5.31,17,38,14353,F,1,752
99325,1,24,5.0,1,22,2,10.0,12,5.0,13.0,N,3,10.0,10,37,20176,M,0,1191
85074,0,48,0.06,2,69,0,12.08,9,20.0,10.0,A,3,12.08,29,54,12819,F,1,438
120790,0,24,25.0,1,17,3,25.0,12,25.0,25.0,F,1,25.0,7,33,26781,F,0,1258
114694,0,14,10.0,1,66,0,19.14,14,20.0,20.0,A,4,19.14,26,28,17949,M,0,879
136288,1,11,10.0,1,37,0,18.33,14,25.0,10.0,A,2,18.33,14,18,18062,M,0,1104
125741,1,15,2.0,1,66,3,5.07,12,12.0,10.0,A,2,5.07,25,16,17373,F,1,813
122401,0,38,5.0,2,24,0,10.67,13,5.0,16.0,A,3,10.67,10,19,14183,F,0,548
17006,0,24,5.0,1,78,2,8.52,16,10.0,10.0,S,4,8.52,31,52,17584,M,1,727
47418,0,13,5.0,1,25,1,11.67,7,20.0,15.0,A,3,11.67,11,51,24602,F,0,1273
6599,1,20,5.0,2,66,2,10.87,8,11.33,10.0,A,4,10.87,24,51,14248,F,0,719
122960,0,40,2.0,2,62,0,4.76,12,7.67,7.0,S,5,4.76,28,37,13573,F,1,599
173523,0,14,5.0,1,51,7,17.0,13,20.0,20.0,A,2,17.0,21,20,24913,M,0,3952
62426,0,44,2.0,2,38,6,5.83,13,10.0,10.0,A,4,5.83,15,27,17344,M,1,657
102093,0,10,10.0,4,25,0,12.5,10,12.5,15.0,A,2,12.5,10,0,0,M,0,0
141786,0,24,3.0,1,47,0,5.42,12,5.4,7.0,S,8,5.42,19,59,22875,M,1,1383
26271,1,25,2.0,2,72,0,10.13,12,0.0,10.0,A,1,10.13,30,21,22281,F,0,878
5532,1,37,5.0,2,103,0,9.93,30,10.0,14.0,S,2,9.93,24,85,24959,M,1,1690
122110,1,21,1.5,3,46,0,4.94,14,0.0,2.0,A,3,4.94,20,18,8051,U,1,408
184216,0,11,10.0,1,25,2,12.67,13,14.0,10.0,A,2,12.67,11,41,18239,F,0,890
148249,0,06,20.0,2,13,2,20.0,11,0.0,20.0,F,1,20.0,6,32,19456,F,0,2092
143490,0,04,15.0,2,12,0,15.0,7,15.0,15.0,F,1,15.0,5,38,14309,M,0,2375
189493,0,40,5.0,2,55,0,17.5,28,14.5,25.0,A,7,17.5,21,29,16570,F,1,580
167165,1,03,5.0,1,43,0,11.0,12,14.33,17.0,A,3,11.0,15,21,18743,F,0,2600
