CONTROL_NUMBER,DONATED,CLUSTER_CODE,LIFETIME_GIFT_AMOUNT,PCT_ATTRIBUTE4,FREQUENCY_STATUS_97NK,INCOME_GROUP,FILE_CARD_GIFT,MEDIAN_HOUSEHOLD_INCOME,RECENT_CARD_RESPONSE_PROP,MONTHS_SINCE_LAST_GIFT,WEALTH_RATING,PCT_OWNER_OCCUPIED,URBANICITY,RECENT_AVG_CARD_GIFT_AMT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_FIRST_GIFT,LIFETIME_GIFT_RANGE,RECENCY_STATUS_96NK,MOR_HIT_RATE
30384,0,30,37.0,35,3,5.0,2,330,0.2,19,,78,C,3.5,2,40,9.0,A,0
5405,0,11,104.0,21,2,2.0,8,306,0.444,18,4.0,55,S,7.5,4,113,5.0,S,8
174803,1,35,150.0,39,1,,13,366,0.3,17,4.0,79,T,11.33,3,129,12.0,A,0
108158,1,18,79.0,15,3,4.0,10,284,0.333,18,6.0,89,S,3.67,3,113,4.0,S,5
77349,0,44,87.0,24,2,3.0,8,340,0.273,18,6.0,70,R,5.33,3,80,5.0,S,0
89686,1,14,75.0,44,1,,2,716,0.1,25,,57,S,20.0,1,41,15.0,A,0
62706,0,41,112.0,28,4,,6,235,0.25,15,,67,T,20.0,1,105,18.0,A,0
107523,0,45,83.0,40,3,,3,209,0.429,18,,69,R,19.33,3,28,17.0,A,0
111174,0,45,146.0,42,4,2.0,15,165,0.455,15,2.0,71,R,4.8,5,88,8.0,S,0
81073,1,27,55.0,35,3,4.0,3,243,0.222,22,,81,C,10.0,2,41,3.0,A,1
167448,0,12,147.0,14,2,6.0,5,644,0.182,23,8.0,78,S,17.0,2,56,10.0,A,0
10586,0,35,116.0,26,2,,2,471,0.0,8,6.0,91,T,0.0,0,52,10.0,A,0
92264,0,24,97.0,23,2,1.0,5,502,0.182,18,8.0,92,C,10.0,2,86,12.0,A,3
29510,0,43,33.0,48,4,2.0,3,242,0.429,17,,88,R,6.67,3,35,3.0,A,0
188835,0,25,107.0,24,1,,7,202,0.2,5,2.0,43,C,16.0,2,129,12.0,A,0
150548,0,12,25.0,18,2,6.0,0,616,0.0,15,,71,S,0.0,0,20,15.0,F,10
189554,0,40,98.0,29,4,5.0,6,349,0.5,17,,82,T,10.8,5,40,8.0,A,2
166902,0,35,55.0,42,2,6.0,3,537,0.429,20,,84,T,18.33,3,29,15.0,A,3
116587,0,53,91.0,46,3,2.0,3,160,0.3,18,,73,R,11.33,3,40,15.0,S,1
29868,1,40,20.0,21,1,5.0,0,397,0.0,16,,87,T,0.0,0,16,0.0,F,6
107067,0,46,104.0,44,1,1.0,8,238,0.125,18,,69,R,10.0,1,122,7.0,F,29
110476,0,25,137.0,99,3,5.0,8,262,0.444,21,5.0,56,C,16.75,4,81,15.0,S,0
32661,0,21,30.0,21,4,1.0,2,288,0.25,18,,66,S,6.0,2,34,6.0,A,0
8276,1,14,240.0,34,1,6.0,12,1490,0.091,16,9.0,96,S,18.0,1,122,11.0,A,0
156372,0,13,80.0,59,1,3.0,1,665,0.0,26,,88,S,0.0,0,64,40.0,A,8
91955,0,18,116.0,16,4,5.0,11,401,0.556,21,8.0,73,S,9.2,5,101,9.0,S,9
25441,0,40,51.0,20,4,,5,377,0.273,18,,82,T,5.0,3,45,2.0,S,0
92963,1,01,20.0,33,1,7.0,1,437,0.5,16,,66,U,20.0,1,16,0.0,F,1
170836,0,35,85.0,13,4,6.0,8,485,0.545,16,2.0,83,T,5.17,6,53,12.0,S,0
29345,1, .,87.0,0,2,5.0,6,325,0.111,18,,86,?,10.0,1,101,9.0,A,1
13554,0, .,112.0,0,2,4.0,3,346,0.182,19,6.0,89,?,15.5,2,56,18.0,A,1
12820,0,49,90.0,33,4,4.0,7,313,0.6,21,,76,R,7.33,6,41,5.0,A,0
84196,0,18,215.0,16,2,5.0,13,415,0.273,20,6.0,90,S,16.0,3,129,14.0,S,1
96813,0,38,119.0,53,2,,8,307,0.3,16,2.0,80,T,10.67,3,92,9.0,A,0
107431,0,53,15.0,60,1,7.0,1,163,0.333,23,,70,R,15.0,1,23,0.0,N,1
53960,0,53,26.0,33,1,,1,351,0.167,21,,89,R,16.0,1,28,6.0,A,0
1889,0,40,113.0,42,4,5.0,8,363,0.857,6,,82,T,10.67,6,32,12.0,A,0
127066,0,21,32.0,0,2,7.0,3,262,0.5,20,,53,S,10.67,3,28,10.0,A,0
149089,1,34,43.0,30,1,6.0,2,515,0.286,22,,63,T,21.5,2,29,3.0,A,10
25020,0,43,26.0,36,2,,2,239,0.333,18,,73,R,13.0,2,23,6.0,N,0
25220,0,27,53.0,28,1,5.0,2,287,0.0,27,6.0,51,C,0.0,0,85,12.0,A,12
190247,0,11,190.0,48,1,,4,547,0.25,26,,59,S,30.0,1,65,20.0,E,0
182962,0,28,147.0,51,1,5.0,16,344,0.143,19,4.0,90,C,11.0,1,126,8.0,A,4
22007,0,43,95.0,34,1,5.0,4,223,0.143,21,3.0,75,R,15.0,1,86,10.0,A,0
71645,0,14,105.0,47,2,6.0,2,571,0.0,15,9.0,97,S,0.0,0,78,10.0,A,16
182243,1,16,83.0,32,3,2.0,7,335,0.2,19,6.0,69,S,10.0,2,77,9.0,S,0
147878,0,13,77.0,55,2,6.0,3,1500,0.0,19,9.0,95,S,0.0,0,75,15.0,S,0
151737,0,17,55.0,17,1,2.0,3,379,0.167,17,2.0,64,S,16.0,1,78,13.0,A,0
32091,0,36,120.0,26,2,3.0,8,224,0.091,21,2.0,77,T,11.0,1,90,8.0,S,16
84379,0,48,51.25,57,1,2.0,13,157,0.167,17,,82,R,10.0,1,129,9.5,A,0
115723,0,12,25.0,7,1,6.0,0,534,0.0,20,,65,S,0.0,0,20,0.0,F,10
173354,0,38,250.0,29,1,3.0,4,300,0.111,16,2.0,49,T,25.0,1,92,30.0,A,0
3155,0,13,100.07,42,3,4.0,8,583,0.143,13,9.0,96,S,7.0,1,126,9.93,S,24
20001,0,27,25.0,3,1,3.0,1,270,0.25,24,,69,C,25.0,1,24,0.0,N,1
138117,0,23,193.25,33,4,,26,179,0.818,15,8.0,95,C,3.11,9,128,3.75,S,0
153898,1,04,36.0,33,3,,3,226,0.25,17,,1,U,10.0,2,40,7.0,S,0
50427,1,40,182.0,12,1,3.0,10,464,0.2,22,8.0,88,T,15.0,2,105,10.0,A,1
175113,1,40,25.0,42,1,,1,307,0.5,17,,69,T,25.0,1,17,0.0,F,0
111005,0,51,25.0,46,1,,1,200,0.25,23,,72,R,25.0,1,23,0.0,N,0
80675,0,49,121.0,30,2,,17,294,0.25,24,1.0,87,R,11.5,2,127,19.0,S,0
38172,0,07,216.0,46,4,4.0,17,275,0.364,17,4.0,57,U,5.0,4,113,7.0,S,8
122419,0,24,30.0,20,1,6.0,1,543,0.5,16,,71,C,30.0,1,16,0.0,F,0
189299,0,05,149.0,30,3,4.0,5,428,0.3,4,6.0,92,U,6.67,3,76,20.0,A,0
161519,0,10,73.0,28,3,,13,330,0.5,18,0.0,80,U,3.0,4,116,2.0,S,0
142537,0,10,64.0,13,3,4.0,3,244,0.125,15,1.0,23,U,10.0,1,63,5.0,A,0
163864,0,02,25.0,64,1,6.0,1,517,0.2,15,,77,U,5.0,1,32,10.0,E,0
65618,0,17,25.0,23,1,,1,361,0.5,17,,32,S,25.0,1,17,0.0,F,0
146182,1,06,121.0,48,2,2.0,8,408,0.273,17,5.0,91,U,10.0,3,88,7.0,S,0
44795,0,48,72.0,57,4,,16,194,0.5,19,4.0,89,R,2.5,4,129,4.5,S,0
20271,0,36,81.0,29,1,,4,142,0.111,20,2.0,61,T,21.0,1,89,16.0,A,0
129004,0,06,15.0,24,1,6.0,1,396,0.25,24,,66,U,15.0,1,24,0.0,N,20
100353,0,23,247.0,38,2,,11,351,0.444,17,8.0,81,C,18.75,4,114,20.0,E,0
20094,0,49,61.0,25,1,2.0,3,222,0.222,24,,0,R,25.5,2,33,26.0,A,2
42670,0,28,231.0,66,4,,21,320,0.636,17,5.0,80,C,7.14,7,105,8.0,S,0
153718,0,27,50.0,13,2,3.0,1,494,0.25,17,,70,C,25.0,1,23,0.0,N,0
22749,0,35,79.0,13,2,4.0,8,512,0.111,26,,93,T,9.0,1,93,8.0,S,36
60121,0,13,83.0,42,4,,11,485,0.6,17,,95,S,5.0,6,125,2.0,A,0
60122,0,21,97.0,33,4,,9,295,0.2,15,5.0,82,S,4.0,2,120,12.0,S,0
171855,1,16,136.5,66,1,5.0,9,381,0.273,17,2.0,93,S,12.33,3,79,17.0,A,9
108268,0,30,138.0,32,1,1.0,6,165,0.0,18,3.0,70,C,0.0,0,122,10.0,A,0
81463,0,36,142.0,36,1,,3,204,0.0,27,3.0,70,T,0.0,0,111,37.0,A,0
39612,0,21,40.0,19,1,4.0,2,371,0.167,17,6.0,85,S,20.0,1,68,15.0,A,13
154919,0,30,26.0,26,1,4.0,2,318,0.333,21,,74,C,13.0,2,29,6.0,A,0
127879,0,28,15.0,51,1,5.0,1,388,0.5,16,,55,C,15.0,1,16,0.0,F,0
42462,0,43,155.0,47,4,1.0,11,204,0.455,15,5.0,82,R,11.6,5,114,8.0,S,11
164989,1,13,107.0,42,1,6.0,6,1032,0.182,23,9.0,93,S,17.5,2,53,10.0,A,0
162677,0,01,27.0,41,3,2.0,2,517,0.4,15,,78,U,6.0,2,29,5.0,A,0
141809,1,41,41.0,0,3,,2,71,0.25,18,,4,T,12.0,1,56,9.0,A,0
14799,0,18,196.0,20,2,4.0,13,342,0.364,20,6.0,82,S,10.0,4,125,9.0,S,0
158718,0,20,35.0,45,1,,2,378,0.125,19,,45,S,5.0,1,40,10.0,A,0
62786,1,43,140.0,29,4,,8,280,0.3,19,5.0,80,R,12.0,3,64,9.0,S,0
90660,0,02,30.0,35,1,5.0,1,546,0.167,24,,99,U,20.0,1,32,10.0,A,0
174238,0,14,35.0,21,1,4.0,2,665,0.0,16,9.0,81,S,0.0,0,52,5.0,A,2
122802,0,24,33.0,9,3,7.0,3,547,0.5,18,,90,C,6.67,3,31,5.0,A,0
143692,0,03,54.0,37,1,6.0,3,464,0.2,18,,60,U,9.5,2,40,10.0,A,1
124193,1,43,29.0,17,4,5.0,4,268,0.571,17,,85,R,5.5,4,33,2.0,A,0
75408,0,36,47.0,46,2,,1,273,0.167,18,,53,T,2.0,1,35,23.0,A,0
187964,0,15,150.0,15,1,,5,329,0.25,24,,27,S,25.0,1,76,30.0,E,0
21969,0,49,99.0,30,2,2.0,5,285,0.0,15,5.0,84,R,0.0,0,126,7.0,A,2
145098,0,03,101.07,50,1,,8,365,0.182,22,9.0,12,U,15.0,2,113,14.93,A,0
157883,0,14,81.5,14,2,,6,749,0.222,16,9.0,82,S,17.5,2,67,12.5,S,0
104267,1,43,71.0,39,3,1.0,12,231,0.4,19,1.0,84,R,6.25,4,128,8.0,S,0
58750,0,49,106.0,26,3,4.0,11,277,0.455,18,7.0,90,R,6.8,5,68,5.0,S,0
82234,0,40,86.0,14,4,3.0,8,494,0.545,18,8.0,95,T,7.5,6,57,7.0,S,1
32807,1,18,49.0,11,4,6.0,4,327,0.286,16,,87,S,5.0,2,57,7.0,A,5
166182,0,10,254.0,37,2,,4,144,0.0,17,3.0,37,U,0.0,0,76,32.0,A,0
148051,0,13,30.0,34,1,3.0,2,811,0.5,7,,94,S,10.0,1,18,10.0,F,3
82835,0,12,61.0,49,2,3.0,1,456,0.143,23,,91,S,15.0,1,33,10.0,A,1
172095,0,18,25.0,22,1,5.0,1,360,0.167,19,,71,S,10.0,1,33,5.0,A,7
148381,0,11,560.0,43,2,7.0,4,546,0.091,15,9.0,74,S,100.0,1,62,30.0,A,0
177960,1,40,287.0,55,4,4.0,11,284,0.333,18,5.0,77,T,18.33,3,129,10.0,S,15
52776,0,30,155.0,6,1,,4,215,0.091,18,2.0,68,C,25.0,1,122,15.0,A,0
75810,0,53,28.0,46,1,1.0,1,249,0.2,24,,76,R,20.0,1,32,12.0,A,8
158330,0,29,20.0,79,1,,0,328,0.0,20,,98,C,0.0,0,20,0.0,F,0
131060,0,24,55.0,17,1,6.0,1,579,0.143,23,,80,C,25.0,1,29,5.0,A,3
32594,0,36,38.0,37,3,6.0,1,204,0.167,16,,70,T,5.0,1,29,7.0,A,0
57990,0,42,15.0,38,1,5.0,1,479,0.333,21,,79,R,15.0,1,21,0.0,N,1
70565,1,48,130.0,34,1,5.0,9,196,0.3,23,1.0,82,R,13.67,3,88,12.0,A,0
102169,0,23,15.0,51,1,7.0,1,330,0.25,24,,67,C,15.0,1,24,0.0,N,0
75786,0,45,63.0,30,1,2.0,7,266,0.143,23,5.0,81,R,15.0,1,85,13.0,A,1
181922,0,04,21.0,8,2,,1,397,0.5,15,,64,U,15.0,1,16,9.0,F,0
45134,1,28,152.0,68,3,1.0,8,235,0.333,18,3.0,81,C,15.0,3,110,20.0,S,0
114828,1,48,148.0,53,3,4.0,25,215,0.636,21,0.0,81,R,3.29,7,130,3.0,S,0
15797,0,30,728.0,43,2,3.0,12,242,0.091,20,3.0,68,C,35.0,1,130,29.0,S,3
107692,0,49,121.0,32,2,1.0,7,217,0.1,18,2.0,76,R,15.0,1,119,11.0,A,0
65899,1,16,29.0,25,3,4.0,3,470,0.5,16,,93,S,8.0,3,31,5.0,A,0
38156,0,08,75.0,40,1,3.0,2,288,0.1,15,,83,U,20.0,1,41,5.0,A,0
133926,0,49,93.0,36,1,3.0,14,231,0.286,16,3.0,84,R,7.5,2,129,8.0,A,11
188668,0,16,15.0,29,1,,1,285,0.5,17,,65,S,15.0,1,17,0.0,F,0
108150,1,12,76.0,22,2,4.0,2,479,0.125,18,9.0,76,S,20.0,1,67,10.0,A,0
86175,0,53,31.0,38,1,2.0,1,187,0.0,19,,80,R,0.0,0,41,10.0,A,0
173877,0,12,36.0,8,1,7.0,1,429,0.167,17,,38,S,15.0,1,30,6.0,A,0
53669,0,12,94.0,31,1,2.0,6,365,0.0,24,8.0,78,S,0.0,0,91,11.0,A,11
143003,0,01,111.0,44,3,,10,413,0.364,18,3.0,82,U,7.75,4,67,8.0,S,0
143279,0,06,30.0,26,1,6.0,1,434,0.167,19,,68,U,10.0,1,32,10.0,A,6
42007,0,08,115.0,43,1,2.0,12,255,0.125,18,2.0,72,U,10.0,1,125,10.0,A,0
5290,0,23,207.0,46,2,1.0,11,417,0.111,5,7.0,79,C,10.0,1,115,7.0,S,8
182331,0,25,82.0,55,2,,3,149,0.2,19,,11,C,18.0,2,40,18.0,A,0
129595,0,26,53.0,32,1,2.0,3,248,0.125,26,4.0,60,C,12.0,1,67,10.0,A,16
68601,0,13,87.0,45,3,6.0,14,920,0.8,15,9.0,98,S,5.75,4,129,7.0,S,27
179130,0,34,32.0,19,1,,1,467,0.0,25,5.0,92,T,0.0,0,53,15.0,A,0
125155,0,21,87.0,28,4,2.0,3,233,0.429,18,,67,S,12.0,3,29,15.0,A,1
141094,0,17,92.0,36,2,1.0,7,303,0.0,15,3.0,26,S,0.0,0,116,7.0,A,0
185397,0,12,44.0,44,3,,3,415,0.5,13,,66,S,7.33,3,29,5.0,A,0
1549,1,13,150.0,75,1,,1,1500,0.143,24,9.0,85,S,50.0,1,49,0.0,A,0
156821,0,06,30.0,45,1,,1,377,0.2,18,,54,U,15.0,1,29,0.0,A,0
23657,0,40,111.0,42,1,4.0,4,165,0.143,15,8.0,85,T,16.0,1,67,11.0,E,0
48054,0,42,45.0,19,1,5.0,4,334,0.25,23,,48,R,12.5,2,53,10.0,A,3
98016,0,27,80.0,40,2,1.0,8,72,0.182,23,2.0,5,C,9.0,2,113,6.0,S,0
96008,1,41,150.0,35,3,1.0,18,87,0.5,16,1.0,37,T,5.0,5,118,4.0,S,0
150692,0,12,20.0,9,1,7.0,0,593,0.0,20,,92,S,0.0,0,20,0.0,F,0
187049,1, .,64.0,0,2,,6,360,0.4,7,,62,?,5.0,4,47,11.0,A,0
35969,0,39,55.0,14,1,4.0,3,354,0.1,18,5.0,81,T,15.0,1,53,10.0,A,1
85909,0,45,101.0,37,4,3.0,5,184,0.222,17,2.0,78,R,12.5,2,76,12.0,A,0
84974,0,43,171.0,29,1,3.0,16,236,0.3,21,2.0,64,R,10.0,3,113,8.0,A,2
92830,0,10,76.0,44,1,2.0,5,150,0.273,22,0.0,28,U,14.0,3,57,17.0,A,0
67883,0,32,66.0,53,3,4.0,4,144,0.222,18,1.0,60,C,10.5,2,56,6.0,A,0
161715,0,35,80.0,10,2,,2,504,0.222,19,,81,T,20.0,2,32,0.0,A,0
52944,0,24,74.0,23,2,,2,320,0.1,18,,70,C,7.0,1,56,17.0,A,0
126396,0,25,84.0,29,1,5.0,2,156,0.111,20,2.0,23,C,32.0,1,56,7.0,A,0
68644,0,12,90.0,13,1,4.0,4,630,0.25,24,9.0,98,S,20.0,2,80,15.0,A,0
79930,0,49,30.0,33,4,3.0,4,274,0.571,17,,77,R,5.0,4,29,3.0,A,0
79330,0,44,151.0,25,1,,6,311,0.273,22,6.0,87,R,23.33,3,114,22.0,A,0
8809,0,20,221.0,41,1,6.0,9,392,0.3,21,5.0,68,S,28.33,3,92,27.0,A,10
102948,0,30,61.0,62,1,5.0,4,216,0.222,24,4.0,76,C,15.0,2,56,10.0,A,0
127911,0,27,130.0,21,1,5.0,4,351,0.091,26,5.0,91,C,20.0,1,75,13.0,A,12
126446,0,24,169.0,35,2,7.0,8,447,0.1,18,8.0,81,C,10.0,1,113,10.0,S,8
76511,0,44,64.0,28,4,5.0,7,448,0.5,15,,94,R,7.8,5,42,6.0,S,0
141500,1,18,58.0,9,4,4.0,2,328,0.286,15,,63,S,11.0,2,28,14.0,A,0
81144,0,49,115.0,32,2,2.0,6,242,0.111,18,3.0,82,R,14.0,1,69,11.0,S,1
113310,0,11,49.0,39,1,7.0,3,537,0.0,25,,64,S,0.0,0,127,12.0,A,16
80467,0,11,20.0,36,2,3.0,2,214,0.667,15,,61,S,10.0,2,20,10.0,N,0
20962,1,39,15.0,13,1,4.0,1,296,0.25,23,,61,T,15.0,1,23,0.0,N,13
68481,0,21,32.0,43,1,5.0,1,573,0.143,18,,95,S,10.0,1,27,12.0,A,0
126572,0,52,218.0,30,1,,12,136,0.2,20,2.0,77,R,11.5,2,125,11.0,A,0
130050,0,07,30.0,14,3,1.0,2,203,0.4,18,,54,U,10.0,2,24,0.0,N,2
171943,0,18,46.0,25,1,5.0,1,406,0.0,15,5.0,77,S,0.0,0,53,14.0,E,2
96284,0,37,102.0,37,1,3.0,8,285,0.143,20,5.0,84,T,15.0,1,130,13.0,A,10
156674,1,14,277.0,9,3,,12,656,0.273,22,9.0,93,S,21.33,3,122,45.0,S,0
171264,0,30,68.0,16,3,2.0,7,222,0.333,16,3.0,80,C,10.0,3,79,7.0,S,0
161351,0,10,71.0,51,3,2.0,7,186,0.571,16,0.0,44,U,10.25,4,64,7.0,A,10
136891,0,14,15.0,4,1,,0,423,0.0,16,,89,S,0.0,0,16,0.0,F,0
145919,0,33,57.0,63,2,4.0,1,178,0.0,19,4.0,94,C,0.0,0,55,6.0,A,7
17254,0,38,62.0,14,3,4.0,3,264,0.222,18,5.0,61,T,10.0,2,52,7.0,A,0
92474,0,14,38.0,44,1,7.0,1,617,0.0,19,9.0,91,S,0.0,0,65,6.0,A,2
11059,0,24,181.0,23,1,5.0,9,629,0.25,26,9.0,97,C,10.0,2,129,6.0,A,0
138131,0,27,29.0,84,4,2.0,2,267,0.4,19,,79,C,5.5,2,32,7.0,A,2
160034,0,25,199.0,27,4,,24,333,0.727,21,4.0,42,C,5.0,8,130,5.0,S,0
172213,0,32,70.0,0,1,2.0,2,133,0.0,19,0.0,38,C,0.0,0,69,8.0,A,0
17442,0,22,61.0,32,1,2.0,1,384,0.0,26,9.0,48,C,0.0,0,82,15.0,A,1
27484,1,40,128.0,23,1,7.0,7,505,0.111,19,5.0,94,T,10.0,1,114,9.0,A,14
62613,0,30,28.0,37,3,2.0,2,183,0.25,20,,67,C,6.5,2,33,7.0,S,2
98390,0,49,37.0,33,2,3.0,2,273,0.333,17,,76,R,6.0,2,29,20.0,A,0
124114,0,28,72.0,36,1,1.0,3,272,0.0,25,4.0,85,C,0.0,0,90,15.0,A,2
230,0,40,90.0,43,1,3.0,1,450,0.0,26,7.0,86,T,0.0,0,88,15.0,A,0
127049,0,22,144.0,0,1,1.0,8,205,0.1,26,6.0,13,C,10.0,1,130,10.0,A,0
131452,1,11,77.0,41,3,1.0,4,423,0.222,17,9.0,63,S,17.5,2,68,17.0,A,0
84210,0,46,86.0,35,1,3.0,2,359,0.0,18,2.0,71,R,0.0,0,65,11.0,A,0
42867,0,30,40.0,39,1,5.0,1,232,0.143,18,,82,C,15.0,1,29,10.0,A,10
136416,0,11,60.0,38,2,4.0,3,373,0.3,20,7.0,65,S,10.33,3,42,13.0,A,18
42336,0,36,78.25,40,3,,9,225,0.222,17,2.0,82,T,6.0,2,114,7.0,S,0
58883,1,51,47.0,49,3,5.0,3,529,0.375,16,,94,R,10.0,3,29,9.0,A,0
190579,1,01,102.5,28,4,5.0,16,310,0.364,12,9.0,4,U,4.25,4,128,7.0,S,0
52244,0,49,50.0,28,3,7.0,2,306,0.167,19,8.0,88,R,7.0,1,57,5.0,A,0
176140,1,24,70.0,32,4,,6,349,0.375,16,8.0,89,C,6.67,3,105,11.0,A,0
113421,0,15,380.0,33,2,3.0,10,309,0.111,18,8.0,36,S,36.0,1,99,31.0,S,1
167536,0,01,202.0,32,3,4.0,2,342,0.333,18,,17,U,50.0,2,31,2.0,A,0
9438,0,24,105.0,46,1,4.0,11,488,0.0,4,,85,C,0.0,0,127,10.0,A,9
164948,0,03,142.0,38,2,,9,335,0.1,15,3.0,64,U,17.0,1,125,17.0,A,0
134325,1,25,66.0,27,4,,7,171,0.667,17,,27,C,4.5,6,52,9.0,A,0
140784,0,12,27.0,27,1,4.0,3,451,0.286,17,,77,S,11.0,2,41,10.0,A,2
10151,0,25,144.0,14,1,4.0,8,140,0.0,26,1.0,14,C,0.0,0,129,13.0,A,0
12470,0,18,69.05,12,2,5.0,2,349,0.333,20,,78,S,15.5,2,30,8.05,A,0
123699,1,24,39.0,50,4,7.0,4,751,0.667,16,,97,C,8.25,4,29,7.0,A,4
130357,0,11,35.0,16,1,,0,526,0.0,18,,94,S,0.0,0,27,5.0,A,0
85219,0,53,183.0,33,1,,7,230,0.25,21,,79,R,29.0,1,122,19.0,A,0
158143,1,14,173.06,31,2,,13,236,0.364,21,9.0,71,S,17.75,4,113,20.94,S,0
52938,0,35,20.0,21,1,4.0,2,440,0.4,20,,86,T,10.0,2,31,10.0,A,0
105335,0,45,160.0,46,2,5.0,6,188,0.222,18,1.0,72,R,17.5,2,98,15.0,S,36
1893,0,07,198.0,12,2,,17,326,0.4,16,3.0,37,U,8.75,4,123,7.0,S,0
109196,1,40,184.0,35,3,,16,99,0.4,23,5.0,4,T,6.25,4,129,7.0,S,0
126520,0,52,110.0,52,2,,12,94,0.2,18,2.0,70,R,10.0,2,128,12.0,S,0
68962,0,18,45.0,30,1,6.0,1,344,0.125,26,,94,S,20.0,1,35,5.0,A,0
42445,0,28,169.0,56,4,,11,272,0.455,17,0.0,56,C,14.0,5,77,11.0,S,0
114398,0,49,41.0,30,1,,1,180,0.0,18,,66,R,0.0,0,57,11.0,A,0
111017,0,51,25.0,32,1,2.0,1,218,1.0,15,,82,R,25.0,1,15,0.0,E,0
141159,1,16,20.0,36,1,,1,496,0.5,16,,95,S,20.0,1,16,0.0,F,0
96314,0,53,302.0,30,1,5.0,17,571,0.091,17,0.0,95,R,25.0,1,126,27.0,A,16
64563,1,51,95.0,38,1,,3,227,0.0,24,2.0,82,R,0.0,0,111,20.0,A,0
188378,0,44,62.0,23,2,2.0,0,362,0.0,6,4.0,81,R,0.0,0,52,12.0,A,0
98443,0,39,162.0,29,1,6.0,12,326,0.125,24,4.0,82,T,14.0,1,123,9.0,A,0
92254,0,22,125.0,3,1,3.0,1,381,0.0,25,5.0,25,C,0.0,0,52,25.0,A,0
27317,0,51,47.0,25,4,,7,252,0.6,20,,80,R,6.83,6,42,7.0,A,0
18952,0,12,120.0,39,1,6.0,6,508,0.111,16,4.0,89,S,15.0,1,105,10.0,A,0
100700,0,16,110.0,54,1,6.0,1,349,0.0,17,,79,S,0.0,0,41,40.0,A,0
135613,0,21,32.0,7,2,1.0,1,317,0.0,17,,51,S,0.0,0,44,15.0,A,0
31489,0,50,190.0,65,1,4.0,10,206,0.0,26,0.0,73,R,0.0,0,104,5.0,A,4
150144,0,30,97.0,29,3,2.0,5,249,0.3,23,1.0,51,C,9.33,3,63,5.0,S,0
116894,1,01,49.0,40,1,1.0,4,368,0.222,21,8.0,20,U,16.5,2,45,15.0,A,34
31017,0,32,30.0,77,1,1.0,1,162,0.0,19,0.0,35,C,0.0,0,52,10.0,A,16
166416,1,07,20.0,48,1,4.0,0,242,0.0,16,,37,U,0.0,0,16,0.0,F,1
172375,0,52,128.0,44,1,1.0,3,183,0.0,26,0.0,50,R,0.0,0,77,21.0,A,1
172883,1,27,282.0,17,1,,10,369,0.111,19,3.0,73,C,12.0,1,111,10.0,A,0
9460,0,45,430.0,43,4,2.0,13,248,0.545,17,5.0,86,R,14.17,6,113,45.0,S,0
123600,0,25,35.0,14,1,1.0,2,448,0.125,26,,81,C,10.0,1,41,5.0,A,0
69028,0,24,150.0,54,1,5.0,9,489,0.0,18,8.0,95,C,0.0,0,128,30.0,A,16
57469,0,42,151.0,33,1,3.0,11,0,0.222,26,,0,R,10.5,2,80,9.0,A,0
59192,0,30,89.0,32,2,,1,174,0.125,15,,53,C,10.0,1,32,15.0,A,0
117877,1, .,55.0,0,4,5.0,2,252,0.286,8,,66,?,10.0,2,32,5.0,A,0
21702,0,37,53.0,22,4,5.0,6,206,0.3,15,,65,T,6.33,3,52,9.0,A,20
186695,0,22,333.0,21,2,,11,204,0.1,4,8.0,38,C,26.0,1,115,21.0,S,0
18839,0,41,90.0,34,2,2.0,8,281,0.2,25,,83,T,10.0,2,128,8.0,S,38
7082,1,02,98.0,30,1,4.0,2,404,0.0,19,5.0,81,U,0.0,0,91,10.0,A,1
21097,1,39,30.0,18,1,3.0,1,273,0.143,21,,72,T,20.0,1,32,10.0,A,0
4410,0,28,407.0,46,2,2.0,13,380,0.091,18,7.0,87,C,12.0,1,128,20.0,S,9
95536,1,40,50.0,27,3,,1,482,0.25,16,,76,T,20.0,1,23,10.0,N,0
49787,0,49,100.0,25,3,,3,286,0.429,19,,86,R,25.0,3,29,0.0,A,0
190553,0,11,140.0,27,2,4.0,8,331,0.25,16,4.0,57,S,15.0,2,113,20.0,A,0
105455,0,53,77.0,50,2,2.0,1,190,0.0,18,,78,R,0.0,0,75,12.0,A,0
115298,0,41,138.0,32,4,3.0,11,188,0.273,15,2.0,69,T,5.67,3,128,16.0,L,12
122039,0,12,199.0,4,3,,9,452,0.364,21,8.0,69,S,19.25,4,104,15.0,S,0
164400,0,24,23.0,36,1,4.0,0,478,0.0,16,,77,C,0.0,0,16,0.0,F,4
42165,1,40,99.0,41,2,,1,310,0.0,18,5.0,84,T,0.0,0,65,10.0,A,0
30019,0,41,29.0,26,3,3.0,2,50,0.4,21,,34,T,8.5,2,31,5.0,A,0
160313,0,25,118.0,20,3,1.0,3,387,0.1,18,3.0,78,C,20.0,1,45,10.0,A,0
154511,0,48,110.0,58,2,1.0,9,142,0.333,18,0.0,82,R,11.0,3,105,7.0,A,0
8152,0,30,146.0,42,2,4.0,1,253,0.0,4,4.0,53,C,0.0,0,45,20.0,A,2
112939,0,24,96.0,47,2,7.0,6,562,0.2,18,9.0,88,C,14.0,2,56,5.0,A,2
141056,0,21,20.0,36,1,,1,442,0.5,17,,45,S,20.0,1,17,0.0,F,0
