CONTROL_NUMBER,DONATED,CLUSTER_CODE,RECENT_CARD_RESPONSE_COUNT,RECENT_RESPONSE_PROP,MONTHS_SINCE_FIRST_GIFT,LIFETIME_CARD_PROM,IN_HOUSE,HOME_OWNER,MEDIAN_HOUSEHOLD_INCOME,RECENT_RESPONSE_COUNT,PCT_ATTRIBUTE4,LIFETIME_GIFT_COUNT,RECENT_AVG_CARD_GIFT_AMT,LIFETIME_GIFT_RANGE,PUBLISHED_PHONE,LIFETIME_AVG_GIFT_AMT,PEP_STAR,LIFETIME_MAX_GIFT_AMT,LIFETIME_GIFT_AMOUNT
66455,0,44,0,0.05,41,14,0,H,436,1,34,3,0.0,10.0,1,13.33,0,20.0,40.0
129823,1,14,0,0.1,111,26,0,H,622,2,7,13,0.0,8.0,0,6.08,1,11.0,79.0
104533,0,35,3,0.313,33,11,0,U,545,5,21,5,9.67,8.0,0,9.8,0,13.0,49.0
76715,0,49,1,0.2,18,5,0,U,267,1,33,1,25.0,0.0,1,25.0,0,25.0,25.0
186530,0,12,3,0.316,67,20,1,H,590,6,19,11,7.33,12.0,0,8.55,0,15.0,94.0
4390,1,21,3,0.25,125,26,1,U,345,4,34,28,12.0,9.0,1,8.79,1,14.0,246.0
43674,1,29,0,0.182,130,13,0,U,328,2,67,14,0.0,8.0,0,5.71,1,10.0,80.0
24019,0,43,1,0.231,27,10,0,U,255,3,25,4,9.0,9.0,1,8.5,1,14.0,34.0
10829,0,31,2,0.136,104,27,1,U,163,3,21,14,11.0,10.0,1,9.29,0,15.0,130.0
123146,0,12,0,0.056,81,22,0,H,584,1,10,13,0.0,15.0,0,12.38,1,20.0,161.0
62117,0,40,1,0.105,125,26,0,H,251,2,34,14,12.0,9.0,1,7.64,1,12.0,107.0
171873,0,02,1,0.056,120,29,0,U,488,1,44,15,10.0,10.0,1,8.33,1,15.0,125.0
150442,0,08,0,0.231,28,10,0,H,309,3,29,4,0.0,10.0,1,9.5,0,16.0,38.0
78117,0,44,1,0.105,75,20,0,H,366,2,23,6,20.0,20.0,1,12.0,1,25.0,72.0
131680,0,28,4,0.318,76,23,0,H,359,7,27,22,3.0,3.0,1,3.05,1,5.0,67.0
131549,0,31,2,0.188,64,20,0,H,139,3,38,5,42.5,57.0,1,29.6,0,60.0,148.0
178421,0,17,2,0.227,44,17,0,U,416,5,28,8,20.0,20.0,1,13.25,1,25.0,106.0
161836,1,24,2,0.2,31,10,0,H,330,3,38,3,13.0,6.0,1,13.33,0,16.0,40.0
86175,0,53,0,0.111,41,11,0,U,187,2,38,3,0.0,10.0,0,10.33,0,15.0,31.0
158764,0,27,2,0.25,86,20,0,H,478,5,20,9,10.0,15.0,1,9.22,0,20.0,83.0
5281,0,28,0,0.056,130,32,1,H,273,1,48,26,0.0,20.0,1,12.46,1,25.0,324.0
69054,0,24,1,0.158,102,26,0,H,530,3,26,14,8.0,7.0,1,6.93,1,10.0,97.0
93820,0,07,0,0.056,129,26,0,H,355,1,47,14,0.0,15.0,0,6.57,1,20.0,92.0
16150,0,49,1,0.059,129,28,0,U,304,1,28,14,14.0,10.0,0,10.86,1,15.0,152.0
189811,0,33,1,0.19,125,55,1,U,87,4,28,51,20.0,30.0,0,16.33,1,35.0,833.0
25336,0,41,0,0.143,129,33,0,U,279,3,27,16,0.0,5.0,1,9.38,1,10.0,150.0
141691,0,18,4,0.368,53,17,0,U,227,7,43,10,12.5,10.0,0,13.2,1,20.0,132.0
102169,0,23,1,0.1,24,6,0,H,330,1,51,1,15.0,0.0,0,15.0,0,15.0,15.0
83656,0,01,1,0.143,21,7,0,U,453,1,32,1,25.0,0.0,0,25.0,0,25.0,25.0
187696,1,22,1,0.125,44,8,0,U,269,1,3,2,25.0,15.0,1,17.5,0,25.0,35.0
76150,0,45,7,0.667,131,36,0,U,240,12,37,53,3.29,4.0,0,3.11,1,5.0,165.0
39924,0,29,0,0.053,113,27,0,H,228,1,91,12,0.0,20.0,1,12.25,1,25.0,147.0
167654,1,13,1,0.077,86,18,0,U,680,1,32,4,17.0,12.0,0,13.5,0,17.0,54.0
106998,0,11,1,0.056,127,30,0,H,360,1,33,16,11.0,10.0,1,7.28,0,13.0,116.5
6273,0,17,3,0.211,130,36,1,H,266,4,25,40,11.0,7.5,0,9.6,1,12.5,384.0
166413,1,03,3,0.167,127,27,0,H,518,3,42,13,7.67,7.0,0,5.08,1,9.0,66.0
24016,0,41,1,0.143,20,6,0,H,204,1,15,1,15.0,0.0,1,15.0,0,15.0,15.0
88386,0,11,3,0.25,77,20,0,U,534,5,59,10,14.67,11.0,0,12.8,1,16.0,128.0
99042,0,34,2,0.105,89,21,0,U,300,2,74,6,15.0,10.0,0,12.33,0,15.0,74.0
82701,1,12,2,0.158,36,12,0,H,437,3,39,3,5.0,15.0,0,10.0,0,20.0,30.0
166906,1,17,1,0.211,38,12,0,U,320,4,26,5,9.0,7.0,0,7.0,0,10.0,35.0
132766,1,24,1,0.214,31,10,0,H,327,3,68,3,10.0,10.0,1,14.0,0,20.0,42.0
70016,0,43,1,0.067,116,28,0,U,251,1,34,9,10.0,14.0,1,9.56,0,17.0,86.0
14831,1,51,3,0.263,81,25,1,U,223,5,41,28,10.67,8.0,0,8.79,1,11.0,246.0
152444,0,13,5,0.368,45,16,0,U,952,7,50,9,10.0,5.0,0,8.89,1,10.0,80.0
17507,0,40,2,0.25,21,8,0,U,318,2,29,2,12.5,5.0,0,12.5,0,15.0,25.0
129223,0,12,0,0.071,95,17,0,U,173,1,25,5,0.0,10.0,0,10.4,0,15.0,52.0
31852,1,12,0,0.048,67,21,0,H,480,1,14,5,0.0,16.0,1,15.2,0,21.0,76.0
150400,0,18,1,0.158,124,28,0,H,400,3,30,14,12.0,10.0,0,10.43,1,15.0,146.0
37531,1,08,2,0.143,74,22,0,H,226,3,17,11,12.0,9.0,0,10.36,0,14.0,114.0
177556,1,26,1,0.182,45,17,0,H,246,4,45,6,30.0,20.0,1,17.83,1,30.0,107.0
105038,0,43,0,0.053,69,21,0,H,292,1,18,16,0.0,11.0,1,9.0,1,15.0,144.0
54130,0,38,1,0.091,117,30,0,U,280,2,31,9,35.0,25.0,1,19.56,0,35.0,176.0
557,1,48,7,0.579,77,25,0,H,200,11,55,37,10.57,12.0,0,8.86,0,15.0,328.0
186343,0,24,5,0.333,81,26,1,U,408,7,14,24,9.6,10.0,0,8.92,1,15.0,214.0
143429,0,10,3,0.158,126,34,0,H,263,3,45,23,20.67,17.0,1,10.09,1,22.0,232.0
178293,1,11,1,0.048,79,23,0,U,541,1,34,12,11.0,11.0,0,8.58,1,15.0,103.0
37709,0,09,2,0.143,29,9,0,U,171,2,39,2,15.0,0.0,1,15.0,0,15.0,30.0
126862,0,35,0,0.059,39,11,0,H,507,1,20,2,0.0,17.0,1,11.5,0,20.0,23.0
53078,1,35,2,0.158,44,16,0,H,567,3,35,5,20.0,15.0,1,19.0,0,25.0,95.0
12122,1,19,1,0.105,57,17,1,H,417,2,34,8,10.0,25.0,1,23.13,0,35.0,185.0
126987,0,18,4,0.333,89,25,0,H,358,7,14,21,4.75,5.0,1,3.71,1,7.0,78.0
18443,0,47,1,0.143,21,6,0,H,216,1,36,1,20.0,0.0,1,20.0,0,20.0,20.0
97842,0,51,1,0.154,28,10,0,H,235,2,30,2,5.0,20.0,0,15.0,0,25.0,30.0
54121,0,40,1,0.111,77,20,0,U,320,2,18,6,15.0,14.0,1,8.67,1,17.0,52.0
32669,0,30,1,0.053,53,15,0,H,198,1,33,5,15.0,10.0,1,9.4,0,15.0,47.0
13404,0, .,4,0.875,51,8,1,U,333,7,0,18,5.75,8.0,0,5.61,1,10.0,101.0
9877,0,08,1,0.05,116,29,0,H,269,1,42,16,14.0,15.0,1,8.94,1,15.0,143.0
122824,0,35,6,0.333,57,20,0,U,620,7,17,14,13.67,11.0,0,11.07,1,16.0,155.0
90727,1,14,4,0.278,122,28,0,H,1107,5,25,14,6.75,7.0,1,5.36,1,10.0,75.0
170902,0,11,1,0.1,24,6,0,U,569,1,18,1,20.0,0.0,0,20.0,0,20.0,20.0
12044,0,23,1,0.091,123,34,1,U,325,2,65,12,25.0,30.0,0,18.25,1,35.0,219.0
76900,0,11,2,0.182,112,22,0,U,184,2,57,8,20.0,13.0,1,13.38,0,20.0,107.0
88827,0,12,2,0.143,56,19,0,H,409,3,32,7,10.0,10.0,1,10.29,0,15.0,72.0
162343,1,13,3,0.286,56,19,0,H,613,6,67,11,11.0,19.0,0,10.64,1,22.0,117.0
151623,0,19,2,0.15,43,15,0,U,391,3,14,7,8.5,7.0,0,6.71,0,12.0,47.0
69642,1,40,2,0.167,113,27,0,U,204,3,18,10,13.0,12.0,1,9.1,0,15.0,91.0
161961,0,07,1,0.095,81,25,0,U,782,2,0,9,32.0,27.0,0,21.33,1,32.0,192.0
71186,0,36,2,0.273,65,15,0,U,263,3,33,8,5.0,5.0,0,5.88,1,10.0,47.0
42234,0,36,3,0.19,124,31,0,U,282,4,43,17,10.0,8.0,1,9.18,1,13.0,156.0
4760,0,14,1,0.063,77,19,1,H,660,1,28,6,15.0,10.0,1,15.0,0,20.0,90.0
158366,0,03,2,0.333,30,11,0,U,413,5,47,6,10.0,5.0,1,9.17,1,10.0,55.0
175130,0,36,0,0.091,55,20,0,H,263,2,52,4,0.0,15.0,1,27.5,0,35.0,110.0
87917,0,24,2,0.154,28,11,0,U,1107,2,27,2,27.5,5.0,0,27.5,0,30.0,55.0
188054,1,24,0,0.125,100,17,0,U,419,1,25,13,0.0,10.0,1,7.08,1,13.0,92.0
127978,0,48,2,0.231,90,14,0,U,827,3,74,14,5.0,5.0,1,4.71,0,7.0,66.0
56762,0,18,0,0.143,86,23,0,H,343,3,19,7,0.0,7.0,1,17.43,0,20.0,122.0
20776,0,47,0,0.053,63,17,0,U,191,1,32,4,0.0,10.0,0,15.0,0,20.0,60.0
31711,0, .,1,0.143,44,16,0,H,242,3,0,7,20.0,10.0,0,18.57,1,20.0,130.0
27341,0,40,3,0.286,40,12,0,U,412,4,8,7,22.33,12.0,1,23.86,1,27.0,167.0
28976,0, .,2,0.167,29,9,0,H,437,2,0,2,15.0,10.0,1,15.0,0,20.0,30.0
8637,0,53,0,0.053,130,29,0,U,174,1,46,21,0.0,17.0,0,9.14,1,17.0,192.0
122337,0,41,3,0.308,32,10,0,U,322,4,27,5,7.33,7.0,1,7.4,0,10.0,37.0
78491,0,16,1,0.143,21,5,0,U,317,1,46,1,18.0,0.0,0,18.0,0,18.0,18.0
44442,0,45,3,0.273,119,31,0,H,177,6,46,19,10.0,5.0,1,9.53,1,10.0,181.0
175520,0,04,1,0.182,77,20,0,U,222,4,18,9,20.0,20.0,0,16.89,0,25.0,152.0
76145,0,45,1,0.053,92,21,0,U,280,1,58,6,20.0,10.0,0,15.0,0,20.0,90.0
130959,0,24,1,0.2,17,6,0,U,489,1,5,1,30.0,0.0,1,30.0,0,30.0,30.0
168102,0,08,1,0.095,92,24,0,U,134,2,26,7,17.0,12.0,0,11.57,0,17.0,81.0
156331,0,12,0,0.056,62,13,0,U,205,1,10,3,0.0,15.0,0,18.33,0,25.0,55.0
168032,0,13,2,0.133,32,11,0,H,472,2,55,3,17.5,10.0,1,15.0,0,20.0,45.0
50892,0,13,1,0.2,17,5,0,H,347,1,44,1,20.0,0.0,0,20.0,0,20.0,20.0
163519,0, .,3,0.136,67,22,0,H,761,3,0,8,15.0,10.0,0,12.5,1,15.0,100.0
112483,0,30,1,0.05,124,30,0,H,126,1,0,29,20.0,15.0,1,11.97,1,20.0,347.0
59240,1,14,1,0.182,80,15,0,U,575,2,33,5,15.0,10.0,1,9.0,0,15.0,45.0
73030,1,40,0,0.083,61,11,0,U,403,1,23,3,0.0,10.0,0,11.67,0,15.0,35.0
32538,1,16,7,0.4,44,17,0,H,346,8,38,13,6.14,5.0,1,5.31,1,8.0,69.0
104834,0,15,2,0.182,24,9,0,U,285,2,36,2,15.0,0.0,1,15.0,0,15.0,30.0
34002,0,39,0,0.105,90,23,0,H,329,2,27,13,0.0,11.0,0,8.23,1,13.0,107.0
65500,1,11,1,0.214,30,10,0,H,419,3,25,3,12.0,5.0,0,12.33,0,15.0,37.0
35720,0,39,4,0.235,32,12,0,U,324,4,15,5,8.75,5.0,0,8.2,1,10.0,41.0
93895,0,08,1,0.19,76,22,0,U,280,4,52,9,10.0,10.0,1,15.0,0,20.0,135.0
77534,0,40,2,0.111,33,12,0,U,375,2,33,2,25.0,0.0,0,25.0,0,25.0,50.0
24666,1,40,2,0.136,88,26,0,H,416,3,12,10,15.0,12.0,1,10.9,0,15.0,109.0
15763,0,32,0,0.167,20,5,0,H,187,1,70,1,0.0,0.0,0,20.0,0,20.0,20.0
124940,0,39,1,0.1,24,6,0,H,171,1,17,1,20.0,0.0,1,20.0,0,20.0,20.0
18262,0,24,7,0.524,55,19,0,U,452,11,52,18,6.29,5.0,1,6.11,1,8.0,110.0
162134,0,12,1,0.136,75,24,0,U,259,3,30,16,6.0,7.0,0,6.81,1,10.0,109.0
155423,0,10,1,0.2,17,6,0,U,215,1,20,1,25.0,0.0,0,25.0,0,25.0,25.0
188316,1,21,0,0.095,88,27,1,H,320,2,0,10,0.0,20.0,0,13.1,1,25.0,131.0
117329,1,13,1,0.091,52,20,0,U,408,2,42,6,12.0,5.0,1,12.83,0,15.0,77.0
97049,1,24,1,0.158,123,31,0,H,448,3,13,13,20.0,10.0,1,15.08,1,20.0,196.0
177516,1,46,0,0.095,88,24,0,H,193,2,35,7,0.0,19.0,1,13.43,0,22.0,94.0
82407,0,44,2,0.105,79,22,0,H,376,2,13,8,15.0,12.0,1,9.63,0,15.0,77.0
157530,0,39,3,0.19,35,14,0,U,257,4,1,4,16.33,15.0,1,13.5,0,20.0,54.0
34925,0,12,3,0.211,53,18,0,H,210,4,21,10,11.33,10.0,1,8.8,1,16.0,88.0
112632,1, .,2,0.3,102,22,0,H,669,3,0,11,8.0,12.0,1,8.27,1,15.0,91.0
152509,1,18,1,0.083,126,20,0,H,394,1,30,14,20.0,15.0,1,13.21,1,20.0,185.0
121863,0,21,1,0.154,28,9,0,H,223,2,13,2,15.0,5.0,0,12.5,0,15.0,25.0
106184,0,53,0,0.143,124,25,0,U,190,2,45,16,0.0,7.0,1,8.94,1,12.0,143.0
184622,0,18,2,0.364,24,9,0,H,370,4,0,4,11.0,2.0,0,11.0,1,12.0,44.0
90071,0,12,1,0.1,121,28,0,H,471,2,56,9,10.0,9.0,1,8.56,0,14.0,77.0
31247,0,51,1,0.182,123,33,0,U,114,4,31,28,30.0,27.0,0,11.2,1,30.0,313.68
58560,0,51,1,0.2,16,5,0,H,214,1,11,1,15.0,0.0,1,15.0,0,15.0,15.0
11907,0, .,2,0.105,102,29,1,H,380,2,0,9,15.5,11.0,1,11.56,1,16.0,104.0
13603,0,10,0,0.053,66,19,1,H,236,1,0,6,0.0,17.0,1,8.33,1,20.0,50.0
135119,0,23,5,0.333,43,16,0,H,331,7,68,9,7.8,6.0,0,7.56,1,11.0,68.0
7491,0,51,1,0.15,113,30,1,U,153,3,38,22,5.0,5.0,1,4.73,1,7.0,104.0
91881,0,21,0,0.158,93,21,0,H,254,3,48,11,0.0,6.0,1,7.45,1,11.0,82.0
146793,0,21,1,0.143,31,9,0,H,365,2,15,2,20.0,5.0,0,22.5,0,25.0,45.0
52938,0,35,2,0.154,31,8,0,U,440,2,21,2,10.0,10.0,1,10.0,0,15.0,20.0
12716,0,20,3,0.263,130,33,1,U,341,5,37,40,91.0,123.0,1,26.98,1,128.0,1079.0
142802,0,08,2,0.105,41,13,0,U,319,2,75,3,20.5,19.0,0,15.67,0,25.0,47.0
166332,0,02,3,0.333,119,32,0,U,254,7,39,25,8.0,7.0,1,6.68,1,10.0,167.0
87225,0,49,1,0.095,41,15,0,H,225,2,24,4,25.0,20.0,0,16.25,0,25.0,65.0
96075,1,36,2,0.263,104,26,0,H,220,5,28,20,5.0,4.0,1,4.7,1,7.0,94.0
4320,1,40,3,0.2,45,14,1,U,332,4,40,6,11.67,11.0,1,11.0,1,16.0,66.0
32210,0,26,0,0.048,69,21,0,U,353,1,34,8,0.0,45.0,0,31.0,1,50.0,248.0
69504,0,12,5,0.286,105,28,0,H,498,6,26,16,13.0,10.0,0,11.56,1,15.0,185.0
12547,0,16,1,0.143,105,28,1,H,340,3,44,22,10.0,15.0,1,10.91,1,20.0,240.0
164486,0,11,4,0.35,86,24,0,U,341,7,23,16,5.75,4.0,0,5.0,1,7.0,80.0
25090,0,35,6,0.533,32,12,0,H,386,8,21,9,5.33,2.0,0,5.56,1,7.0,50.0
111136,0,37,1,0.095,112,28,0,H,194,2,56,11,15.0,22.0,1,8.18,1,25.0,90.0
49311,0,48,4,0.3,69,21,0,U,263,6,47,16,6.0,5.0,0,6.06,1,8.0,97.0
69418,0,11,2,0.25,92,25,0,U,565,5,28,23,4.5,4.0,1,4.04,1,5.0,93.0
138729,0,51,2,0.2,87,24,0,U,138,4,31,18,8.5,7.0,1,5.56,1,10.0,100.0
141505,0,11,2,0.188,40,12,0,U,434,3,22,4,10.0,12.0,1,7.0,1,15.0,28.0
143707,1,04,5,0.364,44,17,0,U,198,8,59,16,4.2,3.0,1,3.81,1,5.0,61.0
11165,0,14,0,0.048,102,30,1,H,631,1,22,18,0.0,12.0,1,10.78,1,15.0,194.0
158743,0,35,0,0.05,45,16,0,H,538,1,38,3,0.0,40.0,1,28.33,0,50.0,85.0
126325,0,23,1,0.118,34,12,0,U,296,2,20,3,20.0,15.0,1,11.67,1,20.0,35.0
286,0,49,0,0.063,87,18,0,H,301,1,26,7,0.0,15.0,1,15.57,0,25.0,109.0
178622,0,35,1,0.111,23,6,0,H,486,1,37,1,20.0,0.0,0,20.0,0,20.0,20.0
153593,0,22,0,0.048,111,30,0,U,433,1,77,8,0.0,25.0,0,22.5,0,30.0,180.0
105650,1,40,1,0.125,117,23,0,H,325,2,39,12,10.0,8.0,0,4.33,0,10.0,52.0
141736,0,18,3,0.313,105,25,0,H,410,5,43,24,7.33,9.0,0,4.58,1,12.0,110.0
80788,0,51,1,0.381,129,32,0,U,147,8,28,38,3.0,4.96,1,2.97,1,5.0,113.04
171302,1,12,0,0.056,44,13,0,H,423,1,24,3,0.0,10.0,1,11.67,0,15.0,35.0
181152,0,28,1,0.143,44,16,0,H,344,3,74,5,10.0,15.0,0,12.0,0,20.0,60.0
176591,0,43,1,0.1,24,6,0,H,217,1,17,1,20.0,0.0,0,20.0,0,20.0,20.0
1477,0, .,1,0.158,55,24,0,U,418,3,0,8,14.0,6.0,0,13.25,0,16.0,106.0
131488,0,15,1,0.2,17,5,0,U,291,1,37,1,15.0,0.0,1,15.0,0,15.0,15.0
156884,0,02,2,0.125,44,12,0,H,682,2,29,3,12.5,5.0,0,11.67,0,15.0,35.0
5144,1,25,2,0.2,105,29,1,H,171,3,0,33,12.5,12.0,0,10.06,1,15.0,332.0
104140,0,28,1,0.2,16,5,0,H,206,1,58,1,15.0,0.0,1,15.0,0,15.0,15.0
138182,1,25,1,0.143,74,25,0,U,204,3,17,14,5.0,8.0,0,6.0,1,10.0,84.0
120449,0,41,1,0.143,21,7,0,U,267,1,99,1,25.0,0.0,0,25.0,0,25.0,25.0
122850,0,02,1,0.167,85,19,0,H,482,3,30,9,10.0,8.0,1,6.89,1,10.0,62.0
62927,0,21,2,0.267,123,19,0,U,265,4,0,14,9.0,5.0,1,7.0,1,10.0,98.0
101155,0,35,3,0.308,29,10,0,H,547,4,20,5,5.67,2.0,1,5.6,1,7.0,28.0
13554,0, .,2,0.182,56,19,1,H,346,4,0,8,15.5,18.0,1,14.0,0,23.0,112.0
76321,0,51,1,0.053,128,22,0,U,215,1,28,11,20.0,17.0,0,8.36,1,20.0,92.0
24390,0,35,3,0.176,89,20,0,H,507,3,20,6,17.33,18.0,1,12.33,1,20.0,74.0
19499,1,22,1,0.071,31,10,0,U,382,1,14,2,25.0,5.0,0,22.5,0,25.0,45.0
39105,0,33,0,0.1,127,32,0,H,236,2,68,19,0.0,7.0,1,4.89,1,10.0,93.0
152075,0,21,0,0.059,75,20,0,H,232,1,19,5,0.0,45.0,1,19.2,0,50.0,96.0
181228,0,31,1,0.2,17,5,0,U,214,1,22,1,15.0,0.0,1,15.0,0,15.0,15.0
136322,0, .,1,0.143,20,6,0,U,511,1,0,1,20.0,0.0,0,20.0,0,20.0,20.0
5949,0,39,2,0.125,101,22,1,U,254,2,9,8,15.0,11.0,1,12.63,1,16.0,101.0
99588,0,16,5,0.316,81,23,0,H,419,6,47,13,5.8,5.0,0,4.85,1,8.0,63.0
141361,0,10,0,0.118,67,18,0,H,209,2,23,6,0.0,20.0,0,12.83,1,25.0,77.0
4425,0,51,2,0.125,103,27,1,H,155,2,35,12,16.0,13.0,1,11.5,0,18.0,138.0
172597,1,34,1,0.167,123,12,0,H,243,2,40,13,20.0,17.0,0,7.15,0,20.0,93.0
49536,0,40,0,0.158,128,31,0,H,410,3,24,17,0.0,7.0,1,5.41,1,10.0,92.0
21771,0,43,1,0.105,64,18,0,U,260,2,34,7,14.0,11.0,1,11.57,0,16.0,81.0
107947,0,04,2,0.118,129,32,0,U,328,2,47,18,12.5,23.0,1,8.94,1,25.0,161.0
6298,1,40,3,0.25,105,31,1,H,292,4,64,32,7.67,6.0,0,6.84,1,9.0,219.0
38388,1,06,2,0.158,128,30,0,H,324,3,14,23,7.5,11.92,0,7.26,1,12.0,167.08
144726,0,13,1,0.1,68,20,0,H,756,2,55,7,20.0,15.0,1,17.57,0,25.0,123.0
50614,0,39,1,0.154,28,10,0,H,376,2,10,2,20.0,5.0,0,17.5,0,20.0,35.0
126062,0,48,1,0.154,32,8,0,H,210,2,49,2,15.0,5.0,0,12.5,0,15.0,25.0
97191,0,49,1,0.091,127,31,0,U,283,2,25,19,20.0,23.0,0,16.68,1,25.0,317.0
131738,0,11,1,0.143,21,6,0,H,405,1,24,1,20.0,0.0,1,20.0,0,20.0,20.0
60360,1,12,7,0.368,85,25,0,H,419,7,27,22,12.14,17.0,1,11.14,1,20.0,245.0
156453,0,09,3,0.278,41,15,0,U,407,5,48,8,10.0,8.0,0,9.5,0,13.0,76.0
96039,1,45,3,0.318,105,30,0,U,198,7,19,28,8.67,8.0,0,6.89,1,10.0,193.0
104134,0,36,0,0.136,129,33,0,H,276,3,41,27,0.0,21.0,1,14.22,1,25.0,384.0
54552,0,16,2,0.167,33,12,0,H,376,3,18,3,25.0,0.0,0,25.0,0,25.0,75.0
164593,0,11,1,0.143,20,6,0,U,481,1,22,1,15.0,0.0,0,15.0,0,15.0,15.0
145346,1,03,7,0.5,67,23,0,H,479,11,47,30,11.43,12.0,0,10.07,1,15.0,302.0
104000,0,51,0,0.227,81,22,0,H,188,5,35,15,0.0,9.0,0,7.33,1,12.0,110.0
119744,0,24,4,0.238,68,22,0,H,420,5,15,18,9.0,7.0,0,8.39,1,12.0,151.0
179324,0,14,1,0.2,17,6,0,H,543,1,10,1,23.0,0.0,1,23.0,0,23.0,23.0
61598,0,35,5,0.294,128,33,0,H,416,5,35,22,12.0,25.0,1,15.23,1,30.0,335.0
148715,0,19,2,0.19,68,21,0,H,396,4,19,11,15.0,14.0,0,10.18,1,17.0,112.0
119686,0,40,1,0.2,16,6,0,U,321,1,21,1,25.0,0.0,0,25.0,0,25.0,25.0
133029,1,25,1,0.136,124,32,0,H,159,3,40,17,5.0,17.0,1,11.94,1,20.0,203.0
153097,0,01,1,0.136,102,28,0,U,320,3,70,12,18.0,15.0,0,14.33,0,18.0,172.0
59819,0,51,1,0.154,27,10,0,U,213,2,26,2,20.0,15.0,0,12.5,0,20.0,25.0
124903,0,18,2,0.385,128,28,0,H,355,5,4,25,7.5,6.0,0,3.6,1,8.0,90.0
36225,0,18,0,0.143,93,24,0,H,338,3,31,10,0.0,18.0,0,11.1,1,21.0,111.0
174576,1,20,1,0.05,52,19,0,H,335,1,25,4,36.0,11.0,0,30.75,0,36.0,123.0
174096,0,41,1,0.2,16,5,0,U,293,1,0,1,15.0,0.0,0,15.0,0,15.0,15.0
160694,0,25,2,0.455,24,9,0,U,457,5,17,6,6.0,4.0,0,6.33,1,8.0,38.0
47027,0,43,0,0.067,39,10,0,H,254,1,35,2,0.0,10.0,0,15.0,0,20.0,30.0
142495,1,01,1,0.176,57,15,0,U,340,3,34,5,12.0,10.0,0,11.4,0,15.0,57.0
36354,0,30,0,0.1,56,16,0,H,256,2,35,5,0.0,12.0,1,10.4,0,17.0,52.0
45605,0,29,1,0.063,65,17,0,H,191,1,69,12,10.0,5.0,1,8.58,1,10.0,103.0
60248,0,31,1,0.143,104,21,0,U,169,2,59,8,10.0,11.0,0,8.5,0,16.0,68.0
130157,0,05,1,0.2,16,5,0,U,544,1,81,1,18.0,0.0,0,18.0,0,18.0,18.0
36923,1,40,5,0.381,80,25,0,H,352,8,29,21,4.0,4.0,0,3.86,1,6.0,81.0
126990,0,14,0,0.143,125,27,0,H,553,2,10,12,0.0,8.0,1,5.42,1,11.0,65.0
184261,0,27,0,0.143,78,22,0,H,267,3,41,8,0.0,15.0,0,12.88,0,20.0,103.0
93572,0,07,4,0.353,81,23,0,U,261,6,90,22,5.25,5.0,1,3.55,1,7.0,78.0
151221,0,04,1,0.286,32,10,0,U,360,4,17,4,11.0,6.0,0,9.0,0,11.0,36.0
62225,0,35,3,0.2,33,10,0,H,557,3,22,3,12.33,5.0,1,12.33,0,15.0,37.0
140012,1,34,2,0.176,92,20,0,H,455,3,22,7,22.5,20.0,1,16.71,0,25.0,117.0
69690,0,35,1,0.167,57,17,0,U,449,3,21,6,18.0,17.0,0,15.67,0,25.0,94.0
156510,0,22,1,0.105,76,22,0,H,816,2,34,8,12.0,5.0,0,12.38,0,15.0,99.0
156598,0,15,2,0.2,24,9,0,U,302,2,30,2,12.5,15.0,1,12.5,0,20.0,25.0
147617,0,10,0,0.125,38,12,0,U,270,2,0,3,0.0,45.0,0,25.0,0,50.0,75.0
122167,1,25,0,0.0,89,16,0,U,255,0,38,5,0.0,10.0,0,12.4,1,20.0,62.0
93151,0,01,1,0.053,75,21,0,H,280,1,29,5,25.0,20.0,0,20.0,0,25.0,100.0
72040,0,41,4,0.294,130,34,0,U,103,5,0,32,10.0,8.0,1,8.28,1,10.0,265.0
61211,0,17,2,0.214,30,11,0,H,309,3,26,3,12.5,15.0,1,16.67,0,25.0,50.0
66830,1,40,0,0.167,42,13,0,U,464,3,39,4,0.0,0.0,1,10.0,0,10.0,40.0
151504,1,12,3,0.176,34,11,0,H,535,3,16,3,12.33,5.0,0,12.33,0,15.0,37.0
83559,1,07,2,0.167,69,16,0,H,278,3,25,7,27.0,30.0,0,14.14,1,34.0,99.0
33444,0,35,0,0.105,40,13,0,U,455,2,27,3,0.0,15.0,1,15.0,0,20.0,45.0
12597,1,11,2,0.211,69,21,0,U,737,4,25,7,87.5,75.0,0,53.86,1,100.0,377.0
93372,0,05,1,0.25,89,18,0,H,350,3,53,9,10.0,5.0,1,7.67,1,10.0,69.0
111974,0,48,1,0.136,113,30,0,U,198,3,73,16,20.0,20.0,1,11.44,1,25.0,183.0
117514,0,13,2,0.2,39,15,0,H,223,4,70,6,10.5,15.0,0,11.33,0,20.0,68.0
27108,1,17,1,0.15,121,30,0,H,304,3,20,20,7.0,8.0,1,7.35,1,11.0,147.0
26017,0,16,1,0.053,69,20,0,H,371,1,22,6,25.0,20.0,0,15.0,0,25.0,90.0
188801,1,28,3,0.222,67,23,1,U,245,4,61,14,10.67,6.0,1,8.64,1,11.0,121.0
110281,0,12,2,0.15,102,26,0,H,258,3,46,12,15.0,13.0,1,9.0,1,16.0,108.0
188738,0,40,1,0.19,122,32,1,U,282,4,14,15,7.0,7.0,0,6.07,0,10.0,91.0
